,ReportDateTime,Country,Indicator,FullName,Period,Value
1226,2001-03-01 04:00:00,Belgium,CPI (YoY),Belgium CPI (YoY) (Feb),2001-02-01 00:00:00,2.25
1228,2001-03-01 04:00:00,Japan,CPI (YoY),National CPI (YoY) (Feb),2001-02-01 00:00:00,-0.3
1231,2001-03-01 04:00:00,Singapore,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,1.31
1232,2001-03-01 04:00:00,China,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,0.0
1233,2001-03-01 04:00:00,Hong Kong,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,-2.5
1234,2001-03-01 04:00:00,Taiwan,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,-1.02
1235,2001-03-01 04:00:00,Saudi Arabia,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,-1.5
1237,2001-03-01 04:00:00,Poland,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,6.63
1238,2001-03-01 04:00:00,Russia,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,22.2
1239,2001-03-01 04:00:00,Norway,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,3.6
1240,2001-03-01 04:00:00,Turkiye,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,33.4
1242,2001-03-01 04:00:00,Eurozone,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,2.6
1243,2001-03-01 04:00:00,South Africa,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,7.72
1244,2001-03-01 04:00:00,Denmark,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,2.4
1245,2001-03-01 04:00:00,Portugal,CPI (YoY),Portuguese CPI (YoY) (Feb),2001-02-01 00:00:00,4.8
1247,2001-03-01 04:00:00,Thailand,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,1.44
1248,2001-03-01 04:00:00,Malaysia,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,1.6
1250,2001-03-01 04:00:00,Philippines,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,5.8
1251,2001-03-01 04:00:00,Greece,CPI (YoY),Greek CPI (YoY) (Feb),2001-02-01 00:00:00,3.5
1252,2001-03-01 04:00:00,Czechia,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,3.9
1253,2001-03-01 04:00:00,Egypt,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,2.41
1255,2001-03-01 04:00:00,Hungary,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,10.5
1256,2001-03-01 04:00:00,Kuwait,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,1.2
1257,2001-03-01 04:00:00,Colombia,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,8.06
1258,2001-03-15 10:00:00,Israel,CPI (YoY),CPI (YoY) (Feb),2001-02-01 00:00:00,0.3
1259,2001-04-01 04:00:00,United Kingdom,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,0.9
1261,2001-04-01 04:00:00,United States,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,2.9
1263,2001-04-01 04:00:00,Canada,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,2.4
1264,2001-04-01 04:00:00,Mexico,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,7.17
1265,2001-04-01 04:00:00,Sweden,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,1.8
1266,2001-04-01 04:00:00,Italy,CPI (YoY),Italian CPI (YoY) (Mar),2001-03-01 00:00:00,2.7
1267,2001-04-01 04:00:00,Korea,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,4.0
1268,2001-04-01 04:00:00,Switzerland,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,1.0
1269,2001-04-01 04:00:00,Germany,CPI (YoY),German CPI (YoY) (Mar),2001-03-01 00:00:00,1.9
1270,2001-04-01 04:00:00,Netherlands,CPI (YoY),Dutch CPI (YoY) (Mar),2001-03-01 00:00:00,4.1
1271,2001-04-01 04:00:00,Spain,CPI (YoY),Spanish CPI (YoY) (Mar),2001-03-01 00:00:00,3.9
1272,2001-04-01 04:00:00,Brazil,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,6.44
1274,2001-04-01 04:00:00,Ireland,CPI (YoY),Irish CPI (YoY) (Mar),2001-03-01 00:00:00,5.5
1275,2001-04-01 04:00:00,Belgium,CPI (YoY),Belgium CPI (YoY) (Mar),2001-03-01 00:00:00,2.09
1277,2001-04-01 04:00:00,Japan,CPI (YoY),National CPI (YoY) (Mar),2001-03-01 00:00:00,-0.7
1280,2001-04-01 04:00:00,Singapore,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,1.85
1281,2001-04-01 04:00:00,China,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,0.8
1282,2001-04-01 04:00:00,Hong Kong,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,-1.9
1283,2001-04-01 04:00:00,Taiwan,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,0.43
1284,2001-04-01 04:00:00,Saudi Arabia,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,-1.1
1286,2001-04-01 04:00:00,Poland,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,6.21
1287,2001-04-01 04:00:00,Russia,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,23.7
1288,2001-04-01 04:00:00,Norway,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,3.7
1289,2001-04-01 04:00:00,Turkiye,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,37.5
1291,2001-04-01 04:00:00,Eurozone,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,2.6
1292,2001-04-01 04:00:00,South Africa,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,7.23
1293,2001-04-01 04:00:00,Denmark,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,2.3
1294,2001-04-01 04:00:00,Portugal,CPI (YoY),Portuguese CPI (YoY) (Mar),2001-03-01 00:00:00,5.1
1296,2001-04-01 04:00:00,Thailand,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,1.44
1297,2001-04-01 04:00:00,Malaysia,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,1.5
1299,2001-04-01 04:00:00,Philippines,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,5.8
1300,2001-04-01 04:00:00,Greece,CPI (YoY),Greek CPI (YoY) (Mar),2001-03-01 00:00:00,3.0
1301,2001-04-01 04:00:00,Czechia,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,4.1
1302,2001-04-01 04:00:00,Egypt,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,2.41
1304,2001-04-01 04:00:00,Hungary,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,10.4
1305,2001-04-01 04:00:00,Kuwait,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,1.3
1306,2001-04-01 04:00:00,Colombia,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,7.81
1307,2001-04-15 10:00:00,Israel,CPI (YoY),CPI (YoY) (Mar),2001-03-01 00:00:00,0.7
1308,2001-05-01 04:00:00,United Kingdom,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,1.2
1310,2001-05-01 04:00:00,United States,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,3.3
1312,2001-05-01 04:00:00,Canada,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,3.5
1313,2001-05-01 04:00:00,Mexico,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,7.11
1314,2001-05-01 04:00:00,Sweden,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,2.7
1315,2001-05-01 04:00:00,Italy,CPI (YoY),Italian CPI (YoY) (Apr),2001-04-01 00:00:00,3.1
1316,2001-05-01 04:00:00,Korea,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,4.8
1317,2001-05-01 04:00:00,Switzerland,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,1.2
1318,2001-05-01 04:00:00,Germany,CPI (YoY),German CPI (YoY) (Apr),2001-04-01 00:00:00,2.3
1319,2001-05-01 04:00:00,Netherlands,CPI (YoY),Dutch CPI (YoY) (Apr),2001-04-01 00:00:00,4.5
1320,2001-05-01 04:00:00,Spain,CPI (YoY),Spanish CPI (YoY) (Apr),2001-04-01 00:00:00,4.0
1321,2001-05-01 04:00:00,Brazil,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,6.61
1323,2001-05-01 04:00:00,Ireland,CPI (YoY),Irish CPI (YoY) (Apr),2001-04-01 00:00:00,5.6
1324,2001-05-01 04:00:00,Belgium,CPI (YoY),Belgium CPI (YoY) (Apr),2001-04-01 00:00:00,2.79
1326,2001-05-01 04:00:00,Japan,CPI (YoY),National CPI (YoY) (Apr),2001-04-01 00:00:00,-0.7
1329,2001-05-01 04:00:00,Singapore,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,1.98
1330,2001-05-01 04:00:00,China,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,1.6
1331,2001-05-01 04:00:00,Hong Kong,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,-1.4
1332,2001-05-01 04:00:00,Taiwan,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,0.41
1333,2001-05-01 04:00:00,Saudi Arabia,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,-1.0
1335,2001-05-01 04:00:00,Poland,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,6.64
1336,2001-05-01 04:00:00,Russia,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,24.8
1337,2001-05-01 04:00:00,Norway,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,3.8
1338,2001-05-01 04:00:00,Turkiye,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,48.3
1340,2001-05-01 04:00:00,Eurozone,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,2.9
1341,2001-05-01 04:00:00,South Africa,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,6.53
1342,2001-05-01 04:00:00,Denmark,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,2.7
1343,2001-05-01 04:00:00,Portugal,CPI (YoY),Portuguese CPI (YoY) (Apr),2001-04-01 00:00:00,4.5
1345,2001-05-01 04:00:00,Thailand,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,2.53
1346,2001-05-01 04:00:00,Malaysia,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,1.6
1348,2001-05-01 04:00:00,Philippines,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,5.5
1349,2001-05-01 04:00:00,Greece,CPI (YoY),Greek CPI (YoY) (Apr),2001-04-01 00:00:00,3.5
1350,2001-05-01 04:00:00,Czechia,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,4.5
1351,2001-05-01 04:00:00,Egypt,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,2.32
1353,2001-05-01 04:00:00,Hungary,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,10.4
1354,2001-05-01 04:00:00,Kuwait,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,1.2
1355,2001-05-01 04:00:00,Colombia,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,7.98
1356,2001-05-15 10:00:00,Israel,CPI (YoY),CPI (YoY) (Apr),2001-04-01 00:00:00,1.2
1357,2001-06-01 04:00:00,United Kingdom,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,1.7
1359,2001-06-01 04:00:00,United States,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,3.6
1361,2001-06-01 04:00:00,Canada,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,3.9
1362,2001-06-01 04:00:00,Mexico,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,6.95
1363,2001-06-01 04:00:00,Sweden,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,2.8
1364,2001-06-01 04:00:00,Italy,CPI (YoY),Italian CPI (YoY) (May),2001-05-01 00:00:00,3.0
1365,2001-06-01 04:00:00,Korea,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,5.3
1366,2001-06-01 04:00:00,Switzerland,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,1.8
1367,2001-06-01 04:00:00,Germany,CPI (YoY),German CPI (YoY) (May),2001-05-01 00:00:00,2.8
1368,2001-06-01 04:00:00,Netherlands,CPI (YoY),Dutch CPI (YoY) (May),2001-05-01 00:00:00,4.5
1369,2001-06-01 04:00:00,Spain,CPI (YoY),Spanish CPI (YoY) (May),2001-05-01 00:00:00,4.2
1370,2001-06-01 04:00:00,Brazil,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,7.04
1372,2001-06-01 04:00:00,Ireland,CPI (YoY),Irish CPI (YoY) (May),2001-05-01 00:00:00,5.42
1373,2001-06-01 04:00:00,Belgium,CPI (YoY),Belgium CPI (YoY) (May),2001-05-01 00:00:00,3.13
1375,2001-06-01 04:00:00,Japan,CPI (YoY),National CPI (YoY) (May),2001-05-01 00:00:00,-0.7
1378,2001-06-01 04:00:00,Singapore,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,1.93
1379,2001-06-01 04:00:00,China,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,1.7
1380,2001-06-01 04:00:00,Hong Kong,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,-1.4
1381,2001-06-01 04:00:00,Taiwan,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,-0.22
1382,2001-06-01 04:00:00,Saudi Arabia,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,-1.0
1384,2001-06-01 04:00:00,Poland,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,6.94
1385,2001-06-01 04:00:00,Russia,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,24.8
1386,2001-06-01 04:00:00,Norway,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,4.3
1387,2001-06-01 04:00:00,Turkiye,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,52.4
1389,2001-06-01 04:00:00,Eurozone,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,3.4
1390,2001-06-01 04:00:00,South Africa,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,6.29
1391,2001-06-01 04:00:00,Denmark,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,2.7
1392,2001-06-01 04:00:00,Portugal,CPI (YoY),Portuguese CPI (YoY) (May),2001-05-01 00:00:00,4.8
1394,2001-06-01 04:00:00,Thailand,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,2.77
1395,2001-06-01 04:00:00,Malaysia,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,1.6
1397,2001-06-01 04:00:00,Philippines,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,5.5
1398,2001-06-01 04:00:00,Greece,CPI (YoY),Greek CPI (YoY) (May),2001-05-01 00:00:00,3.6
1399,2001-06-01 04:00:00,Czechia,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,5.1
1400,2001-06-01 04:00:00,Egypt,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,2.15
1402,2001-06-01 04:00:00,Hungary,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,10.8
1403,2001-06-01 04:00:00,Kuwait,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,1.1
1404,2001-06-01 04:00:00,Colombia,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,7.87
1405,2001-06-15 10:00:00,Israel,CPI (YoY),CPI (YoY) (May),2001-05-01 00:00:00,0.7
1406,2001-07-01 04:00:00,United Kingdom,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,1.7
1408,2001-07-01 04:00:00,United States,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,3.2
1410,2001-07-01 04:00:00,Canada,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,3.4
1411,2001-07-01 04:00:00,Mexico,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,6.57
1412,2001-07-01 04:00:00,Sweden,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,2.7
1413,2001-07-01 04:00:00,Italy,CPI (YoY),Italian CPI (YoY) (Jun),2001-06-01 00:00:00,3.0
1414,2001-07-01 04:00:00,Korea,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,5.0
1415,2001-07-01 04:00:00,Switzerland,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,1.6
1416,2001-07-01 04:00:00,Germany,CPI (YoY),German CPI (YoY) (Jun),2001-06-01 00:00:00,2.5
1417,2001-07-01 04:00:00,Netherlands,CPI (YoY),Dutch CPI (YoY) (Jun),2001-06-01 00:00:00,4.2
1418,2001-07-01 04:00:00,Spain,CPI (YoY),Spanish CPI (YoY) (Jun),2001-06-01 00:00:00,4.2
1419,2001-07-01 04:00:00,Brazil,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,7.35
1421,2001-07-01 04:00:00,Ireland,CPI (YoY),Irish CPI (YoY) (Jun),2001-06-01 00:00:00,5.26
1422,2001-07-01 04:00:00,Belgium,CPI (YoY),Belgium CPI (YoY) (Jun),2001-06-01 00:00:00,2.93
1424,2001-07-01 04:00:00,Japan,CPI (YoY),National CPI (YoY) (Jun),2001-06-01 00:00:00,-0.8
1427,2001-07-01 04:00:00,Singapore,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,1.21
1428,2001-07-01 04:00:00,China,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,1.4
1429,2001-07-01 04:00:00,Hong Kong,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,-1.1
1430,2001-07-01 04:00:00,Taiwan,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,-0.15
1431,2001-07-01 04:00:00,Saudi Arabia,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,-1.1
1433,2001-07-01 04:00:00,Poland,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,6.22
1434,2001-07-01 04:00:00,Russia,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,23.7
1435,2001-07-01 04:00:00,Norway,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,3.8
1436,2001-07-01 04:00:00,Turkiye,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,56.1
1438,2001-07-01 04:00:00,Eurozone,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,3.0
1439,2001-07-01 04:00:00,South Africa,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,6.05
1440,2001-07-01 04:00:00,Denmark,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,2.3
1441,2001-07-01 04:00:00,Portugal,CPI (YoY),Portuguese CPI (YoY) (Jun),2001-06-01 00:00:00,4.5
1443,2001-07-01 04:00:00,Thailand,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,2.16
1444,2001-07-01 04:00:00,Malaysia,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,1.5
1446,2001-07-01 04:00:00,Philippines,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,5.9
1447,2001-07-01 04:00:00,Greece,CPI (YoY),Greek CPI (YoY) (Jun),2001-06-01 00:00:00,3.9
1448,2001-07-01 04:00:00,Czechia,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,5.4
1449,2001-07-01 04:00:00,Egypt,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,2.23
1451,2001-07-01 04:00:00,Hungary,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,10.5
1452,2001-07-01 04:00:00,Kuwait,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,2.0
1453,2001-07-01 04:00:00,Colombia,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,7.93
1454,2001-07-15 10:00:00,Israel,CPI (YoY),CPI (YoY) (Jun),2001-06-01 00:00:00,0.7
1455,2001-08-01 04:00:00,United Kingdom,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,1.4
1457,2001-08-01 04:00:00,United States,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,2.7
1459,2001-08-01 04:00:00,Canada,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,2.7
1460,2001-08-01 04:00:00,Mexico,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,5.88
1461,2001-08-01 04:00:00,Sweden,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,2.7
1462,2001-08-01 04:00:00,Italy,CPI (YoY),Italian CPI (YoY) (Jul),2001-07-01 00:00:00,3.0
1463,2001-08-01 04:00:00,Korea,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,4.8
1464,2001-08-01 04:00:00,Switzerland,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,1.4
1465,2001-08-01 04:00:00,Germany,CPI (YoY),German CPI (YoY) (Jul),2001-07-01 00:00:00,2.1
1466,2001-08-01 04:00:00,Netherlands,CPI (YoY),Dutch CPI (YoY) (Jul),2001-07-01 00:00:00,4.3
1467,2001-08-01 04:00:00,Spain,CPI (YoY),Spanish CPI (YoY) (Jul),2001-07-01 00:00:00,3.9
1468,2001-08-01 04:00:00,Brazil,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,7.05
1470,2001-08-01 04:00:00,Ireland,CPI (YoY),Irish CPI (YoY) (Jul),2001-07-01 00:00:00,4.72
1471,2001-08-01 04:00:00,Belgium,CPI (YoY),Belgium CPI (YoY) (Jul),2001-07-01 00:00:00,2.65
1473,2001-08-01 04:00:00,Japan,CPI (YoY),National CPI (YoY) (Jul),2001-07-01 00:00:00,-0.8
1476,2001-08-01 04:00:00,Singapore,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,1.3
1477,2001-08-01 04:00:00,China,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,1.5
1478,2001-08-01 04:00:00,Hong Kong,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,-0.9
1479,2001-08-01 04:00:00,Taiwan,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,0.1
1480,2001-08-01 04:00:00,Saudi Arabia,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,-1.0
1482,2001-08-01 04:00:00,Poland,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,5.18
1483,2001-08-01 04:00:00,Russia,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,22.1
1484,2001-08-01 04:00:00,Norway,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,2.7
1485,2001-08-01 04:00:00,Turkiye,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,56.3
1487,2001-08-01 04:00:00,Eurozone,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,2.8
1488,2001-08-01 04:00:00,South Africa,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,5.2
1489,2001-08-01 04:00:00,Denmark,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,2.4
1490,2001-08-01 04:00:00,Portugal,CPI (YoY),Portuguese CPI (YoY) (Jul),2001-07-01 00:00:00,4.3
1492,2001-08-01 04:00:00,Thailand,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,2.16
1493,2001-08-01 04:00:00,Malaysia,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,1.4
1495,2001-08-01 04:00:00,Philippines,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,6.0
1496,2001-08-01 04:00:00,Greece,CPI (YoY),Greek CPI (YoY) (Jul),2001-07-01 00:00:00,3.9
1497,2001-08-01 04:00:00,Czechia,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,6.0
1498,2001-08-01 04:00:00,Egypt,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,2.22
1500,2001-08-01 04:00:00,Hungary,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,9.4
1501,2001-08-01 04:00:00,Kuwait,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,1.9
1502,2001-08-01 04:00:00,Colombia,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,8.09
1503,2001-08-15 10:00:00,Israel,CPI (YoY),CPI (YoY) (Jul),2001-07-01 00:00:00,0.8
1504,2001-09-01 04:00:00,United Kingdom,CPI (YoY),CPI (YoY) (Aug),2001-08-01 00:00:00,1.8
1506,2001-09-01 04:00:00,United States,CPI (YoY),CPI (YoY) (Aug),2001-08-01 00:00:00,2.7
1508,2001-09-01 04:00:00,Canada,CPI (YoY),CPI (YoY) (Aug),2001-08-01 00:00:00,2.8
1509,2001-09-01 04:00:00,Mexico,CPI (YoY),CPI (YoY) (Aug),2001-08-01 00:00:00,5.93
1510,2001-09-01 04:00:00,Sweden,CPI (YoY),CPI (YoY) (Aug),2001-08-01 00:00:00,2.8
1511,2001-09-01 04:00:00,Italy,CPI (YoY),Italian CPI (YoY) (Aug),2001-08-01 00:00:00,2.8
1512,2001-09-01 04:00:00,Korea,CPI (YoY),CPI (YoY) (Aug),2001-08-01 00:00:00,4.7
1513,2001-09-01 04:00:00,Switzerland,CPI (YoY),CPI (YoY) (Aug),2001-08-01 00:00:00,1.1
1514,2001-09-01 04:00:00,Germany,CPI (YoY),German CPI (YoY) (Aug),2001-08-01 00:00:00,2.1
1515,2001-09-01 04:00:00,Netherlands,CPI (YoY),Dutch CPI (YoY) (Aug),2001-08-01 00:00:00,4.3
1516,2001-09-01 04:00:00,Spain,CPI (YoY),Spanish CPI (YoY) (Aug),2001-08-01 00:00:00,3.7
1517,2001-09-01 04:00:00,Brazil,CPI (YoY),CPI (YoY) (Aug),2001-08-01 00:00:00,6.41
1519,2001-09-01 04:00:00,Ireland,CPI (YoY),Irish CPI (YoY) (Aug),2001-08-01 00:00:00,4.56
1520,2001-09-01 04:00:00,Belgium,CPI (YoY),Belgium CPI (YoY) (Aug),2001-08-01 00:00:00,2.66
1522,2001-09-01 04:00:00,Japan,CPI (YoY),National CPI (YoY) (Aug),2001-08-01 00:00:00,-0.7
1525,2001-09-01 04:00:00,Singapore,CPI (YoY),CPI (YoY) (Aug),2001-08-01 00:00:00,0.71
1526,2001-09-01 04:00:00,China,CPI (YoY),CPI (YoY) (Aug),2001-08-01 00:00:00,1.0
1527,2001-09-01 04:00:00,Hong Kong,CPI (YoY),CPI (YoY) (Aug),2001-08-01 00:00:00,-1.1
1528,2001-09-01 04:00:00,Taiwan,CPI (YoY),CPI (YoY) (Aug),2001-08-01 00:00:00,0.45
