,ReportDateTime,Country,Indicator,FullName,Period,Value
1187,2005-07-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (Jun),2005-06-01 00:00:00,19.8
1188,2005-07-01 04:00:00,Norway,PPI (YoY),PPI (YoY) (Jun),2005-06-01 00:00:00,19.2
1189,2005-07-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (Jun),2005-06-01 00:00:00,8.7
1190,2005-07-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Jun),2005-06-01 00:00:00,4.1
1191,2005-07-01 04:00:00,Greece,PPI (YoY),Greek PPI (YoY) (Jun),2005-06-01 00:00:00,5.0
1192,2005-07-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Jun),2005-06-01 00:00:00,2.8
1193,2005-07-01 04:00:00,Finland,PPI (YoY),Finnish PPI (YoY) (Jun),2005-06-01 00:00:00,2.04
1194,2005-07-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Jun),2005-06-01 00:00:00,3.1
1195,2005-08-01 04:00:00,Greece,PPI (YoY),Greek PPI (YoY) (Jul),2005-07-01 00:00:00,5.1
1196,2005-08-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Jul),2005-07-01 00:00:00,2.0
1197,2005-08-01 04:00:00,Finland,PPI (YoY),Finnish PPI (YoY) (Jul),2005-07-01 00:00:00,2.45
1198,2005-08-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Jul),2005-07-01 00:00:00,2.7
1200,2005-08-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Jul),2005-07-01 00:00:00,4.26
1201,2005-08-01 04:00:00,Italy,PPI (YoY),Italian PPI (YoY) (Jul),2005-07-01 00:00:00,3.2
1202,2005-08-01 04:00:00,Korea,PPI (YoY),PPI (YoY) (Jul),2005-07-01 00:00:00,1.7
1203,2005-08-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (Jul),2005-07-01 00:00:00,1.1
1204,2005-08-01 04:00:00,Germany,PPI (YoY),German PPI (YoY) (Jul),2005-07-01 00:00:00,4.4
1205,2005-08-01 04:00:00,Japan,PPI (YoY),PPI (YoY) (Jul),2005-07-01 00:00:00,1.4
1206,2005-08-01 04:00:00,China,PPI (YoY),PPI (YoY) (Jul),2005-07-01 00:00:00,5.2
1207,2005-08-01 04:00:00,Poland,PPI (YoY),PPI (YoY) (Jul),2005-07-01 00:00:00,0.0
1208,2005-08-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Jul),2005-07-01 00:00:00,2.5
1209,2005-08-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (Jul),2005-07-01 00:00:00,18.5
1210,2005-08-01 04:00:00,Norway,PPI (YoY),PPI (YoY) (Jul),2005-07-01 00:00:00,19.1
1211,2005-08-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (Jul),2005-07-01 00:00:00,10.09
1212,2005-08-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Jul),2005-07-01 00:00:00,4.2
1214,2005-09-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Aug),2005-08-01 00:00:00,4.55
1215,2005-09-01 04:00:00,Italy,PPI (YoY),Italian PPI (YoY) (Aug),2005-08-01 00:00:00,3.2
1216,2005-09-01 04:00:00,Korea,PPI (YoY),PPI (YoY) (Aug),2005-08-01 00:00:00,1.1
1217,2005-09-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (Aug),2005-08-01 00:00:00,1.0
1218,2005-09-01 04:00:00,Germany,PPI (YoY),German PPI (YoY) (Aug),2005-08-01 00:00:00,4.3
1219,2005-09-01 04:00:00,Japan,PPI (YoY),PPI (YoY) (Aug),2005-08-01 00:00:00,1.6
1220,2005-09-01 04:00:00,China,PPI (YoY),PPI (YoY) (Aug),2005-08-01 00:00:00,5.3
1221,2005-09-01 04:00:00,Poland,PPI (YoY),PPI (YoY) (Aug),2005-08-01 00:00:00,-0.2
1222,2005-09-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Aug),2005-08-01 00:00:00,2.0
1223,2005-09-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (Aug),2005-08-01 00:00:00,17.9
1224,2005-09-01 04:00:00,Norway,PPI (YoY),PPI (YoY) (Aug),2005-08-01 00:00:00,19.7
1225,2005-09-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (Aug),2005-08-01 00:00:00,11.12
1226,2005-09-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Aug),2005-08-01 00:00:00,4.1
1227,2005-09-01 04:00:00,Greece,PPI (YoY),Greek PPI (YoY) (Aug),2005-08-01 00:00:00,5.5
1228,2005-09-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Aug),2005-08-01 00:00:00,1.2
1229,2005-09-01 04:00:00,Finland,PPI (YoY),Finnish PPI (YoY) (Aug),2005-08-01 00:00:00,3.06
1230,2005-09-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Aug),2005-08-01 00:00:00,2.7
1231,2005-10-01 04:00:00,Greece,PPI (YoY),Greek PPI (YoY) (Sep),2005-09-01 00:00:00,6.7
1232,2005-10-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Sep),2005-09-01 00:00:00,1.0
1233,2005-10-01 04:00:00,Finland,PPI (YoY),Finnish PPI (YoY) (Sep),2005-09-01 00:00:00,3.05
1234,2005-10-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Sep),2005-09-01 00:00:00,3.1
1236,2005-10-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Sep),2005-09-01 00:00:00,4.55
1237,2005-10-01 04:00:00,Italy,PPI (YoY),Italian PPI (YoY) (Sep),2005-09-01 00:00:00,3.3
1238,2005-10-01 04:00:00,Korea,PPI (YoY),PPI (YoY) (Sep),2005-09-01 00:00:00,1.1
1239,2005-10-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (Sep),2005-09-01 00:00:00,1.5
1240,2005-10-01 04:00:00,Germany,PPI (YoY),German PPI (YoY) (Sep),2005-09-01 00:00:00,4.7
1241,2005-10-01 04:00:00,Japan,PPI (YoY),PPI (YoY) (Sep),2005-09-01 00:00:00,1.6
1242,2005-10-01 04:00:00,China,PPI (YoY),PPI (YoY) (Sep),2005-09-01 00:00:00,4.5
1243,2005-10-01 04:00:00,Poland,PPI (YoY),PPI (YoY) (Sep),2005-09-01 00:00:00,-0.5
1244,2005-10-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Sep),2005-09-01 00:00:00,1.7
1245,2005-10-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (Sep),2005-09-01 00:00:00,18.6
1246,2005-10-01 04:00:00,Norway,PPI (YoY),PPI (YoY) (Sep),2005-09-01 00:00:00,17.9
1247,2005-10-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (Sep),2005-09-01 00:00:00,10.91
1248,2005-10-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Sep),2005-09-01 00:00:00,4.4
1250,2005-11-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Oct),2005-10-01 00:00:00,4.53
1251,2005-11-01 04:00:00,Italy,PPI (YoY),Italian PPI (YoY) (Oct),2005-10-01 00:00:00,3.2
1252,2005-11-01 04:00:00,Korea,PPI (YoY),PPI (YoY) (Oct),2005-10-01 00:00:00,1.4
1253,2005-11-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (Oct),2005-10-01 00:00:00,1.0
1254,2005-11-01 04:00:00,Germany,PPI (YoY),German PPI (YoY) (Oct),2005-10-01 00:00:00,4.3
1255,2005-11-01 04:00:00,Japan,PPI (YoY),PPI (YoY) (Oct),2005-10-01 00:00:00,1.8
1256,2005-11-01 04:00:00,China,PPI (YoY),PPI (YoY) (Oct),2005-10-01 00:00:00,4.0
1257,2005-11-01 04:00:00,Poland,PPI (YoY),PPI (YoY) (Oct),2005-10-01 00:00:00,-0.9
1258,2005-11-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Oct),2005-10-01 00:00:00,1.0
1259,2005-11-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (Oct),2005-10-01 00:00:00,17.6
1260,2005-11-01 04:00:00,Norway,PPI (YoY),PPI (YoY) (Oct),2005-10-01 00:00:00,9.9
1261,2005-11-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (Oct),2005-10-01 00:00:00,8.15
1262,2005-11-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Oct),2005-10-01 00:00:00,4.1
1263,2005-11-01 04:00:00,Greece,PPI (YoY),Greek PPI (YoY) (Oct),2005-10-01 00:00:00,6.3
1264,2005-11-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Oct),2005-10-01 00:00:00,0.5
1265,2005-11-01 04:00:00,Finland,PPI (YoY),Finnish PPI (YoY) (Oct),2005-10-01 00:00:00,2.53
1266,2005-11-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Oct),2005-10-01 00:00:00,3.6
1267,2005-12-01 04:00:00,Greece,PPI (YoY),Greek PPI (YoY) (Nov),2005-11-01 00:00:00,6.5
1268,2005-12-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Nov),2005-11-01 00:00:00,0.2
1269,2005-12-01 04:00:00,Finland,PPI (YoY),Finnish PPI (YoY) (Nov),2005-11-01 00:00:00,3.06
1270,2005-12-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Nov),2005-11-01 00:00:00,4.2
1272,2005-12-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Nov),2005-11-01 00:00:00,5.35
1273,2005-12-01 04:00:00,Italy,PPI (YoY),Italian PPI (YoY) (Nov),2005-11-01 00:00:00,3.2
1274,2005-12-01 04:00:00,Korea,PPI (YoY),PPI (YoY) (Nov),2005-11-01 00:00:00,1.0
1275,2005-12-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (Nov),2005-11-01 00:00:00,0.7
1276,2005-12-01 04:00:00,Germany,PPI (YoY),German PPI (YoY) (Nov),2005-11-01 00:00:00,4.6
1277,2005-12-01 04:00:00,Japan,PPI (YoY),PPI (YoY) (Nov),2005-11-01 00:00:00,1.7
1278,2005-12-01 04:00:00,China,PPI (YoY),PPI (YoY) (Nov),2005-11-01 00:00:00,3.2
1279,2005-12-01 04:00:00,Poland,PPI (YoY),PPI (YoY) (Nov),2005-11-01 00:00:00,-0.4
1280,2005-12-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Nov),2005-11-01 00:00:00,1.9
1281,2005-12-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (Nov),2005-11-01 00:00:00,15.4
1282,2005-12-01 04:00:00,Norway,PPI (YoY),PPI (YoY) (Nov),2005-11-01 00:00:00,17.9
1283,2005-12-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (Nov),2005-11-01 00:00:00,4.91
1284,2005-12-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Nov),2005-11-01 00:00:00,4.1
1286,2006-01-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Dec),2005-12-01 00:00:00,7.08
1287,2006-01-01 04:00:00,Italy,PPI (YoY),Italian PPI (YoY) (Dec),2005-12-01 00:00:00,3.5
1288,2006-01-01 04:00:00,Korea,PPI (YoY),PPI (YoY) (Dec),2005-12-01 00:00:00,1.4
1289,2006-01-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (Dec),2005-12-01 00:00:00,1.2
1290,2006-01-01 04:00:00,Germany,PPI (YoY),German PPI (YoY) (Dec),2005-12-01 00:00:00,4.9
1291,2006-01-01 04:00:00,Japan,PPI (YoY),PPI (YoY) (Dec),2005-12-01 00:00:00,2.0
1292,2006-01-01 04:00:00,China,PPI (YoY),PPI (YoY) (Dec),2005-12-01 00:00:00,3.2
1293,2006-01-01 04:00:00,Poland,PPI (YoY),PPI (YoY) (Dec),2005-12-01 00:00:00,0.2
1294,2006-01-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Dec),2005-12-01 00:00:00,1.6
1295,2006-01-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (Dec),2005-12-01 00:00:00,13.4
1296,2006-01-01 04:00:00,Norway,PPI (YoY),PPI (YoY) (Dec),2005-12-01 00:00:00,24.5
1297,2006-01-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (Dec),2005-12-01 00:00:00,4.54
1298,2006-01-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Dec),2005-12-01 00:00:00,4.5
1299,2006-01-01 04:00:00,Greece,PPI (YoY),Greek PPI (YoY) (Dec),2005-12-01 00:00:00,8.3
1300,2006-01-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Dec),2005-12-01 00:00:00,-0.4
1301,2006-01-01 04:00:00,Finland,PPI (YoY),Finnish PPI (YoY) (Dec),2005-12-01 00:00:00,3.79
1302,2006-01-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Dec),2005-12-01 00:00:00,4.8
1303,2006-02-01 04:00:00,Greece,PPI (YoY),Greek PPI (YoY) (Jan),2006-01-01 00:00:00,9.4
1304,2006-02-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Jan),2006-01-01 00:00:00,0.4
1305,2006-02-01 04:00:00,Finland,PPI (YoY),Finnish PPI (YoY) (Jan),2006-01-01 00:00:00,3.78
1306,2006-02-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Jan),2006-01-01 00:00:00,4.5
1308,2006-02-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Jan),2006-01-01 00:00:00,6.91
1309,2006-02-01 04:00:00,Italy,PPI (YoY),Italian PPI (YoY) (Jan),2006-01-01 00:00:00,3.9
1310,2006-02-01 04:00:00,Korea,PPI (YoY),PPI (YoY) (Jan),2006-01-01 00:00:00,0.8
1311,2006-02-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (Jan),2006-01-01 00:00:00,1.7
1312,2006-02-01 04:00:00,Germany,PPI (YoY),German PPI (YoY) (Jan),2006-01-01 00:00:00,5.5
1313,2006-02-01 04:00:00,Japan,PPI (YoY),PPI (YoY) (Jan),2006-01-01 00:00:00,2.1
1314,2006-02-01 04:00:00,China,PPI (YoY),PPI (YoY) (Jan),2006-01-01 00:00:00,3.0
1315,2006-02-01 04:00:00,Poland,PPI (YoY),PPI (YoY) (Jan),2006-01-01 00:00:00,-0.2
1316,2006-02-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Jan),2006-01-01 00:00:00,0.1
1317,2006-02-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (Jan),2006-01-01 00:00:00,14.3
1318,2006-02-01 04:00:00,Norway,PPI (YoY),PPI (YoY) (Jan),2006-01-01 00:00:00,25.4
1319,2006-02-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (Jan),2006-01-01 00:00:00,7.56
1320,2006-02-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Jan),2006-01-01 00:00:00,5.3
1322,2006-03-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Feb),2006-02-01 00:00:00,5.73
1323,2006-03-01 04:00:00,Italy,PPI (YoY),Italian PPI (YoY) (Feb),2006-02-01 00:00:00,4.5
1324,2006-03-01 04:00:00,Korea,PPI (YoY),PPI (YoY) (Feb),2006-02-01 00:00:00,0.7
1325,2006-03-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (Feb),2006-02-01 00:00:00,1.6
1326,2006-03-01 04:00:00,Germany,PPI (YoY),German PPI (YoY) (Feb),2006-02-01 00:00:00,5.8
1327,2006-03-01 04:00:00,Japan,PPI (YoY),PPI (YoY) (Feb),2006-02-01 00:00:00,2.3
1328,2006-03-01 04:00:00,China,PPI (YoY),PPI (YoY) (Feb),2006-02-01 00:00:00,3.0
1329,2006-03-01 04:00:00,Poland,PPI (YoY),PPI (YoY) (Feb),2006-02-01 00:00:00,0.2
1330,2006-03-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Feb),2006-02-01 00:00:00,-0.3
1331,2006-03-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (Feb),2006-02-01 00:00:00,16.7
1332,2006-03-01 04:00:00,Norway,PPI (YoY),PPI (YoY) (Feb),2006-02-01 00:00:00,20.9
1333,2006-03-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (Feb),2006-02-01 00:00:00,7.86
1334,2006-03-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Feb),2006-02-01 00:00:00,5.6
1335,2006-03-01 04:00:00,Greece,PPI (YoY),Greek PPI (YoY) (Feb),2006-02-01 00:00:00,9.1
1336,2006-03-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Feb),2006-02-01 00:00:00,0.3
1337,2006-03-01 04:00:00,Finland,PPI (YoY),Finnish PPI (YoY) (Feb),2006-02-01 00:00:00,3.76
1338,2006-03-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Feb),2006-02-01 00:00:00,4.5
1339,2006-04-01 04:00:00,Greece,PPI (YoY),Greek PPI (YoY) (Mar),2006-03-01 00:00:00,8.0
1340,2006-04-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Mar),2006-03-01 00:00:00,0.3
1341,2006-04-01 04:00:00,Finland,PPI (YoY),Finnish PPI (YoY) (Mar),2006-03-01 00:00:00,3.42
1342,2006-04-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Mar),2006-03-01 00:00:00,5.5
1344,2006-04-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Mar),2006-03-01 00:00:00,6.0
1345,2006-04-01 04:00:00,Italy,PPI (YoY),Italian PPI (YoY) (Mar),2006-03-01 00:00:00,4.4
1346,2006-04-01 04:00:00,Korea,PPI (YoY),PPI (YoY) (Mar),2006-03-01 00:00:00,0.4
1347,2006-04-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (Mar),2006-03-01 00:00:00,1.6
1348,2006-04-01 04:00:00,Germany,PPI (YoY),German PPI (YoY) (Mar),2006-03-01 00:00:00,5.8
1349,2006-04-01 04:00:00,Japan,PPI (YoY),PPI (YoY) (Mar),2006-03-01 00:00:00,2.1
1350,2006-04-01 04:00:00,China,PPI (YoY),PPI (YoY) (Mar),2006-03-01 00:00:00,2.5
1351,2006-04-01 04:00:00,Poland,PPI (YoY),PPI (YoY) (Mar),2006-03-01 00:00:00,0.5
1352,2006-04-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Mar),2006-03-01 00:00:00,0.5
1353,2006-04-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (Mar),2006-03-01 00:00:00,15.6
1354,2006-04-01 04:00:00,Norway,PPI (YoY),PPI (YoY) (Mar),2006-03-01 00:00:00,15.1
1355,2006-04-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (Mar),2006-03-01 00:00:00,5.88
1356,2006-04-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Mar),2006-03-01 00:00:00,5.4
1358,2006-05-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Apr),2006-04-01 00:00:00,5.65
1359,2006-05-01 04:00:00,Italy,PPI (YoY),Italian PPI (YoY) (Apr),2006-04-01 00:00:00,4.9
1360,2006-05-01 04:00:00,Korea,PPI (YoY),PPI (YoY) (Apr),2006-04-01 00:00:00,0.4
1361,2006-05-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (Apr),2006-04-01 00:00:00,1.9
1362,2006-05-01 04:00:00,Germany,PPI (YoY),German PPI (YoY) (Apr),2006-04-01 00:00:00,6.1
1363,2006-05-01 04:00:00,Japan,PPI (YoY),PPI (YoY) (Apr),2006-04-01 00:00:00,1.8
1364,2006-05-01 04:00:00,China,PPI (YoY),PPI (YoY) (Apr),2006-04-01 00:00:00,1.9
1365,2006-05-01 04:00:00,Poland,PPI (YoY),PPI (YoY) (Apr),2006-04-01 00:00:00,1.2
1366,2006-05-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Apr),2006-04-01 00:00:00,0.7
1367,2006-05-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (Apr),2006-04-01 00:00:00,13.2
1368,2006-05-01 04:00:00,Norway,PPI (YoY),PPI (YoY) (Apr),2006-04-01 00:00:00,20.4
1369,2006-05-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (Apr),2006-04-01 00:00:00,5.79
1370,2006-05-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Apr),2006-04-01 00:00:00,5.7
1371,2006-05-01 04:00:00,Greece,PPI (YoY),Greek PPI (YoY) (Apr),2006-04-01 00:00:00,8.3
1372,2006-05-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Apr),2006-04-01 00:00:00,0.6
1373,2006-05-01 04:00:00,Finland,PPI (YoY),Finnish PPI (YoY) (Apr),2006-04-01 00:00:00,4.44
1374,2006-05-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Apr),2006-04-01 00:00:00,5.8
1375,2006-06-01 04:00:00,Greece,PPI (YoY),Greek PPI (YoY) (May),2006-05-01 00:00:00,8.9
1376,2006-06-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (May),2006-05-01 00:00:00,1.4
1377,2006-06-01 04:00:00,Finland,PPI (YoY),Finnish PPI (YoY) (May),2006-05-01 00:00:00,4.54
1378,2006-06-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (May),2006-05-01 00:00:00,5.4
1380,2006-06-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (May),2006-05-01 00:00:00,5.45
1381,2006-06-01 04:00:00,Italy,PPI (YoY),Italian PPI (YoY) (May),2006-05-01 00:00:00,5.3
1382,2006-06-01 04:00:00,Korea,PPI (YoY),PPI (YoY) (May),2006-05-01 00:00:00,1.4
1383,2006-06-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (May),2006-05-01 00:00:00,2.8
1384,2006-06-01 04:00:00,Germany,PPI (YoY),German PPI (YoY) (May),2006-05-01 00:00:00,6.3
1385,2006-06-01 04:00:00,Japan,PPI (YoY),PPI (YoY) (May),2006-05-01 00:00:00,2.4
1386,2006-06-01 04:00:00,China,PPI (YoY),PPI (YoY) (May),2006-05-01 00:00:00,2.4
1387,2006-06-01 04:00:00,Poland,PPI (YoY),PPI (YoY) (May),2006-05-01 00:00:00,1.8
1388,2006-06-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (May),2006-05-01 00:00:00,1.9
1389,2006-06-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (May),2006-05-01 00:00:00,11.9
1390,2006-06-01 04:00:00,Norway,PPI (YoY),PPI (YoY) (May),2006-05-01 00:00:00,19.6
1391,2006-06-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (May),2006-05-01 00:00:00,9.07
1392,2006-06-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (May),2006-05-01 00:00:00,6.1
1394,2006-07-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Jun),2006-06-01 00:00:00,5.23
1395,2006-07-01 04:00:00,Italy,PPI (YoY),Italian PPI (YoY) (Jun),2006-06-01 00:00:00,4.9
1396,2006-07-01 04:00:00,Korea,PPI (YoY),PPI (YoY) (Jun),2006-06-01 00:00:00,1.6
1397,2006-07-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (Jun),2006-06-01 00:00:00,3.1
1398,2006-07-01 04:00:00,Germany,PPI (YoY),German PPI (YoY) (Jun),2006-06-01 00:00:00,5.8
1399,2006-07-01 04:00:00,Japan,PPI (YoY),PPI (YoY) (Jun),2006-06-01 00:00:00,2.6
1400,2006-07-01 04:00:00,China,PPI (YoY),PPI (YoY) (Jun),2006-06-01 00:00:00,3.5
1401,2006-07-01 04:00:00,Poland,PPI (YoY),PPI (YoY) (Jun),2006-06-01 00:00:00,2.7
1402,2006-07-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Jun),2006-06-01 00:00:00,1.8
1403,2006-07-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (Jun),2006-06-01 00:00:00,12.7
1404,2006-07-01 04:00:00,Norway,PPI (YoY),PPI (YoY) (Jun),2006-06-01 00:00:00,13.1
1405,2006-07-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (Jun),2006-06-01 00:00:00,13.07
1406,2006-07-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Jun),2006-06-01 00:00:00,5.7
1407,2006-07-01 04:00:00,Greece,PPI (YoY),Greek PPI (YoY) (Jun),2006-06-01 00:00:00,7.7
1408,2006-07-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Jun),2006-06-01 00:00:00,1.7
1409,2006-07-01 04:00:00,Finland,PPI (YoY),Finnish PPI (YoY) (Jun),2006-06-01 00:00:00,4.1
1410,2006-07-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Jun),2006-06-01 00:00:00,7.8
1411,2006-08-01 04:00:00,Greece,PPI (YoY),Greek PPI (YoY) (Jul),2006-07-01 00:00:00,7.9
1412,2006-08-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Jul),2006-07-01 00:00:00,2.3
1413,2006-08-01 04:00:00,Finland,PPI (YoY),Finnish PPI (YoY) (Jul),2006-07-01 00:00:00,4.69
1414,2006-08-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Jul),2006-07-01 00:00:00,9.4
1416,2006-08-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Jul),2006-07-01 00:00:00,4.58
1417,2006-08-01 04:00:00,Italy,PPI (YoY),Italian PPI (YoY) (Jul),2006-07-01 00:00:00,5.7
1418,2006-08-01 04:00:00,Korea,PPI (YoY),PPI (YoY) (Jul),2006-07-01 00:00:00,1.3
1419,2006-08-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (Jul),2006-07-01 00:00:00,2.9
1420,2006-08-01 04:00:00,Germany,PPI (YoY),German PPI (YoY) (Jul),2006-07-01 00:00:00,5.8
1421,2006-08-01 04:00:00,Japan,PPI (YoY),PPI (YoY) (Jul),2006-07-01 00:00:00,2.5
1422,2006-08-01 04:00:00,China,PPI (YoY),PPI (YoY) (Jul),2006-07-01 00:00:00,3.6
1423,2006-08-01 04:00:00,Poland,PPI (YoY),PPI (YoY) (Jul),2006-07-01 00:00:00,3.3
1424,2006-08-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Jul),2006-07-01 00:00:00,2.4
1425,2006-08-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (Jul),2006-07-01 00:00:00,14.6
1426,2006-08-01 04:00:00,Norway,PPI (YoY),PPI (YoY) (Jul),2006-07-01 00:00:00,13.4
1427,2006-08-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (Jul),2006-07-01 00:00:00,14.34
1428,2006-08-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Jul),2006-07-01 00:00:00,5.9
1430,2006-09-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Aug),2006-08-01 00:00:00,4.85
1431,2006-09-01 04:00:00,Italy,PPI (YoY),Italian PPI (YoY) (Aug),2006-08-01 00:00:00,5.3
1432,2006-09-01 04:00:00,Korea,PPI (YoY),PPI (YoY) (Aug),2006-08-01 00:00:00,1.7
1433,2006-09-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (Aug),2006-08-01 00:00:00,3.1
1434,2006-09-01 04:00:00,Germany,PPI (YoY),German PPI (YoY) (Aug),2006-08-01 00:00:00,5.9
1435,2006-09-01 04:00:00,Japan,PPI (YoY),PPI (YoY) (Aug),2006-08-01 00:00:00,2.6
1436,2006-09-01 04:00:00,China,PPI (YoY),PPI (YoY) (Aug),2006-08-01 00:00:00,3.4
