,ReportDateTime,Country,Indicator,FullName,Period,Value
2904,2013-02-17 16:00:00,Korea,PPI (YoY),PPI (YoY),2013-01-01 00:00:00,-1.6
2905,2013-02-19 08:00:00,Poland,PPI (YoY),PPI (YoY),2013-01-01 00:00:00,-1.2
2906,2013-02-20 02:00:00,Germany,PPI (YoY),German PPI (YoY),2013-01-01 00:00:00,1.7
2908,2013-02-20 08:30:00,United States,PPI (YoY),PPI (YoY),2013-01-01 00:00:00,1.4
2909,2013-02-25 02:00:00,Finland,PPI (YoY),Finnish PPI (YoY),2013-02-01 00:00:00,0.7
2910,2013-02-25 03:00:00,Spain,PPI (YoY),Spanish PPI (YoY),2013-02-01 00:00:00,2.6
2911,2013-02-28 05:00:00,Greece,PPI (YoY),Greek PPI (YoY),2013-02-01 00:00:00,0.0
2913,2013-03-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (Feb),2013-02-01 00:00:00,0.1
2914,2013-03-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (Feb),2013-02-01 00:00:00,4.7
2915,2013-03-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Feb),2013-02-01 00:00:00,1.3
2916,2013-03-01 04:00:00,South Africa,PPI (YoY),PPI (YoY) (Feb),2013-02-01 00:00:00,5.41
2917,2013-03-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Feb),2013-02-01 00:00:00,1.3
2918,2013-03-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Feb),2013-02-01 00:00:00,0.8
2919,2013-03-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Feb),2013-02-01 00:00:00,-3.74
2920,2013-03-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Feb),2013-02-01 00:00:00,-0.3
2921,2013-03-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (Feb),2013-02-01 00:00:00,1.84
2922,2013-03-07 04:00:00,Italy,PPI (YoY),Italian PPI (YoY),2013-02-01 00:00:00,0.7
2923,2013-03-08 20:30:00,China,PPI (YoY),PPI (YoY),2013-02-01 00:00:00,-1.6
2924,2013-03-11 04:00:00,Norway,PPI (YoY),PPI (YoY),2013-02-01 00:00:00,-2.8
2925,2013-03-11 18:50:00,Japan,PPI (YoY),PPI (YoY),2013-02-01 00:00:00,-0.1
2927,2013-03-14 07:30:00,United States,PPI (YoY),PPI (YoY),2013-02-01 00:00:00,1.7
2928,2013-03-17 16:00:00,Korea,PPI (YoY),PPI (YoY),2013-02-01 00:00:00,-1.6
2929,2013-03-19 08:00:00,Poland,PPI (YoY),PPI (YoY),2013-02-01 00:00:00,-0.4
2930,2013-03-20 02:00:00,Germany,PPI (YoY),German PPI (YoY),2013-02-01 00:00:00,1.2
2931,2013-03-25 02:00:00,Finland,PPI (YoY),Finnish PPI (YoY),2013-03-01 00:00:00,0.1
2932,2013-03-25 03:00:00,Spain,PPI (YoY),Spanish PPI (YoY),2013-03-01 00:00:00,2.1
2934,2013-03-29 04:00:00,Italy,PPI (YoY),Italian PPI (YoY),2013-03-01 00:00:00,0.3
2935,2013-03-29 05:00:00,Greece,PPI (YoY),Greek PPI (YoY),2013-03-01 00:00:00,0.8
2936,2013-04-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Mar),2013-03-01 00:00:00,1.0
2937,2013-04-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Mar),2013-03-01 00:00:00,2.2
2938,2013-04-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Mar),2013-03-01 00:00:00,-4.43
2939,2013-04-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Mar),2013-03-01 00:00:00,-0.6
2940,2013-04-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (Mar),2013-03-01 00:00:00,2.3
2941,2013-04-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (Mar),2013-03-01 00:00:00,-0.3
2942,2013-04-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (Mar),2013-03-01 00:00:00,3.4
2943,2013-04-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Mar),2013-03-01 00:00:00,0.5
2944,2013-04-01 04:00:00,South Africa,PPI (YoY),PPI (YoY) (Mar),2013-03-01 00:00:00,5.68
2945,2013-04-08 20:30:00,China,PPI (YoY),PPI (YoY),2013-03-01 00:00:00,-1.9
2946,2013-04-10 03:00:00,Norway,PPI (YoY),PPI (YoY),2013-03-01 00:00:00,-3.4
2947,2013-04-10 18:50:00,Japan,PPI (YoY),PPI (YoY),2013-03-01 00:00:00,-0.5
2949,2013-04-12 07:30:00,United States,PPI (YoY),PPI (YoY),2013-03-01 00:00:00,1.1
2950,2013-04-16 16:00:00,Korea,PPI (YoY),PPI (YoY),2013-03-01 00:00:00,-2.4
2951,2013-04-18 07:00:00,Poland,PPI (YoY),PPI (YoY),2013-03-01 00:00:00,-0.6
2952,2013-04-19 01:00:00,Germany,PPI (YoY),German PPI (YoY),2013-03-01 00:00:00,0.4
2953,2013-04-24 01:00:00,Finland,PPI (YoY),Finnish PPI (YoY),2013-03-01 00:00:00,0.0
2954,2013-04-24 02:00:00,Spain,PPI (YoY),Spanish PPI (YoY),2013-03-01 00:00:00,0.5
2955,2013-04-29 04:00:00,Greece,PPI (YoY),Greek PPI (YoY),2013-04-01 00:00:00,-1.5
2957,2013-05-01 04:00:00,Switzerland,PPI (YoY),PPI (YoY) (Apr),2013-04-01 00:00:00,-0.1
2958,2013-05-01 04:00:00,Russia,PPI (YoY),PPI (YoY) (Apr),2013-04-01 00:00:00,1.6
2959,2013-05-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Apr),2013-04-01 00:00:00,-0.3
2960,2013-05-01 04:00:00,South Africa,PPI (YoY),PPI (YoY) (Apr),2013-04-01 00:00:00,5.44
2961,2013-05-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Apr),2013-04-01 00:00:00,0.5
2962,2013-05-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Apr),2013-04-01 00:00:00,0.7
2963,2013-05-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Apr),2013-04-01 00:00:00,-5.29
2964,2013-05-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Apr),2013-04-01 00:00:00,-1.0
2965,2013-05-01 04:00:00,Turkiye,PPI (YoY),PPI (YoY) (Apr),2013-04-01 00:00:00,1.7
2966,2013-05-02 03:00:00,Italy,PPI (YoY),Italian PPI (YoY),2013-04-01 00:00:00,-0.1
2967,2013-05-08 20:30:00,China,PPI (YoY),PPI (YoY),2013-04-01 00:00:00,-2.6
2968,2013-05-10 03:00:00,Norway,PPI (YoY),PPI (YoY),2013-04-01 00:00:00,-1.6
2969,2013-05-13 18:50:00,Japan,PPI (YoY),PPI (YoY),2013-04-01 00:00:00,0.0
2971,2013-05-15 07:30:00,United States,PPI (YoY),PPI (YoY),2013-04-01 00:00:00,0.6
2972,2013-05-15 16:00:00,Korea,PPI (YoY),PPI (YoY),2013-04-01 00:00:00,-2.8
2973,2013-05-21 01:00:00,Germany,PPI (YoY),German PPI (YoY),2013-04-01 00:00:00,0.1
2974,2013-05-21 07:00:00,Poland,PPI (YoY),PPI (YoY),2013-04-01 00:00:00,-2.0
2975,2013-05-24 01:00:00,Finland,PPI (YoY),Finnish PPI (YoY),2013-04-01 00:00:00,-0.5
2976,2013-05-24 02:00:00,Spain,PPI (YoY),Spanish PPI (YoY),2013-04-01 00:00:00,-0.5
2977,2013-05-29 04:00:00,Greece,PPI (YoY),Greek PPI (YoY),2013-05-01 00:00:00,-2.7
2978,2013-05-30 03:00:00,Italy,PPI (YoY),Italian PPI (YoY),2013-05-01 00:00:00,-1.0
2980,2013-06-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (May),2013-05-01 00:00:00,-0.3
2981,2013-06-01 04:00:00,South Africa,PPI (YoY),PPI (YoY) (May),2013-05-01 00:00:00,4.9
2982,2013-06-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (May),2013-05-01 00:00:00,0.3
2983,2013-06-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (May),2013-05-01 00:00:00,-1.3
2984,2013-06-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (May),2013-05-01 00:00:00,-4.89
2985,2013-06-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (May),2013-05-01 00:00:00,-1.1
2986,2013-06-03 02:00:00,Turkiye,PPI (YoY),PPI (YoY),2013-05-01 00:00:00,2.2
2987,2013-06-08 20:30:00,China,PPI (YoY),PPI (YoY),2013-05-01 00:00:00,-2.9
2988,2013-06-10 03:00:00,Norway,PPI (YoY),PPI (YoY),2013-05-01 00:00:00,-1.7
2989,2013-06-11 18:50:00,Japan,PPI (YoY),PPI (YoY),2013-05-01 00:00:00,0.6
2990,2013-06-13 02:15:00,Switzerland,PPI (YoY),PPI (YoY),2013-05-01 00:00:00,-0.2
2992,2013-06-14 07:30:00,United States,PPI (YoY),PPI (YoY),2013-05-01 00:00:00,1.7
2993,2013-06-17 16:00:00,Korea,PPI (YoY),PPI (YoY),2013-05-01 00:00:00,-2.6
2994,2013-06-19 07:00:00,Russia,PPI (YoY),PPI (YoY),2013-05-01 00:00:00,1.6
2995,2013-06-19 07:00:00,Poland,PPI (YoY),PPI (YoY),2013-05-01 00:00:00,-2.5
2996,2013-06-20 01:00:00,Germany,PPI (YoY),German PPI (YoY),2013-05-01 00:00:00,0.2
2997,2013-06-24 01:00:00,Finland,PPI (YoY),Finnish PPI (YoY),2013-05-01 00:00:00,-0.4
2998,2013-06-25 02:00:00,Spain,PPI (YoY),Spanish PPI (YoY),2013-06-01 00:00:00,0.8
2999,2013-06-28 04:00:00,Greece,PPI (YoY),Greek PPI (YoY),2013-06-01 00:00:00,-1.1
3000,2013-06-28 05:00:00,Italy,PPI (YoY),Italian PPI (YoY),2013-06-01 00:00:00,-1.0
3002,2013-07-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Jun),2013-06-01 00:00:00,0.1
3003,2013-07-01 04:00:00,South Africa,PPI (YoY),PPI (YoY) (Jun),2013-06-01 00:00:00,5.91
3004,2013-07-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Jun),2013-06-01 00:00:00,0.7
3005,2013-07-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Jun),2013-06-01 00:00:00,0.7
3006,2013-07-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Jun),2013-06-01 00:00:00,-4.71
3007,2013-07-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Jun),2013-06-01 00:00:00,-1.0
3008,2013-07-03 02:00:00,Turkiye,PPI (YoY),PPI (YoY),2013-06-01 00:00:00,5.2
3009,2013-07-08 20:30:00,China,PPI (YoY),PPI (YoY),2013-06-01 00:00:00,-2.7
3010,2013-07-09 18:50:00,Japan,PPI (YoY),PPI (YoY),2013-06-01 00:00:00,1.2
3011,2013-07-10 03:00:00,Norway,PPI (YoY),PPI (YoY),2013-06-01 00:00:00,1.7
3013,2013-07-12 07:30:00,United States,PPI (YoY),PPI (YoY),2013-06-01 00:00:00,2.5
3014,2013-07-15 02:15:00,Switzerland,PPI (YoY),PPI (YoY),2013-06-01 00:00:00,0.2
3015,2013-07-16 07:00:00,Russia,PPI (YoY),PPI (YoY),2013-06-01 00:00:00,3.7
3016,2013-07-16 16:00:00,Korea,PPI (YoY),PPI (YoY),2013-06-01 00:00:00,-1.4
3017,2013-07-17 07:00:00,Poland,PPI (YoY),PPI (YoY),2013-06-01 00:00:00,-1.5
3018,2013-07-19 01:00:00,Germany,PPI (YoY),German PPI (YoY),2013-06-01 00:00:00,0.6
3019,2013-07-24 01:00:00,Finland,PPI (YoY),Finnish PPI (YoY),2013-06-01 00:00:00,0.2
3020,2013-07-24 02:00:00,Spain,PPI (YoY),Spanish PPI (YoY),2013-06-01 00:00:00,1.3
3021,2013-07-29 04:00:00,Greece,PPI (YoY),Greek PPI (YoY),2013-07-01 00:00:00,0.6
3023,2013-07-31 05:00:00,Italy,PPI (YoY),Italian PPI (YoY),2013-07-01 00:00:00,-0.7
3024,2013-08-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Jul),2013-07-01 00:00:00,0.0
3025,2013-08-01 04:00:00,South Africa,PPI (YoY),PPI (YoY) (Jul),2013-07-01 00:00:00,6.61
3026,2013-08-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Jul),2013-07-01 00:00:00,1.1
3027,2013-08-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Jul),2013-07-01 00:00:00,1.3
3028,2013-08-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Jul),2013-07-01 00:00:00,-2.77
3029,2013-08-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Jul),2013-07-01 00:00:00,-0.8
3030,2013-08-05 02:00:00,Turkiye,PPI (YoY),PPI (YoY),2013-07-01 00:00:00,6.6
3031,2013-08-08 20:30:00,China,PPI (YoY),PPI (YoY),2013-07-01 00:00:00,-2.3
3032,2013-08-09 03:00:00,Norway,PPI (YoY),PPI (YoY),2013-07-01 00:00:00,3.0
3033,2013-08-11 18:50:00,Japan,PPI (YoY),PPI (YoY),2013-07-01 00:00:00,2.2
3034,2013-08-14 02:15:00,Switzerland,PPI (YoY),PPI (YoY),2013-07-01 00:00:00,0.5
3036,2013-08-14 07:30:00,United States,PPI (YoY),PPI (YoY),2013-07-01 00:00:00,2.1
3037,2013-08-15 16:00:00,Korea,PPI (YoY),PPI (YoY),2013-07-01 00:00:00,-0.9
3038,2013-08-16 07:00:00,Russia,PPI (YoY),PPI (YoY),2013-07-01 00:00:00,6.6
3039,2013-08-20 01:00:00,Germany,PPI (YoY),German PPI (YoY),2013-07-01 00:00:00,0.5
3040,2013-08-20 07:00:00,Poland,PPI (YoY),PPI (YoY),2013-07-01 00:00:00,-0.8
3041,2013-08-26 01:00:00,Finland,PPI (YoY),Finnish PPI (YoY),2013-08-01 00:00:00,0.0
3042,2013-08-26 02:00:00,Spain,PPI (YoY),Spanish PPI (YoY),2013-08-01 00:00:00,0.8
3043,2013-08-29 04:00:00,Greece,PPI (YoY),Greek PPI (YoY),2013-08-01 00:00:00,-0.5
3045,2013-08-30 05:00:00,Italy,PPI (YoY),Italian PPI (YoY),2013-08-01 00:00:00,-0.9
3046,2013-09-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Aug),2013-08-01 00:00:00,-0.9
3047,2013-09-01 04:00:00,South Africa,PPI (YoY),PPI (YoY) (Aug),2013-08-01 00:00:00,6.67
3048,2013-09-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Aug),2013-08-01 00:00:00,0.5
3049,2013-09-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Aug),2013-08-01 00:00:00,2.4
3050,2013-09-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Aug),2013-08-01 00:00:00,-2.53
3051,2013-09-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Aug),2013-08-01 00:00:00,-1.1
3052,2013-09-03 02:00:00,Turkiye,PPI (YoY),PPI (YoY),2013-08-01 00:00:00,6.4
3053,2013-09-08 20:30:00,China,PPI (YoY),PPI (YoY),2013-08-01 00:00:00,-1.6
3054,2013-09-10 03:00:00,Norway,PPI (YoY),PPI (YoY),2013-08-01 00:00:00,1.7
3055,2013-09-10 18:50:00,Japan,PPI (YoY),PPI (YoY),2013-08-01 00:00:00,2.4
3056,2013-09-13 02:15:00,Switzerland,PPI (YoY),PPI (YoY),2013-08-01 00:00:00,0.2
3058,2013-09-13 07:30:00,United States,PPI (YoY),PPI (YoY),2013-08-01 00:00:00,1.4
3059,2013-09-16 16:00:00,Korea,PPI (YoY),PPI (YoY),2013-08-01 00:00:00,-1.3
3060,2013-09-17 07:00:00,Russia,PPI (YoY),PPI (YoY),2013-08-01 00:00:00,4.6
3061,2013-09-18 07:00:00,Poland,PPI (YoY),PPI (YoY),2013-08-01 00:00:00,-1.1
3062,2013-09-24 01:00:00,Finland,PPI (YoY),Finnish PPI (YoY),2013-08-01 00:00:00,-0.9
3063,2013-09-25 02:00:00,Spain,PPI (YoY),Spanish PPI (YoY),2013-09-01 00:00:00,-0.1
3064,2013-09-27 04:00:00,Greece,PPI (YoY),Greek PPI (YoY),2013-09-01 00:00:00,-2.0
3065,2013-09-30 03:00:00,Italy,PPI (YoY),Italian PPI (YoY),2013-09-01 00:00:00,-2.0
3067,2013-10-01 04:00:00,Eurozone,PPI (YoY),PPI (YoY) (Sep),2013-09-01 00:00:00,-0.9
3068,2013-10-01 04:00:00,South Africa,PPI (YoY),PPI (YoY) (Sep),2013-09-01 00:00:00,6.75
3069,2013-10-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Sep),2013-09-01 00:00:00,0.6
3070,2013-10-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Sep),2013-09-01 00:00:00,1.6
3071,2013-10-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Sep),2013-09-01 00:00:00,-1.14
3072,2013-10-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Sep),2013-09-01 00:00:00,-1.1
3073,2013-10-03 02:00:00,Turkiye,PPI (YoY),PPI (YoY),2013-09-01 00:00:00,6.2
3074,2013-10-04 01:00:00,Germany,PPI (YoY),German PPI (YoY),2013-09-01 00:00:00,-0.5
3075,2013-10-10 03:00:00,Norway,PPI (YoY),PPI (YoY),2013-09-01 00:00:00,3.2
3076,2013-10-10 18:50:00,Japan,PPI (YoY),PPI (YoY),2013-09-01 00:00:00,2.3
3077,2013-10-13 20:30:00,China,PPI (YoY),PPI (YoY),2013-09-01 00:00:00,-1.3
3078,2013-10-14 02:15:00,Switzerland,PPI (YoY),PPI (YoY),2013-09-01 00:00:00,0.0
3079,2013-10-16 07:00:00,Russia,PPI (YoY),PPI (YoY),2013-09-01 00:00:00,1.9
3080,2013-10-16 16:00:00,Korea,PPI (YoY),PPI (YoY),2013-09-01 00:00:00,-1.8
3081,2013-10-17 07:00:00,Poland,PPI (YoY),PPI (YoY),2013-09-01 00:00:00,-1.4
3082,2013-10-21 01:00:00,Germany,PPI (YoY),German PPI (YoY),2013-09-01 00:00:00,-0.5
3083,2013-10-24 01:00:00,Finland,PPI (YoY),Finnish PPI (YoY),2013-09-01 00:00:00,-1.1
3084,2013-10-25 02:00:00,Spain,PPI (YoY),Spanish PPI (YoY),2013-10-01 00:00:00,0.1
3085,2013-10-29 05:00:00,Greece,PPI (YoY),Greek PPI (YoY),2013-10-01 00:00:00,-1.7
3087,2013-10-29 07:30:00,United States,PPI (YoY),PPI (YoY),2013-10-01 00:00:00,0.3
3089,2013-10-31 06:00:00,Italy,PPI (YoY),Italian PPI (YoY),2013-10-01 00:00:00,-1.8
3090,2013-11-01 04:00:00,South Africa,PPI (YoY),PPI (YoY) (Oct),2013-10-01 00:00:00,6.29
3091,2013-11-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Oct),2013-10-01 00:00:00,0.0
3092,2013-11-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Oct),2013-10-01 00:00:00,0.2
3093,2013-11-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Oct),2013-10-01 00:00:00,-0.71
3094,2013-11-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Oct),2013-10-01 00:00:00,-1.4
3095,2013-11-04 03:00:00,Turkiye,PPI (YoY),PPI (YoY),2013-10-01 00:00:00,6.8
3096,2013-11-05 05:00:00,Eurozone,PPI (YoY),PPI (YoY),2013-10-01 00:00:00,-0.9
3097,2013-11-08 20:30:00,China,PPI (YoY),PPI (YoY),2013-10-01 00:00:00,-1.5
3098,2013-11-11 04:00:00,Norway,PPI (YoY),PPI (YoY),2013-10-01 00:00:00,2.3
3099,2013-11-12 18:50:00,Japan,PPI (YoY),PPI (YoY),2013-10-01 00:00:00,2.5
3100,2013-11-14 03:15:00,Switzerland,PPI (YoY),PPI (YoY),2013-10-01 00:00:00,-0.3
3101,2013-11-17 16:00:00,Korea,PPI (YoY),PPI (YoY),2013-10-01 00:00:00,-1.4
3102,2013-11-19 07:00:00,Russia,PPI (YoY),PPI (YoY),2013-10-01 00:00:00,2.0
3103,2013-11-20 02:00:00,Germany,PPI (YoY),German PPI (YoY),2013-10-01 00:00:00,-0.7
3104,2013-11-21 08:00:00,Poland,PPI (YoY),PPI (YoY),2013-10-01 00:00:00,-1.3
3106,2013-11-21 08:30:00,United States,PPI (YoY),PPI (YoY),2013-10-01 00:00:00,0.3
3107,2013-11-25 02:00:00,Finland,PPI (YoY),Finnish PPI (YoY),2013-11-01 00:00:00,-0.9
3108,2013-11-25 03:00:00,Spain,PPI (YoY),Spanish PPI (YoY),2013-11-01 00:00:00,-0.2
3110,2013-11-29 05:00:00,Greece,PPI (YoY),Greek PPI (YoY),2013-11-01 00:00:00,-1.6
3111,2013-11-29 06:00:00,Italy,PPI (YoY),Italian PPI (YoY),2013-11-01 00:00:00,-2.2
3112,2013-12-01 04:00:00,South Africa,PPI (YoY),PPI (YoY) (Nov),2013-11-01 00:00:00,5.76
3113,2013-12-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Nov),2013-11-01 00:00:00,0.7
3114,2013-12-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Nov),2013-11-01 00:00:00,0.6
3115,2013-12-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Nov),2013-11-01 00:00:00,-0.35
3116,2013-12-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Nov),2013-11-01 00:00:00,-1.2
3117,2013-12-03 03:00:00,Turkiye,PPI (YoY),PPI (YoY),2013-11-01 00:00:00,5.67
3118,2013-12-03 05:00:00,Eurozone,PPI (YoY),PPI (YoY),2013-11-01 00:00:00,-1.4
3119,2013-12-08 20:30:00,China,PPI (YoY),PPI (YoY),2013-11-01 00:00:00,-1.4
3120,2013-12-10 04:00:00,Norway,PPI (YoY),PPI (YoY),2013-11-01 00:00:00,3.2
3121,2013-12-10 18:50:00,Japan,PPI (YoY),PPI (YoY),2013-11-01 00:00:00,2.7
3122,2013-12-13 03:15:00,Switzerland,PPI (YoY),PPI (YoY),2013-11-01 00:00:00,-0.4
3124,2013-12-13 08:30:00,United States,PPI (YoY),PPI (YoY),2013-11-01 00:00:00,0.7
3125,2013-12-16 16:00:00,Korea,PPI (YoY),PPI (YoY),2013-11-01 00:00:00,-0.9
3126,2013-12-17 07:00:00,Russia,PPI (YoY),PPI (YoY),2013-11-01 00:00:00,1.6
3127,2013-12-18 08:00:00,Poland,PPI (YoY),PPI (YoY),2013-11-01 00:00:00,-1.5
3128,2013-12-20 02:00:00,Germany,PPI (YoY),German PPI (YoY),2013-11-01 00:00:00,-0.8
3129,2013-12-23 02:00:00,Finland,PPI (YoY),Finnish PPI (YoY),2013-11-01 00:00:00,-0.9
3130,2013-12-23 03:00:00,Spain,PPI (YoY),Spanish PPI (YoY),2013-11-01 00:00:00,-0.6
3131,2013-12-27 05:00:00,Greece,PPI (YoY),Greek PPI (YoY),2013-12-01 00:00:00,-0.7
3132,2013-12-30 04:00:00,Italy,PPI (YoY),Italian PPI (YoY),2013-12-01 00:00:00,-1.8
3133,2014-01-01 04:00:00,South Africa,PPI (YoY),PPI (YoY) (Dec),2013-12-01 00:00:00,6.46
3134,2014-01-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Dec),2013-12-01 00:00:00,1.7
3135,2014-01-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Dec),2013-12-01 00:00:00,0.5
3136,2014-01-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Dec),2013-12-01 00:00:00,0.26
3137,2014-01-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Dec),2013-12-01 00:00:00,-1.0
3138,2014-01-03 03:00:00,Turkiye,PPI (YoY),PPI (YoY),2013-12-01 00:00:00,6.97
3140,2014-01-07 05:00:00,Eurozone,PPI (YoY),PPI (YoY),2013-12-01 00:00:00,-1.2
3141,2014-01-08 20:30:00,China,PPI (YoY),PPI (YoY),2013-12-01 00:00:00,-1.4
3142,2014-01-10 04:00:00,Norway,PPI (YoY),PPI (YoY),2013-12-01 00:00:00,4.8
3144,2014-01-15 08:30:00,United States,PPI (YoY),PPI (YoY),2013-12-01 00:00:00,1.2
3145,2014-01-15 18:50:00,Japan,PPI (YoY),PPI (YoY),2013-12-01 00:00:00,2.5
3146,2014-01-17 03:15:00,Switzerland,PPI (YoY),PPI (YoY),2013-12-01 00:00:00,-0.4
3147,2014-01-19 16:00:00,Korea,PPI (YoY),PPI (YoY),2013-12-01 00:00:00,-0.4
3148,2014-01-20 02:00:00,Germany,PPI (YoY),German PPI (YoY),2013-12-01 00:00:00,-0.5
3149,2014-01-21 08:00:00,Poland,PPI (YoY),PPI (YoY),2013-12-01 00:00:00,-0.9
3150,2014-01-24 02:00:00,Finland,PPI (YoY),Finnish PPI (YoY),2013-12-01 00:00:00,-0.8
3151,2014-01-24 03:00:00,Spain,PPI (YoY),Spanish PPI (YoY),2013-12-01 00:00:00,0.6
3152,2014-01-27 07:00:00,Russia,PPI (YoY),PPI (YoY),2014-01-01 00:00:00,3.7
3153,2014-01-30 05:00:00,Greece,PPI (YoY),Greek PPI (YoY),2014-01-01 00:00:00,-0.2
3154,2014-01-31 05:00:00,Italy,PPI (YoY),Italian PPI (YoY),2014-01-01 00:00:00,-1.8
3155,2014-02-01 04:00:00,South Africa,PPI (YoY),PPI (YoY) (Jan),2014-01-01 00:00:00,7.01
3156,2014-02-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Jan),2014-01-01 00:00:00,-0.7
3157,2014-02-01 04:00:00,Hungary,PPI (YoY),PPI (YoY) (Jan),2014-01-01 00:00:00,-0.1
3158,2014-02-01 04:00:00,Sweden,PPI (YoY),PPI (YoY) (Jan),2014-01-01 00:00:00,0.18
3159,2014-02-01 04:00:00,Austria,PPI (YoY),Austrian PPI (YoY) (Jan),2014-01-01 00:00:00,-1.1
3160,2014-02-03 03:00:00,Turkiye,PPI (YoY),PPI (YoY),2014-01-01 00:00:00,10.72
3162,2014-02-04 05:00:00,Eurozone,PPI (YoY),PPI (YoY),2014-01-01 00:00:00,-0.8
3163,2014-02-10 04:00:00,Norway,PPI (YoY),PPI (YoY),2014-01-01 00:00:00,5.3
3164,2014-02-12 18:50:00,Japan,PPI (YoY),PPI (YoY),2014-01-01 00:00:00,2.4
3165,2014-02-13 03:15:00,Switzerland,PPI (YoY),PPI (YoY),2014-01-01 00:00:00,-0.3
3166,2014-02-13 21:00:00,China,PPI (YoY),PPI (YoY),2014-01-01 00:00:00,-1.6
3167,2014-02-17 16:00:00,Korea,PPI (YoY),PPI (YoY),2014-01-01 00:00:00,-0.3
3168,2014-02-19 07:00:00,Russia,PPI (YoY),PPI (YoY),2014-01-01 00:00:00,4.7
3169,2014-02-19 08:00:00,Poland,PPI (YoY),PPI (YoY),2014-01-01 00:00:00,-0.9
3171,2014-02-19 08:30:00,United States,PPI (YoY),PPI (YoY),2014-01-01 00:00:00,1.2
3172,2014-02-20 02:00:00,Germany,PPI (YoY),German PPI (YoY),2014-01-01 00:00:00,-1.1
3173,2014-02-24 02:00:00,Finland,PPI (YoY),Finnish PPI (YoY),2014-01-01 00:00:00,-0.9
3174,2014-02-25 03:00:00,Spain,PPI (YoY),Spanish PPI (YoY),2014-02-01 00:00:00,-1.8
3175,2014-02-28 05:00:00,Greece,PPI (YoY),Greek PPI (YoY),2014-02-01 00:00:00,-0.9
3176,2014-03-01 04:00:00,Czechia,PPI (YoY),PPI (YoY) (Feb),2014-02-01 00:00:00,-0.7
