Days to rebalance,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Sweden,Hong Kong,Spain,Italy,Singapore,Denmark,Finland,Belgium,Norway,China,Taiwan,India,Korea,Brazil,Russia,South Africa,Mexico,Malaysia
1999-02-04,0.008502691855341915,0.03039692658080062,-0.01829397116026854,0.020206072785462492,-0.06112736329645374,-0.0575681978299003,-0.06595274086617309,0.0567894146051815,-0.13088949086087842,0.003030977876046226,-0.0851679063414077,-0.12465728512425356,-0.14538312272247333,-0.08607149175928175,-0.09125196796192103,-0.01255013842512076,-0.08398367516198313,0.0077610068612501415,-0.23888564039929516,-0.05924587062519526,0.04692383849675408,-0.12143396841598042,-0.20246258663838068,-0.028191823981223885,0.03804174954865802,0.0,0.05129329438755059
1999-03-04,-0.0037424996900901064,-0.06813875080512277,0.015267091413074585,-0.06186838639582759,-0.06206204927821757,-0.05324529628792796,-0.10473290244455091,-0.04388154840137348,-0.056998778355834556,-0.05609531099853671,0.036370168680709636,-0.04153353655681391,-0.022246925215429147,0.0439614978838323,-0.10079382908223211,-0.014816451226857374,-0.10839270407968993,-0.06982509506737644,0.05411736292044811,0.11565108896632559,0.10324720638614071,-0.07156060290994182,-0.04310176895818563,0.357560619606943,0.025317807984289953,0.047628785165430454,-0.1823061900276599
1999-04-06,0.057370315463012744,0.21283450514816016,0.04445068662868534,0.08167424717014637,0.05630923613815586,0.0,0.03411223600549684,0.05608113874819676,0.06749713728114104,0.06514605914621097,0.12095634923697496,0.0,0.04879197721045481,0.10211665301348694,0.03625839364536976,0.13572588265987395,-0.016974429420905324,0.07123361613994983,0.10678386637292103,0.14659305228892627,-0.010189613331329506,0.23422924951072588,0.3320781903714425,0.16969437250935626,0.04013309157091305,0.26414349021995,0.21510840542254317
1999-05-04,0.012460272227356128,0.010309780684871761,0.04810093909748625,0.07550431903000598,0.008607601016291433,0.030770786444291875,0.05052980731098522,0.10352648038918111,0.07299087449497499,0.017859394195019362,0.22061176150322903,-0.015748766922402346,-0.02166308484613033,0.2173079820515047,0.0697175416847502,-0.051811721263224975,-0.013798030425505203,0.10827227555221741,0.219836284965361,0.059319963832082934,-0.020576614345653388,0.16516223313115752,0.0415839520953043,0.1662377580872214,0.13856521860678717,0.08962209146137745,0.5733405730984757
1999-06-04,-0.003979847428564831,-0.05806461531261853,-0.030858373985704013,-0.009126431924640022,-0.01728993657842448,-0.03468336888197587,-0.062795859433459,-0.07366316860597721,-0.034573530634637084,-0.014864760992089554,-0.05209839299185015,0.009028404403543355,-0.04733126667406262,-0.0645365189571967,-0.05074270745949949,-0.002108177086200591,-0.03893944239977842,-0.09920015343511235,-0.004725102078737553,-0.030255108950768328,0.13492685796248094,0.09167320155778214,-0.03345754327519601,0.15061304895521643,-0.03623691851181565,-0.07192210775535068,-0.1896236225359922
1999-07-07,0.049534946375167976,0.10807417596275126,-0.002854165813168663,0.05357819449547385,0.056513141613954154,-0.00788109965833339,0.08003633615676531,0.07366316860597721,0.0050160123731797235,0.0637922682076888,0.10642987174051477,-0.01130487370872535,0.005087604497790554,0.09530726754063679,0.02795689679336366,0.19571949826007673,-0.010889650609189783,0.007830959520036318,0.3021557692110668,0.15687277049186932,0.05711491269368674,0.27150650936929077,0.020056979713772627,0.28806025663198187,0.09640675378032837,0.10008562712286118,0.1896236225359922
1999-08-04,-0.06618197735696896,0.028849306677112718,-0.017292277124424604,-0.030901621511007615,-0.019419307367231742,0.00788109965833339,-0.02889858917444066,-0.04469139354028928,-0.020201807658984716,0.013952494897343737,-0.05943059866718525,-0.04889623385380748,-0.04675959237153382,-0.015259631440180277,0.03720891783559077,-0.09374665201922072,-0.003661044632043975,0.025791589630130618,-0.07776965443900119,-0.16724891488618532,0.08139571092135345,-0.06824914110147828,-0.17229352051202285,-0.33420208808667384,0.0071584013113934475,-0.14035749880009352,-0.24613112026676642
1999-09-07,0.036410435201140956,0.026996884992444237,-0.0074223558444224125,0.009377023774114202,0.06287885639024049,0.016857685329121797,0.053419000034722774,-0.03068075022823491,0.06184811371577803,0.05952981834419058,-0.015570626309982849,0.02662197936673527,0.014704289014132232,-0.008269479176723493,0.047345923832811554,0.037985166700142514,0.07506778169925199,0.06977907715925946,0.008713416072338553,0.12582409850642806,0.03975429752469606,0.013922711452136305,0.0532422912714261,-0.008467402979803751,-0.0289944107317619,-0.049904358520358905,0.04833058773761323
1999-10-05,-0.03359838463607101,0.036368965648789775,-0.00924444727551732,0.018350470649125095,-0.013390663777180567,0.007877213440018682,-0.02589761077191355,0.0,-0.052921482213764026,-0.038352947116562675,-0.026812601231257283,-0.002422960066869706,0.025534739442639065,-0.01576208190386308,0.013009677194304015,0.0644236199474868,-0.051500312295339024,-0.006462284535897922,-0.08331030454539157,-0.04638156691584605,0.01261554302550949,-0.20163900083063524,-0.046184001410742415,-0.1864791389215943,0.06230278535974776,0.0,-0.08096675489549998
1999-11-04,0.04422254369801415,0.06481675363518535,0.012307035673935651,0.04444112983884407,0.03963747702937326,-0.01183445764700286,0.03719856314942094,-0.04309748818249459,-0.0027232767561415905,0.08304746427034404,0.047740657788766905,0.014459329870118331,-0.048792943217080165,0.046531030018301056,0.019296877047661365,0.13816469381695295,0.035932650214518747,-0.07037120626023219,-0.052033640413293725,0.011204148991438512,-0.044613184390251304,0.1718714005872619,0.14347562521560664,0.1804688174513882,-0.018756453867120104,0.1268715455521483,0.05848519290604992
1999-12-06,0.04476040529638947,0.0207036650532344,0.04776721764803238,0.07535542951641294,0.08441761849052742,0.01183445764700286,0.05996676069014528,0.06688987141686198,0.02423201151419363,0.15230592087125938,0.15341939643851665,0.07154599159972719,0.07913636903519983,0.02985041203490768,0.05770254001149677,0.28314289739913656,-0.00787566650347804,0.08147275278015531,-0.04557149992282428,0.06381676267926473,0.08672822680412873,0.10394223239778633,0.17337108165146886,0.09816373206541007,0.08047776724600553,0.11636018016317928,-0.0114265943352434
2000-01-04,-0.019006656086810736,0.03944241714732666,-0.0019738738408587864,0.024156494835862574,0.019362925098685757,0.0,0.0565659900264035,0.01327328877792322,0.04167047015015202,0.0681034279397843,-0.013129108449895233,-0.00447017670700145,0.050344666798634474,0.08816710941608386,0.023112018199845874,0.16445710393763635,-0.011924332744329469,0.0455118336327609,-0.024454446794929918,0.1481669174279734,0.18982834354459266,0.026284588078641757,0.10955756020594998,0.16000719023178167,0.09721412314692346,0.007552347332852705,0.1880533637315822
2000-02-04,0.020143688121208925,0.015747829815869974,-0.10337401348150843,0.12909319694422683,0.08462047849010057,-0.06899622746756062,0.10210902679104894,-0.023526875002706005,-0.03901955730159745,0.08004013335621307,-0.03704180109096167,-0.024911469868451164,0.04545998136550278,-0.10763416793406955,-0.028974461399628115,0.08596320087408094,-0.10980828418422717,-0.05619148507045324,-0.09600119207862523,0.09057190630095358,0.08495909541305169,-0.07618583849724292,0.16819390071078422,0.2105580324013967,-0.0224335882489477,0.08637852926294531,0.1980723934562847
2000-03-06,-0.020143688121208925,-0.08134522666689747,0.03565660104611146,-0.02097607663095369,0.019545926722235762,-0.03418453606915772,0.031114110891429902,-0.005962705302252402,0.0,0.14139518957790953,0.02790918881779536,0.06868321463464966,0.07833174259797726,-0.1378737753010575,0.05905735740225593,0.12635893657628117,-0.1386496384460536,-0.011324829079126353,-0.21556855233822825,-0.05479302629386362,0.12409505881218719,-0.055371306441921675,0.05111841750673296,0.07896839990757742,-0.11557277655823528,0.07951512179772591,-0.1425022464942014
2000-04-04,0.07415041162522407,0.0735011949695572,0.03443474608518349,-0.010666677883182096,-0.06439964657411146,0.09925462996686374,-0.07967936292959221,-0.005998472532836807,-0.002650912848554565,-0.08018742705090309,-0.032637399012775514,-0.023831754765530455,-0.100805934641929,-0.01754387366925636,-0.0009100931831698134,-0.1646669594466701,0.05971450305390924,-0.010591873826705456,0.03210261725614183,0.05986935642733204,-0.23408085517653676,-0.0031845170230218045,-0.1059984572238708,0.19554461283860802,0.0016456539878499932,-0.11103577357089156,-0.06513780891443366
2000-05-04,-0.05696177753100251,-0.03200167884629135,-0.0733991005922916,0.014193388531669182,-0.018520391771246203,-0.06087051772940377,-0.08658213970249351,-0.08810588472579517,-0.043490283444617805,-0.020616865728130485,-0.07374459372033937,-0.0894097414004289,-0.054486261168309014,0.034785259027284576,-0.072657699991582,0.06737785928795237,-0.06486555714196895,-0.041113827341322295,0.11052385206293902,-0.17903484018407312,-0.12572672811880548,-0.07856129064393436,-0.1496363472680069,-0.01911698273343121,-0.13245345403332465,-0.09708957648252747,-0.029276180879034275
2000-06-06,0.03230619309588967,-0.020535673200058557,0.04531736135269249,0.0614526316531232,0.09148597621066523,0.07261229889910092,0.06502001541864644,0.038694172803655835,0.08516075359476982,0.029850782042302626,-0.015424715102151598,0.03070010168086501,0.07942669051632079,0.008518486690882288,0.11349846768497329,0.013329307532579548,0.09344462930716047,0.04614433370123905,0.0985915790617593,0.06467866553204926,-0.03870282657476687,0.031117896731154726,0.06792159950484855,-0.09219378063139416,0.04194968260708709,-0.011842524786311426,0.038843842831384645
2000-07-05,-0.010315940117469502,-0.008331925187263334,-0.032157744771278196,0.04846632875781953,-0.023735189768323117,0.015441214564424488,-0.062437172932932494,0.05541018445497614,0.005086201366380383,-0.08634548782313889,0.025577245629667456,-0.021149757646651057,0.021926632503530108,0.008430664700075807,-0.025647111683266388,-0.08645424303770799,0.009347691624181254,0.0479696100171374,0.026213654797335284,-0.04279183248086982,0.07910002813542438,0.029675146649404294,0.07149406627608368,-0.17614835024013975,0.05118828548710308,0.1283110025671932,-0.07924587381498682
2000-08-04,0.012027772944572135,-0.09196978369008457,0.012982516429584479,0.04019378418212938,-0.04923039467109591,-0.015441214564424488,-0.03942980315374989,0.0,-0.0467566715165324,-0.0923062451676313,0.09163168771231667,-0.03628721068972762,-0.07763543223676805,0.0,-0.007274581364594912,-0.21924860152429604,0.022986330415448064,-0.0019224216022593055,0.016408402070713368,-0.0736131606182755,-0.18891477112058697,-0.1377197758056119,0.0297407691406546,0.1529930931488892,-0.008986811259819927,-0.07049154667243851,0.02040504212925054
2000-09-06,0.021541900750203347,0.03259698668894506,-0.0008891029907571735,0.07308428122717947,0.022671291660882442,-0.038036574654480404,-0.006852809730560239,-0.026650601428761744,0.003955629583967557,0.0436777113624629,0.015244412822137843,-0.002556191937617136,0.013697262533120647,0.02140017454017773,0.06483764477737752,0.04305479538031021,-0.015796467697288374,0.026353584231983973,-0.053489765887514196,-0.025133781613213113,0.12066817883940129,-0.04109656167962639,0.04995446156323746,0.09911771628895982,0.06324516953211523,0.025972266563898838,-0.08653238964831544
2000-10-04,-0.037564206290270796,-0.00921530360346523,-0.030983631912585352,-0.0374555215798722,-0.0730211943911434,0.0,-0.07224898633618526,-0.0319390601237306,-0.0353811097880139,-0.10565162608136047,-0.10177619054588893,0.0127341660280611,-0.04035084578874226,-0.10630162718855729,-0.010572917134673787,-0.0966925085423358,-0.043596181080048924,-0.00873198288216459,-0.13447021012463178,-0.24865154568172798,-0.14120705643362585,-0.12656617902838896,-0.11778303565638337,-0.13382036120069585,-0.033754106641105786,-0.08598430135797974,-0.08097135002304445
2000-11-06,0.000652604664571399,-0.02817189292279476,-0.0035040613352999017,-0.08770049165604288,-0.02299285945652807,0.01619709745373976,0.03206086383044493,-0.026318046761007574,0.005530561202014894,-0.08027468020414563,-0.041675996177371166,-0.03345972224576599,0.04879142770904865,0.04567312186943595,-0.056101001549029306,0.044857655649753525,0.01962165250078396,0.02487645520495274,-0.028249564939755167,-0.009613927263659505,-0.04644153440363907,-0.048792635016524866,-0.11777847761542937,-0.07259798826536468,-0.03899012988467865,-0.004090615801083608,0.10295438415506664
2000-12-05,-0.04307957049447797,-0.09483534735144517,-0.017700376327346667,-0.0779675471297736,-0.039528717158220594,0.027723952424900666,-0.05179575880473486,0.0,-0.011084333294221427,-0.09748127177443422,-0.04906022181301717,-0.06489570333477834,-0.011268311873047665,-0.027152806122845652,-0.05065318377971817,0.08416518766313219,-0.03457014944665371,-0.08835026885360664,-0.12965330831444266,-0.11778758211321616,0.0445875871657313,-0.12404644825393074,-0.10710776691951018,-0.2594667659363368,-0.07985305675942422,-0.08106969979345013,-0.055878038884266346
2001-01-04,-0.027698198988421296,-0.036716641382013915,0.011639887754391065,-0.009854026252780201,0.12884260206375142,0.07820435641903822,0.05179575880473486,0.06797265867083424,0.04357534321604728,0.03437828470765725,0.04380771723496135,0.15444226669482974,0.12424567168094836,-0.010399002677616176,0.07082454264349725,-0.06113194122788013,0.05199358888425376,0.06464411732970854,-0.04578683847691156,-0.027545608504558228,-0.0009125236630698197,0.014047564194675122,0.21120399763289077,-0.06117127470828776,0.09058531244350299,0.00987999879514545,-0.10637652886897286
2001-02-06,0.013706106773231141,-0.010800163099122795,-0.0049590129451542175,0.04456874361620278,-0.0097635289715865,-0.04021894831539008,0.011916643988952202,-0.02020379147467688,-0.027881934782016504,0.04714232904739113,0.03839328812703369,0.007972097532959577,-0.005154965534596823,-0.025232129194022068,0.03956599432000685,-0.2157483504612565,-0.012522398829847514,0.026367781679196955,0.10505559778134588,0.1299466364659696,0.062464548738442094,0.06848625439397882,-0.0011219540436053776,0.12557879544633166,0.05992831073737559,0.07269222263530306,0.11699144108627713
2001-03-06,-0.0712424649839436,-0.05022345426715491,-0.02648428306591244,-0.13955366369225652,-0.06796489802170269,-0.04985484531767703,-0.05116622042734953,-0.052356619412003536,-0.022424738201862304,-0.06805005570879485,-0.000829362611990847,0.0,-0.07024699510513921,-0.015604145838332473,-0.07235581714299766,-0.20332556972838534,-0.011691401206487484,-0.0035662951933699283,-0.14526082422245112,-0.033524370927903835,-0.12039824365660001,-0.027480859534401603,-0.040288601154676584,0.032513725205390864,-0.014354334481500697,-0.01258359854899549,-0.027756755301160396
