,ReportDateTime,Country,Indicator,FullName,Period,Value
1154,2001-09-01 04:00:00,Brazil,CPI (MoM),CPI (MoM) (Aug),2001-08-01 00:00:00,0.7
1156,2001-09-01 04:00:00,Ireland,CPI (MoM),Irish CPI (MoM) (Aug),2001-08-01 00:00:00,0.38
1157,2001-09-01 04:00:00,Belgium,CPI (MoM),Belgium CPI (MoM) (Aug),2001-08-01 00:00:00,-0.01
1158,2001-09-01 04:00:00,China,CPI (MoM),CPI (MoM) (Aug),2001-08-01 00:00:00,0.1
1159,2001-09-01 04:00:00,Taiwan,CPI (MoM),CPI (MoM) (Aug),2001-08-01 00:00:00,0.04
1160,2001-09-01 04:00:00,Saudi Arabia,CPI (MoM),CPI (MoM) (Aug),2001-08-01 00:00:00,-0.1
1161,2001-09-01 04:00:00,Poland,CPI (MoM),CPI (MoM) (Aug),2001-08-01 00:00:00,-0.31
1162,2001-09-01 04:00:00,Russia,CPI (MoM),CPI (MoM) (Aug),2001-08-01 00:00:00,0.0
1163,2001-09-01 04:00:00,Norway,CPI (MoM),CPI (MoM) (Aug),2001-08-01 00:00:00,-0.1
1165,2001-09-01 04:00:00,Eurozone,CPI (MoM),CPI (MoM) (Aug),2001-08-01 00:00:00,-0.1
1167,2001-09-01 04:00:00,Chile,CPI (MoM),CPI (MoM) (Aug),2001-08-01 00:00:00,0.8
1168,2001-09-01 04:00:00,Portugal,CPI (MoM),Portuguese CPI (MoM) (Aug),2001-08-01 00:00:00,-0.2
1169,2001-09-01 04:00:00,Philippines,CPI (MoM),CPI (MoM) (Aug),2001-08-01 00:00:00,0.12
1170,2001-09-01 04:00:00,Czechia,CPI (MoM),CPI (MoM) (Aug),2001-08-01 00:00:00,-0.2
1171,2001-09-01 04:00:00,Colombia,CPI (MoM),CPI (MoM) (Aug),2001-08-01 00:00:00,0.26
1172,2001-09-01 04:00:00,Peru,CPI (MoM),CPI (MoM) (Aug),2001-08-01 00:00:00,-0.3
1174,2001-10-01 04:00:00,Chile,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.73
1175,2001-10-01 04:00:00,Portugal,CPI (MoM),Portuguese CPI (MoM) (Sep),2001-09-01 00:00:00,0.0
1176,2001-10-01 04:00:00,Philippines,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.25
1177,2001-10-01 04:00:00,Czechia,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,-0.8
1178,2001-10-01 04:00:00,Colombia,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.37
1179,2001-10-01 04:00:00,Peru,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.06
1180,2001-10-01 04:00:00,United Kingdom,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.3
1183,2001-10-01 04:00:00,United States,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.4
1185,2001-10-01 04:00:00,Canada,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.2
1187,2001-10-01 04:00:00,Mexico,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.93
1188,2001-10-01 04:00:00,Sweden,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.9
1189,2001-10-01 04:00:00,Korea,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,-0.1
1190,2001-10-01 04:00:00,Switzerland,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.1
1191,2001-10-01 04:00:00,Germany,CPI (MoM),German CPI (MoM) (Sep),2001-09-01 00:00:00,0.0
1192,2001-10-01 04:00:00,France,CPI (MoM),French CPI (MoM) (Sep),2001-09-01 00:00:00,0.2
1193,2001-10-01 04:00:00,Israel,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.2
1194,2001-10-01 04:00:00,Spain,CPI (MoM),Spanish CPI (MoM) (Sep),2001-09-01 00:00:00,0.0
1195,2001-10-01 04:00:00,Brazil,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.28
1197,2001-10-01 04:00:00,Ireland,CPI (MoM),Irish CPI (MoM) (Sep),2001-09-01 00:00:00,0.37
1198,2001-10-01 04:00:00,Belgium,CPI (MoM),Belgium CPI (MoM) (Sep),2001-09-01 00:00:00,0.3
1199,2001-10-01 04:00:00,China,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.9
1200,2001-10-01 04:00:00,Taiwan,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.31
1201,2001-10-01 04:00:00,Saudi Arabia,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.0
1202,2001-10-01 04:00:00,Poland,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.27
1203,2001-10-01 04:00:00,Russia,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.6
1204,2001-10-01 04:00:00,Norway,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.6
1206,2001-10-01 04:00:00,Eurozone,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.3
1207,2001-10-01 04:00:00,South Africa,CPI (MoM),CPI (MoM) (Sep),2001-09-01 00:00:00,0.19
1208,2001-11-01 04:00:00,United Kingdom,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,-0.2
1211,2001-11-01 04:00:00,United States,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,-0.3
1213,2001-11-01 04:00:00,Canada,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,-0.5
1215,2001-11-01 04:00:00,Mexico,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,0.45
1216,2001-11-01 04:00:00,Sweden,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,-0.3
1217,2001-11-01 04:00:00,Italy,CPI (MoM),Italian CPI (MoM) (Oct),2001-10-01 00:00:00,0.1
1218,2001-11-01 04:00:00,Korea,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,0.0
1219,2001-11-01 04:00:00,Switzerland,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,-0.2
1220,2001-11-01 04:00:00,Germany,CPI (MoM),German CPI (MoM) (Oct),2001-10-01 00:00:00,-0.1
1221,2001-11-01 04:00:00,France,CPI (MoM),French CPI (MoM) (Oct),2001-10-01 00:00:00,0.1
1222,2001-11-01 04:00:00,Israel,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,0.1
1223,2001-11-01 04:00:00,Spain,CPI (MoM),Spanish CPI (MoM) (Oct),2001-10-01 00:00:00,-0.1
1224,2001-11-01 04:00:00,Brazil,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,0.83
1226,2001-11-01 04:00:00,Ireland,CPI (MoM),Irish CPI (MoM) (Oct),2001-10-01 00:00:00,0.37
1227,2001-11-01 04:00:00,Belgium,CPI (MoM),Belgium CPI (MoM) (Oct),2001-10-01 00:00:00,-0.17
1228,2001-11-01 04:00:00,China,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,0.3
1229,2001-11-01 04:00:00,Taiwan,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,0.47
1230,2001-11-01 04:00:00,Saudi Arabia,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,0.1
1231,2001-11-01 04:00:00,Poland,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,0.4
1232,2001-11-01 04:00:00,Russia,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,1.0
1233,2001-11-01 04:00:00,Norway,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,-0.1
1235,2001-11-01 04:00:00,Eurozone,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,0.1
1237,2001-11-01 04:00:00,Chile,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,0.14
1238,2001-11-01 04:00:00,Portugal,CPI (MoM),Portuguese CPI (MoM) (Oct),2001-10-01 00:00:00,0.4
1239,2001-11-01 04:00:00,Philippines,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,0.12
1240,2001-11-01 04:00:00,Czechia,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,0.0
1241,2001-11-01 04:00:00,Colombia,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,0.19
1242,2001-11-01 04:00:00,Peru,CPI (MoM),CPI (MoM) (Oct),2001-10-01 00:00:00,0.04
1244,2001-12-01 04:00:00,Chile,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,-0.01
1245,2001-12-01 04:00:00,Portugal,CPI (MoM),Portuguese CPI (MoM) (Nov),2001-11-01 00:00:00,0.7
1246,2001-12-01 04:00:00,Philippines,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,0.25
1247,2001-12-01 04:00:00,Czechia,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,-0.1
1248,2001-12-01 04:00:00,Colombia,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,0.12
1249,2001-12-01 04:00:00,Peru,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,-0.49
1250,2001-12-01 04:00:00,United Kingdom,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,-0.2
1253,2001-12-01 04:00:00,United States,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,-0.1
1255,2001-12-01 04:00:00,Canada,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,-0.9
1257,2001-12-01 04:00:00,Mexico,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,0.38
1258,2001-12-01 04:00:00,Sweden,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,0.0
1259,2001-12-01 04:00:00,Italy,CPI (MoM),Italian CPI (MoM) (Nov),2001-11-01 00:00:00,0.2
1260,2001-12-01 04:00:00,Korea,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,-0.6
1261,2001-12-01 04:00:00,Switzerland,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,0.1
1262,2001-12-01 04:00:00,Germany,CPI (MoM),German CPI (MoM) (Nov),2001-11-01 00:00:00,-0.2
1263,2001-12-01 04:00:00,France,CPI (MoM),French CPI (MoM) (Nov),2001-11-01 00:00:00,-0.3
1264,2001-12-01 04:00:00,Israel,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,-0.6
1265,2001-12-01 04:00:00,Spain,CPI (MoM),Spanish CPI (MoM) (Nov),2001-11-01 00:00:00,-0.1
1266,2001-12-01 04:00:00,Brazil,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,0.71
1268,2001-12-01 04:00:00,Ireland,CPI (MoM),Irish CPI (MoM) (Nov),2001-11-01 00:00:00,-0.12
1269,2001-12-01 04:00:00,Belgium,CPI (MoM),Belgium CPI (MoM) (Nov),2001-11-01 00:00:00,0.12
1270,2001-12-01 04:00:00,China,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,-0.2
1271,2001-12-01 04:00:00,Taiwan,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,-0.33
1272,2001-12-01 04:00:00,Saudi Arabia,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,-0.1
1273,2001-12-01 04:00:00,Poland,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,0.12
1274,2001-12-01 04:00:00,Russia,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,1.4
1275,2001-12-01 04:00:00,Norway,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,0.1
1277,2001-12-01 04:00:00,Eurozone,CPI (MoM),CPI (MoM) (Nov),2001-11-01 00:00:00,-0.1
1278,2002-01-01 04:00:00,United Kingdom,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,0.3
1281,2002-01-01 04:00:00,United States,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,-0.1
1283,2002-01-01 04:00:00,Canada,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,0.2
1285,2002-01-01 04:00:00,Mexico,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,0.14
1286,2002-01-01 04:00:00,Sweden,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,0.1
1287,2002-01-01 04:00:00,Italy,CPI (MoM),Italian CPI (MoM) (Dec),2001-12-01 00:00:00,0.0
1288,2002-01-01 04:00:00,Korea,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,0.2
1289,2002-01-01 04:00:00,Switzerland,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,0.0
1290,2002-01-01 04:00:00,Germany,CPI (MoM),German CPI (MoM) (Dec),2001-12-01 00:00:00,0.9
1291,2002-01-01 04:00:00,France,CPI (MoM),French CPI (MoM) (Dec),2001-12-01 00:00:00,0.1
1292,2002-01-01 04:00:00,Israel,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,-0.1
1293,2002-01-01 04:00:00,Spain,CPI (MoM),Spanish CPI (MoM) (Dec),2001-12-01 00:00:00,0.4
1294,2002-01-01 04:00:00,Brazil,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,0.65
1296,2002-01-01 04:00:00,Ireland,CPI (MoM),Irish CPI (MoM) (Dec),2001-12-01 00:00:00,0.5
1297,2002-01-01 04:00:00,Belgium,CPI (MoM),Belgium CPI (MoM) (Dec),2001-12-01 00:00:00,-0.2
1298,2002-01-01 04:00:00,China,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,0.1
1299,2002-01-01 04:00:00,Taiwan,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,-0.98
1300,2002-01-01 04:00:00,Saudi Arabia,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,0.2
1301,2002-01-01 04:00:00,Poland,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,0.21
1302,2002-01-01 04:00:00,Russia,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,1.7
1303,2002-01-01 04:00:00,Norway,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,0.2
1305,2002-01-01 04:00:00,Eurozone,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,0.5
1306,2002-01-01 04:00:00,South Africa,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,0.38
1308,2002-01-01 04:00:00,Chile,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,-0.31
1309,2002-01-01 04:00:00,Portugal,CPI (MoM),Portuguese CPI (MoM) (Dec),2001-12-01 00:00:00,0.2
1310,2002-01-01 04:00:00,Philippines,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,0.24
1311,2002-01-01 04:00:00,Czechia,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,0.1
1312,2002-01-01 04:00:00,Colombia,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,0.34
1313,2002-01-01 04:00:00,Peru,CPI (MoM),CPI (MoM) (Dec),2001-12-01 00:00:00,-0.09
1315,2002-02-01 04:00:00,Chile,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,-0.08
1316,2002-02-01 04:00:00,Portugal,CPI (MoM),Portuguese CPI (MoM) (Jan),2002-01-01 00:00:00,0.2
1317,2002-02-01 04:00:00,Philippines,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,0.37
1318,2002-02-01 04:00:00,Czechia,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,1.6
1319,2002-02-01 04:00:00,Colombia,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,0.8
1320,2002-02-01 04:00:00,Peru,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,-0.52
1321,2002-02-01 04:00:00,United Kingdom,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,-0.3
1324,2002-02-01 04:00:00,United States,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,0.2
1326,2002-02-01 04:00:00,Canada,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,0.2
1328,2002-02-01 04:00:00,Mexico,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,0.92
1329,2002-02-01 04:00:00,Sweden,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,-0.3
1330,2002-02-01 04:00:00,Italy,CPI (MoM),Italian CPI (MoM) (Jan),2002-01-01 00:00:00,0.5
1331,2002-02-01 04:00:00,Korea,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,0.6
1332,2002-02-01 04:00:00,Switzerland,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,0.1
1333,2002-02-01 04:00:00,Germany,CPI (MoM),German CPI (MoM) (Jan),2002-01-01 00:00:00,0.1
1334,2002-02-01 04:00:00,France,CPI (MoM),French CPI (MoM) (Jan),2002-01-01 00:00:00,0.3
1335,2002-02-01 04:00:00,Israel,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,1.1
1336,2002-02-01 04:00:00,Spain,CPI (MoM),Spanish CPI (MoM) (Jan),2002-01-01 00:00:00,-0.1
1337,2002-02-01 04:00:00,Brazil,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,0.52
1339,2002-02-01 04:00:00,Ireland,CPI (MoM),Irish CPI (MoM) (Jan),2002-01-01 00:00:00,-0.12
1340,2002-02-01 04:00:00,Belgium,CPI (MoM),Belgium CPI (MoM) (Jan),2002-01-01 00:00:00,0.6
1341,2002-02-01 04:00:00,China,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,0.3
1342,2002-02-01 04:00:00,Taiwan,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,0.81
1343,2002-02-01 04:00:00,Saudi Arabia,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,0.2
1344,2002-02-01 04:00:00,Poland,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,0.81
1345,2002-02-01 04:00:00,Russia,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,3.1
1346,2002-02-01 04:00:00,Norway,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,0.1
1348,2002-02-01 04:00:00,Eurozone,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,0.1
1349,2002-02-01 04:00:00,South Africa,CPI (MoM),CPI (MoM) (Jan),2002-01-01 00:00:00,1.88
1350,2002-03-01 04:00:00,United Kingdom,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,0.1
1353,2002-03-01 04:00:00,United States,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,0.2
1355,2002-03-01 04:00:00,Canada,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,0.6
1357,2002-03-01 04:00:00,Mexico,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,-0.06
1358,2002-03-01 04:00:00,Sweden,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,0.2
1359,2002-03-01 04:00:00,Italy,CPI (MoM),Italian CPI (MoM) (Feb),2002-02-01 00:00:00,0.4
1360,2002-03-01 04:00:00,Korea,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,0.5
1361,2002-03-01 04:00:00,Switzerland,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,0.0
1362,2002-03-01 04:00:00,Germany,CPI (MoM),German CPI (MoM) (Feb),2002-02-01 00:00:00,0.3
1363,2002-03-01 04:00:00,France,CPI (MoM),French CPI (MoM) (Feb),2002-02-01 00:00:00,0.2
1364,2002-03-01 04:00:00,Israel,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,0.8
1365,2002-03-01 04:00:00,Spain,CPI (MoM),Spanish CPI (MoM) (Feb),2002-02-01 00:00:00,0.1
1366,2002-03-01 04:00:00,Brazil,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,0.36
1368,2002-03-01 04:00:00,Ireland,CPI (MoM),Irish CPI (MoM) (Feb),2002-02-01 00:00:00,0.62
1369,2002-03-01 04:00:00,Belgium,CPI (MoM),Belgium CPI (MoM) (Feb),2002-02-01 00:00:00,0.15
1370,2002-03-01 04:00:00,China,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,1.1
1371,2002-03-01 04:00:00,Taiwan,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,0.07
1372,2002-03-01 04:00:00,Saudi Arabia,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,0.1
1373,2002-03-01 04:00:00,Poland,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,0.14
1374,2002-03-01 04:00:00,Russia,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,1.1
1375,2002-03-01 04:00:00,Norway,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,0.3
1377,2002-03-01 04:00:00,Eurozone,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,0.2
1378,2002-03-01 04:00:00,South Africa,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,0.92
1380,2002-03-01 04:00:00,Chile,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,0.01
1381,2002-03-01 04:00:00,Portugal,CPI (MoM),Portuguese CPI (MoM) (Feb),2002-02-01 00:00:00,-0.2
1382,2002-03-01 04:00:00,Philippines,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,-0.12
1383,2002-03-01 04:00:00,Czechia,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,0.1
1384,2002-03-01 04:00:00,Colombia,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,1.26
1385,2002-03-01 04:00:00,Peru,CPI (MoM),CPI (MoM) (Feb),2002-02-01 00:00:00,-0.04
1387,2002-04-01 04:00:00,Chile,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.53
1388,2002-04-01 04:00:00,Portugal,CPI (MoM),Portuguese CPI (MoM) (Mar),2002-03-01 00:00:00,0.4
1389,2002-04-01 04:00:00,Philippines,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.36
1390,2002-04-01 04:00:00,Czechia,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.0
1391,2002-04-01 04:00:00,Colombia,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.71
1392,2002-04-01 04:00:00,Peru,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.54
1393,2002-04-01 04:00:00,United Kingdom,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.4
1396,2002-04-01 04:00:00,United States,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.3
1398,2002-04-01 04:00:00,Canada,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.7
1400,2002-04-01 04:00:00,Mexico,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.51
1401,2002-04-01 04:00:00,Sweden,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.9
1402,2002-04-01 04:00:00,Italy,CPI (MoM),Italian CPI (MoM) (Mar),2002-03-01 00:00:00,0.2
1403,2002-04-01 04:00:00,Korea,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.6
1404,2002-04-01 04:00:00,Switzerland,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.0
1405,2002-04-01 04:00:00,Germany,CPI (MoM),German CPI (MoM) (Mar),2002-03-01 00:00:00,0.2
1406,2002-04-01 04:00:00,France,CPI (MoM),French CPI (MoM) (Mar),2002-03-01 00:00:00,0.4
1407,2002-04-01 04:00:00,Israel,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.5
1408,2002-04-01 04:00:00,Spain,CPI (MoM),Spanish CPI (MoM) (Mar),2002-03-01 00:00:00,0.8
1409,2002-04-01 04:00:00,Brazil,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.6
1411,2002-04-01 04:00:00,Ireland,CPI (MoM),Irish CPI (MoM) (Mar),2002-03-01 00:00:00,0.98
1412,2002-04-01 04:00:00,Belgium,CPI (MoM),Belgium CPI (MoM) (Mar),2002-03-01 00:00:00,0.27
1413,2002-04-01 04:00:00,China,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,-1.3
1414,2002-04-01 04:00:00,Taiwan,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,-0.37
1415,2002-04-01 04:00:00,Saudi Arabia,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,-0.1
1416,2002-04-01 04:00:00,Poland,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.24
1417,2002-04-01 04:00:00,Russia,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,1.1
1418,2002-04-01 04:00:00,Norway,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.4
1420,2002-04-01 04:00:00,Eurozone,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,0.5
1421,2002-04-01 04:00:00,South Africa,CPI (MoM),CPI (MoM) (Mar),2002-03-01 00:00:00,1.1
1422,2002-05-01 04:00:00,United Kingdom,CPI (MoM),CPI (MoM) (Apr),2002-04-01 00:00:00,0.4
1425,2002-05-01 04:00:00,United States,CPI (MoM),CPI (MoM) (Apr),2002-04-01 00:00:00,0.4
1427,2002-05-01 04:00:00,Canada,CPI (MoM),CPI (MoM) (Apr),2002-04-01 00:00:00,0.6
1429,2002-05-01 04:00:00,Mexico,CPI (MoM),CPI (MoM) (Apr),2002-04-01 00:00:00,0.55
1430,2002-05-01 04:00:00,Sweden,CPI (MoM),CPI (MoM) (Apr),2002-04-01 00:00:00,0.4
1431,2002-05-01 04:00:00,Italy,CPI (MoM),Italian CPI (MoM) (Apr),2002-04-01 00:00:00,0.2
1432,2002-05-01 04:00:00,Korea,CPI (MoM),CPI (MoM) (Apr),2002-04-01 00:00:00,0.6
1433,2002-05-01 04:00:00,Switzerland,CPI (MoM),CPI (MoM) (Apr),2002-04-01 00:00:00,0.9
1434,2002-05-01 04:00:00,Germany,CPI (MoM),German CPI (MoM) (Apr),2002-04-01 00:00:00,-0.1
1435,2002-05-01 04:00:00,France,CPI (MoM),French CPI (MoM) (Apr),2002-04-01 00:00:00,0.4
1436,2002-05-01 04:00:00,Israel,CPI (MoM),CPI (MoM) (Apr),2002-04-01 00:00:00,1.5
1437,2002-05-01 04:00:00,Spain,CPI (MoM),Spanish CPI (MoM) (Apr),2002-04-01 00:00:00,1.4
1438,2002-05-01 04:00:00,Brazil,CPI (MoM),CPI (MoM) (Apr),2002-04-01 00:00:00,0.8
1440,2002-05-01 04:00:00,Ireland,CPI (MoM),Irish CPI (MoM) (Apr),2002-04-01 00:00:00,0.85
1441,2002-05-01 04:00:00,Belgium,CPI (MoM),Belgium CPI (MoM) (Apr),2002-04-01 00:00:00,0.03
1442,2002-05-01 04:00:00,China,CPI (MoM),CPI (MoM) (Apr),2002-04-01 00:00:00,-0.3
1443,2002-05-01 04:00:00,Taiwan,CPI (MoM),CPI (MoM) (Apr),2002-04-01 00:00:00,0.06
1444,2002-05-01 04:00:00,Saudi Arabia,CPI (MoM),CPI (MoM) (Apr),2002-04-01 00:00:00,-0.1
