,United States,Japan,United Kingdom,Canada,Switzerland,Germany,Australia,Spain,Italy,Eurozone,China,India,Korea,Brazil,Turkiye,Russia,ACWI
2020-07-02,32.1281,197.6161,14.903394,1161.95,236.57,194.54,197.25,10.051874,225.34,197.4123,151.1,27.44,10.32,122.59,127.67,150.33,25.692886
2020-07-03,32.088,198.7684,14.692864,1160.98,235.14,193.18,198.74,9.921082,224.07,195.9144,153.11,27.85,10.41,119.4,125.84,148.98,25.692886
2020-07-06,32.3813,200.5359,14.998562,1161.95,237.86,196.94,197.64,10.128416,226.85,199.2008,158.6,27.91,10.74,123.88,127.62,151.69,25.9104
2020-07-07,32.1218,200.3236,14.765769,1155.38,237.14,194.1,196.56,9.990358,226.85,197.8259,157.67,28.13,10.62,123.26,128.61,150.96,25.74249
2020-07-08,32.2536,197.8714,14.689364,1157.95,236.34,194.19,193.53,9.868196,226.75,196.1674,163.05,27.74,10.61,123.73,127.27,150.8,25.755157
2020-07-09,32.1742,199.144,14.441056,1154.12,236.09,196.17,195.22,9.749281,222.85,194.5787,166.44,28.01,10.64,125.29,125.07,151.23,25.700629
2020-07-10,32.4392,197.076,14.545036,1161.29,237.44,194.45,193.81,9.859544,225.18,196.4946,163.44,27.83,10.48,123.77,123.72,152.4,25.860325
2020-07-13,31.9939,199.7394,14.732726,1154.53,237.65,197.05,195.8,10.003314,227.98,199.1986,161.97,27.84,10.62,124.74,126.55,151.67,25.682867
2020-07-14,32.3416,198.1949,14.732726,1167.29,236.95,195.21,193.29,9.897199,225.96,197.6197,158.68,27.23,10.49,121.21,125.61,151.09,25.682867
2020-07-15,32.3416,198.1949,14.732726,1167.29,236.95,195.21,193.29,9.897199,225.96,197.6197,158.68,27.26,10.49,121.21,125.61,151.09,25.682867
2020-07-16,32.4301,199.4692,14.91365,1178.07,238.48,198.79,195.95,10.066553,230.16,197.6197,152.83,27.69,10.57,124.63,126.46,152.42,25.940779
2020-07-17,32.5508,198.9943,15.003987,1180.95,239.5,198.3,196.83,10.022316,230.8,199.9305,154.59,28.1,10.63,124.87,126.5,152.69,26.019525
2020-07-20,32.7726,198.8933,14.927917,1187.43,240.46,199.4,195.14,10.067835,233.09,201.652,157.05,28.54,10.65,125.44,126.68,155.09,26.194584
2020-07-21,32.6908,199.2912,14.948797,1189.57,240.54,202.82,202.62,10.092319,233.41,202.5352,159.89,29.08,10.8,130.5,125.14,158.98,26.181837
2020-07-22,32.5812,195.9613,14.785286,1181.05,240.41,201.94,202.03,9.952991,233.25,200.9381,154.98,28.37,10.61,131.73,124.13,159.4,26.01392
2020-07-23,32.176,196.2383,14.805775,1172.48,240.25,201.63,202.27,9.948831,231.87,201.0813,156.01,28.57,10.55,130.82,124.83,159.31,25.793446
2020-07-24,31.8959,197.8489,14.805775,1167.95,236.7,196.44,197.91,9.8281,228.28,197.3825,151.12,28.38,10.41,123.3,124.54,158.98,25.793446
2020-07-27,31.7144,196.9041,14.545515,1167.39,235.8,197.26,198.63,9.659377,228.02,196.82,149.28,27.87,10.4,126.75,123.17,162.91,25.432051
2020-07-28,31.641,197.2033,14.610079,1165.65,236.91,195.65,197.14,9.763954,226.15,196.9025,151.43,28.31,10.5,127.49,118.0,160.97,25.408941
2020-07-29,31.9091,193.7458,14.615854,1178.68,236.64,196.86,196.67,9.706962,227.6,196.9492,152.31,28.04,10.59,130.3,114.83,162.05,25.527564
2020-07-30,31.7401,192.5068,14.27935,1169.97,232.77,189.02,197.1,9.416768,223.01,192.0234,151.46,27.77,10.61,128.33,113.1,158.24,25.312768
2020-07-31,31.9031,185.5683,14.055618,1160.64,231.29,191.72,192.75,9.269249,222.83,189.9036,151.2,27.63,10.51,126.95,113.1,159.62,25.259558
2020-08-03,32.37,189.4958,14.367631,1166.59,234.28,193.91,192.75,9.393172,226.11,193.9119,154.58,27.39,10.59,123.81,113.1,160.68,25.658156
2020-08-04,32.4384,193.3971,14.381211,1184.31,233.8,193.37,196.67,9.454372,227.36,194.0738,156.75,27.68,10.77,123.99,109.83,161.44,25.759453
2020-08-05,32.2979,191.9004,14.533525,1192.42,233.22,194.61,195.99,9.480446,228.39,195.4677,156.74,27.43,10.87,124.69,108.09,166.14,25.693315
2020-08-06,32.6171,191.8999,14.360204,1196.53,232.2,194.33,197.48,9.37035,225.94,193.7415,157.08,27.73,11.06,123.43,99.3,165.46,25.824794
2020-08-07,32.7934,191.9591,14.362053,1192.86,233.06,195.31,197.17,9.357639,227.38,194.5072,153.46,27.91,11.13,122.21,102.87,162.79,25.905193
2020-08-10,32.9448,192.4819,14.417998,1203.22,233.04,195.7,200.22,9.496908,228.18,194.9765,151.63,27.99,11.39,122.74,103.34,162.06,26.007957
2020-08-11,32.6852,195.8922,14.671065,1201.8,234.67,199.26,202.01,9.779112,233.74,198.9558,152.47,28.1,11.58,121.5,107.3,163.4,25.996664
2020-08-12,33.0364,196.6194,14.972142,1209.36,238.0,199.24,200.41,9.823127,234.93,201.0101,152.99,28.13,11.56,119.77,106.14,165.37,26.266285
2020-08-13,32.8826,198.5342,14.787795,1204.46,237.52,199.6,199.36,9.765585,233.79,199.9205,152.09,28.03,11.49,121.61,104.21,166.19,26.181016
2020-08-14,32.9019,199.4699,14.563258,1201.17,236.07,198.12,200.71,9.634119,231.29,197.5659,152.22,27.74,11.41,119.78,102.2,166.44,26.136846
2020-08-17,32.8848,197.9516,14.647158,1211.45,237.19,198.76,198.97,9.546841,230.89,197.911,153.85,27.83,11.41,118.89,102.35,166.78,26.157819
2020-08-18,32.8175,198.3017,14.524649,1206.27,236.04,198.67,201.51,9.480756,229.84,196.9207,154.86,28.11,10.91,118.61,102.7,166.33,26.102621
2020-08-19,32.7316,198.6174,14.612021,1206.1,237.37,199.2,203.11,9.551746,231.99,198.1687,153.99,28.22,11.03,117.98,108.13,167.48,26.095528
2020-08-20,32.9992,197.2388,14.395979,1209.35,237.12,197.15,201.16,9.417412,229.54,195.7489,153.61,28.18,10.57,114.25,107.15,163.31,26.168676
2020-08-21,33.2881,198.8258,14.357843,1210.49,237.25,196.45,200.61,9.398318,229.3,195.2617,156.3,28.56,10.75,117.73,106.33,163.0,26.339251
2020-08-24,33.5282,198.8672,14.614223,1214.45,239.31,200.76,201.74,9.573931,232.61,199.1956,159.59,28.83,10.84,117.48,105.32,165.27,26.540427
2020-08-25,33.6206,199.537,14.447538,1213.63,238.24,202.13,203.45,9.570069,232.0,199.1406,160.59,28.9,11.1,116.85,103.41,165.45,26.583734
2020-08-26,33.9808,200.3325,14.455711,1234.12,241.28,202.38,202.17,9.5906,233.18,200.9629,161.68,29.07,11.11,118.81,104.29,165.22,26.85018
2020-08-27,34.1184,199.224,14.353272,1232.13,240.26,202.73,203.9,9.542559,230.39,199.3373,161.85,29.25,11.02,117.65,105.55,163.89,26.879492
2020-08-28,34.0384,198.2039,14.353272,1222.51,237.91,200.57,203.31,9.603025,230.52,198.6589,160.96,29.56,11.06,119.47,104.07,164.08,26.879492
2020-08-31,33.7916,197.3812,14.353272,1208.84,237.17,199.71,204.35,9.380543,229.29,196.5654,157.87,28.55,10.91,118.78,101.7,163.78,26.879492
2020-09-01,34.035,197.0886,14.007555,1216.36,236.67,198.74,200.36,9.365782,229.12,196.7165,160.81,29.09,10.99,121.91,102.5,165.78,26.758741
2020-09-02,34.9196,199.7439,14.212581,1230.93,241.97,203.7,204.29,9.414545,231.42,199.8801,162.64,29.47,11.2,124.48,102.55,161.07,27.332423
2020-09-03,33.7063,200.8345,14.01987,1207.02,238.55,203.8,206.43,9.428193,227.74,197.5467,159.12,29.26,11.28,128.92,101.14,158.68,26.597956
2020-09-04,33.5448,199.4145,13.900054,1194.3,235.53,197.68,198.4,9.407882,226.77,195.2013,158.32,28.94,11.21,125.27,101.98,157.75,26.398775
2020-09-07,33.4621,197.9049,14.228599,1194.67,238.37,199.47,200.01,9.531786,230.87,198.4478,156.06,28.86,11.35,125.27,102.41,159.02,26.398775
2020-09-08,32.6288,200.2731,14.20885,1179.13,237.2,197.23,202.57,9.364274,228.13,195.7945,154.45,28.72,11.4,123.26,101.68,154.76,25.916457
2020-09-09,33.2406,197.4624,14.417115,1201.31,241.24,202.17,197.07,9.453786,231.54,199.2525,153.53,28.52,11.33,127.01,102.36,156.44,26.313077
2020-09-10,32.4879,198.9278,14.386585,1180.82,240.8,202.85,199.19,9.421763,232.86,198.7493,151.48,28.74,11.41,126.83,102.63,157.87,25.895452
2020-09-11,32.6143,200.8377,14.452533,1185.77,241.72,200.94,197.36,9.347891,233.24,198.7974,153.81,28.95,11.46,123.44,102.64,158.57,25.985505
2020-09-14,32.923,202.7952,14.435051,1191.97,241.87,202.6,198.6,9.358437,233.22,198.9786,155.16,28.91,11.61,124.95,102.54,159.81,26.207526
2020-09-15,33.1555,202.2982,14.613054,1197.7,243.01,203.2,199.06,9.472905,234.52,199.8755,156.8,29.11,11.76,125.53,103.43,162.14,26.382203
2020-09-16,33.0647,204.2226,14.547147,1188.49,244.48,203.31,201.96,9.568134,234.33,200.6577,157.51,29.37,11.84,126.85,103.11,162.5,26.382356
2020-09-17,32.8451,203.8283,14.480379,1183.2,243.61,202.71,199.17,9.540374,232.21,199.4387,156.29,29.23,11.81,125.89,102.73,161.36,26.210009
2020-09-18,32.3343,204.3659,14.38344,1177.15,243.39,203.32,199.48,9.330824,231.41,197.7306,156.15,29.12,11.86,125.51,101.95,159.91,25.925128
2020-09-21,32.2794,205.9248,13.90451,1164.24,238.97,195.17,198.11,9.006818,224.4,190.5731,156.02,28.6,11.84,119.42,99.93,154.09,25.756309
2020-09-22,32.723,205.7558,13.96305,1177.57,238.91,194.59,194.92,8.953324,225.51,191.0864,155.82,28.3,11.58,120.62,100.5,157.48,25.992301
2020-09-23,32.0372,205.6722,14.127176,1156.07,238.56,196.25,198.4,8.961656,225.91,191.7439,156.03,28.48,11.65,119.69,100.82,156.79,25.646367
2020-09-24,32.2252,203.797,13.944822,1162.63,235.34,194.61,194.16,8.941934,225.48,190.5777,153.6,27.61,11.37,117.25,103.65,153.9,25.658531
2020-09-25,32.8011,204.5597,13.977062,1176.01,235.05,191.95,197.76,8.918308,224.05,189.837,153.4,28.51,11.35,117.65,104.24,153.27,26.003951
2020-09-28,33.2553,207.2588,14.191427,1187.17,238.29,198.72,198.12,9.143364,228.3,194.3775,154.73,28.82,11.54,119.81,102.01,152.88,26.387617
2020-09-29,32.8558,206.7328,14.108524,1174.67,236.79,199.56,198.59,9.039922,227.4,193.6787,153.04,28.48,11.64,114.35,100.41,152.69,26.136057
2020-09-30,33.1398,203.2108,14.035128,1172.37,237.84,199.59,193.65,9.044822,227.58,193.0031,156.52,28.7,11.64,115.06,104.27,154.94,26.230274
2020-10-01,33.2918,202.9337,14.075754,1180.11,238.64,198.94,197.5,9.058379,228.02,193.8026,156.52,29.36,11.64,114.63,104.15,154.47,26.355323
2020-10-02,33.0326,201.8803,14.132139,1182.52,239.7,198.26,193.83,9.088135,228.21,193.5609,156.52,29.39,11.64,116.81,103.74,153.21,26.207143
2020-10-05,33.4054,203.2176,14.224456,1195.41,240.66,200.92,193.83,9.204197,231.72,195.6872,155.91,29.28,11.82,115.64,104.33,154.51,26.487492
2020-10-06,32.9424,204.5519,14.236153,1182.42,239.63,202.07,200.37,9.333426,232.46,196.5433,157.8,29.59,11.8,119.68,103.14,154.55,26.262329
2020-10-07,33.6012,204.4059,14.2176,1198.9,238.4,200.75,202.68,9.300818,231.49,196.5674,159.72,29.86,11.92,118.01,101.95,152.25,26.623746
2020-10-08,33.9151,205.7047,14.295932,1214.16,240.17,203.88,205.48,9.41243,233.69,198.0833,160.65,30.14,11.99,118.09,101.15,154.05,26.857562
2020-10-09,34.0231,204.3045,14.384068,1216.46,241.07,204.35,206.01,9.355344,233.58,198.9898,160.66,30.21,11.99,120.9,102.87,155.43,26.931467
2020-10-12,34.5874,204.5426,14.335349,1219.35,243.18,205.19,207.7,9.355623,235.66,200.4242,164.58,30.11,12.0,120.9,103.79,155.25,27.268142
2020-10-13,34.5691,206.0546,14.257855,1218.99,241.62,203.91,208.91,9.252374,234.08,199.1761,164.58,30.24,12.15,122.15,103.35,154.27,27.274264
2020-10-14,34.297,206.0386,14.164863,1213.14,241.16,205.07,208.74,9.307976,234.29,199.3142,165.18,30.3,12.02,124.33,104.68,154.99,27.123174
2020-10-15,34.4208,205.3533,13.921065,1212.3,236.71,199.69,208.37,9.173157,228.74,194.9814,163.74,29.75,12.02,123.56,104.08,151.74,27.065325
2020-10-16,34.3649,203.0089,14.12022,1209.96,238.25,202.47,206.9,9.222051,231.56,197.7501,165.44,29.95,11.98,124.21,105.56,151.41,27.065747
2020-10-19,33.6237,204.2163,14.036419,1195.47,237.99,202.13,209.27,9.230831,230.5,197.3512,163.97,30.14,12.0,124.79,106.52,150.87,26.677607
2020-10-20,33.6469,201.7972,14.051728,1191.71,237.62,200.14,205.12,9.323877,230.52,197.072,164.85,30.14,12.07,124.12,106.62,150.25,26.62217
2020-10-21,33.4494,204.4795,13.786946,1184.86,234.08,197.44,205.89,9.164303,227.16,194.0507,164.73,30.13,12.17,125.35,107.15,151.63,26.471276
2020-10-22,33.7594,202.4822,13.819368,1191.7,233.27,194.69,206.81,9.145627,226.76,193.8515,164.63,30.17,12.14,125.76,104.58,153.36,26.611321
2020-10-23,33.853,203.0383,14.005159,1191.39,233.56,195.1,208.63,9.270738,227.29,195.2949,164.45,30.19,12.23,125.49,103.18,154.42,26.699841
2020-10-26,33.2743,202.5284,13.85045,1171.39,231.04,188.64,207.56,9.148333,222.89,190.7248,164.45,29.72,12.07,125.89,98.78,153.23,26.293757
2020-10-27,33.1305,202.8639,13.701611,1169.53,229.04,186.63,203.95,8.953124,220.69,188.4482,165.54,30.16,12.07,125.61,98.0,152.28,26.16775
2020-10-28,32.1827,203.9302,13.348156,1133.24,224.05,178.53,204.94,8.709641,213.08,182.253,165.94,29.94,12.21,119.19,95.15,145.13,25.518343
2020-10-29,32.8317,204.8095,13.332433,1143.49,223.65,179.32,199.47,8.643156,213.65,182.3514,169.16,29.9,12.2,119.18,95.15,145.1,25.85644
2020-10-30,32.4609,201.2699,13.323911,1141.01,225.23,177.14,197.9,8.699256,214.64,182.2152,165.86,29.72,11.85,117.94,93.4,143.55,25.594085
2020-11-02,32.8946,204.731,13.507109,1154.61,228.61,182.41,199.06,8.87799,218.73,185.476,168.62,30.05,12.05,117.94,94.66,144.21,25.947772
2020-11-03,33.2106,203.5475,13.823334,1178.83,233.17,185.78,203.99,9.103273,224.54,189.8835,165.82,30.16,12.16,120.87,95.77,148.83,26.264161
2020-11-04,34.0076,206.6933,14.05211,1183.13,239.65,189.05,205.35,9.148961,229.21,193.5945,169.17,30.26,12.22,121.49,97.38,152.38,26.838562
2020-11-05,34.328,209.2347,14.099442,1201.81,239.81,194.59,209.57,9.337946,233.02,196.4427,171.89,30.57,12.44,125.36,97.27,158.04,27.123066
2020-11-06,34.1743,210.1584,14.108578,1195.92,240.79,193.4,211.96,9.266139,233.39,195.6646,172.41,30.74,12.36,126.33,96.91,159.52,27.054896
2020-11-09,34.7317,209.8876,14.834245,1220.9,241.92,201.36,215.79,10.066433,239.43,206.2131,173.51,31.3,12.59,133.86,105.07,163.5,27.52763
2020-11-10,34.6976,212.7292,15.123335,1230.49,241.19,202.09,218.82,10.409586,239.57,208.4293,168.27,31.69,12.75,132.38,105.63,162.41,27.59211
2020-11-11,35.1488,216.7709,15.317023,1242.9,243.21,204.27,223.62,10.520438,241.13,209.9152,166.82,32.02,13.03,132.86,114.38,163.43,27.97326
2020-11-12,34.6483,216.6207,15.232509,1218.66,242.66,203.49,221.91,10.429469,240.05,208.0172,168.4,31.64,13.0,130.14,115.24,162.45,27.644021
2020-11-13,35.0939,214.7972,15.17692,1219.77,243.05,204.47,220.7,10.509093,241.77,208.6082,169.52,31.74,13.03,129.4,117.61,163.39,27.843521
2020-11-16,35.4531,218.2439,15.444144,1243.39,246.51,205.77,224.36,10.779262,245.83,211.0346,169.48,31.85,13.33,132.43,116.64,166.04,28.159899
2020-11-17,35.1706,218.9901,15.3024,1241.9,245.92,204.25,225.44,10.708219,245.3,211.0443,167.5,32.1,13.27,133.8,113.65,166.08,28.035922
2020-11-18,34.7672,218.2817,15.352206,1241.54,246.57,205.97,225.64,10.772205,247.64,212.0149,167.69,32.4,13.29,136.3,116.79,168.52,27.871689
2020-11-19,35.0122,219.3137,15.225583,1244.93,244.59,205.97,226.73,10.706017,246.2,210.7907,167.97,31.91,13.19,136.26,120.97,166.01,27.987709
2020-11-20,34.7336,219.0639,15.264163,1253.81,245.23,206.32,225.47,10.767584,248.22,211.5024,170.32,32.15,13.22,134.63,120.58,166.61,27.886929
2020-11-23,35.0368,218.3273,15.229966,1261.15,245.38,207.15,227.96,10.775122,247.49,211.1942,171.89,32.37,13.43,134.79,115.65,165.4,28.048144
2020-11-24,35.4413,221.655,15.469644,1275.76,245.66,208.41,231.63,10.988606,249.65,213.8238,171.89,32.66,13.54,137.15,113.48,168.76,28.364025
2020-11-25,35.3027,222.611,15.359344,1277.05,245.54,208.35,233.03,11.021641,251.83,214.162,169.03,31.99,13.37,139.69,114.44,170.55,28.324304
2020-11-26,35.2983,224.2171,15.296607,1278.37,246.98,209.67,230.51,10.942657,251.13,213.9855,170.58,32.37,13.48,141.17,116.93,170.75,28.324304
2020-11-27,35.2477,224.891,15.306544,1280.43,247.59,210.91,229.53,11.051279,253.37,215.3984,170.81,32.15,13.53,141.79,116.05,170.76,28.340999
2020-11-30,35.0497,220.4772,15.064734,1264.29,245.79,212.57,226.32,10.908401,251.56,213.3816,165.88,31.94,13.23,141.77,111.54,168.11,28.110574
2020-12-01,35.2359,220.2465,15.35037,1265.47,246.04,211.74,228.45,10.985948,251.97,214.9881,166.25,32.57,13.43,143.79,114.39,172.12,28.229269
2020-12-02,35.1685,219.8553,15.551211,1268.3,245.53,209.83,227.53,11.095825,250.24,214.7614,164.47,32.22,13.61,142.6,113.99,174.46,28.178242
2020-12-03,34.914,220.1802,15.607307,1269.22,243.74,209.27,229.19,11.072335,250.93,214.5527,164.71,32.08,13.81,145.05,115.03,174.44,28.069948
2020-12-04,35.2777,219.7383,15.756027,1287.44,244.7,210.15,229.21,11.224397,252.14,216.0277,165.31,32.48,13.99,145.47,114.53,176.35,28.308962
2020-12-07,35.2324,218.5397,15.764,1292.14,244.93,209.89,231.99,11.172427,251.41,215.2754,163.98,32.75,13.98,148.8,114.08,178.37,28.288515
2020-12-08,35.3895,218.3287,15.770393,1301.47,244.58,210.34,232.19,11.105989,251.41,215.3096,164.56,32.98,13.81,149.43,115.13,177.11,28.400482
2020-12-09,35.2021,221.2505,15.784007,1298.86,245.84,212.14,234.27,11.116735,251.82,215.4994,164.19,33.26,14.11,149.18,116.43,178.22,28.320753
2020-12-10,35.0195,219.6099,15.88285,1304.56,244.61,210.76,233.21,11.047006,251.39,215.0333,163.47,32.91,14.01,149.45,115.7,180.35,28.221287
2020-12-11,35.0392,221.4862,15.746383,1297.47,242.83,209.35,234.91,10.90945,249.82,213.1111,163.9,33.1,14.12,150.18,117.52,179.66,28.200614
2020-12-14,34.8403,221.7741,15.698653,1283.87,243.17,211.12,235.05,11.018224,251.32,214.1454,162.08,33.15,14.05,150.68,118.26,178.16,28.135401
2020-12-15,35.2109,220.8936,15.649331,1292.7,243.45,213.01,232.69,11.034282,252.44,215.4994,161.74,33.2,14.07,151.24,119.19,179.37,28.331308
2020-12-16,35.1752,221.383,15.785384,1292.07,245.84,216.22,235.93,11.012279,253.25,216.5531,163.48,33.37,14.07,151.34,118.99,180.23,28.371637
2020-12-17,35.2097,222.4835,15.748129,1296.3,245.91,219.45,240.03,11.043652,254.64,217.2717,164.65,33.28,14.07,154.69,120.68,182.17,28.450738
2020-12-18,35.1184,221.8925,15.692297,1283.88,246.2,220.0,235.59,10.892111,254.83,216.701,164.14,33.28,14.05,154.92,122.69,180.07,28.384828
2020-12-21,35.0472,221.4928,15.418179,1274.53,241.83,212.44,234.96,10.563942,251.19,211.4047,164.42,32.12,13.93,151.17,119.94,173.16,28.207405
2020-12-22,35.1035,218.7062,15.501375,1277.78,244.36,215.73,232.17,10.755114,254.79,214.2557,163.36,32.62,13.71,151.64,122.5,173.61,28.290982
2020-12-23,35.078,219.1339,15.604394,1285.4,244.94,218.19,234.66,10.943609,256.68,216.5885,164.32,33.0,13.84,152.59,123.02,176.69,28.338921
2020-12-24,35.2134,220.1192,15.604394,1285.4,244.94,218.19,234.66,10.943609,256.68,216.7849,164.32,33.0,13.84,152.59,124.48,177.91,28.338921
2020-12-25,35.2134,220.1192,15.604394,1285.4,244.94,218.19,234.66,10.943609,256.68,216.7849,164.32,33.0,13.84,152.59,124.48,177.91,28.338921
2020-12-28,35.4301,220.9943,15.604394,1283.88,247.98,221.99,234.66,11.054966,258.78,218.7605,158.12,33.52,14.15,151.07,127.95,178.77,28.338921
2020-12-29,35.2713,225.2668,15.861739,1282.04,250.5,222.19,237.07,11.07876,258.88,219.2757,161.1,33.64,14.28,152.79,130.04,179.65,28.54323
2020-12-30,35.1518,223.2286,15.746435,1279.7,250.0,221.35,237.69,11.060172,258.63,218.666,164.81,33.74,14.6,153.17,131.56,179.18,28.450026
2020-12-31,35.5679,224.4131,15.746435,1279.88,250.0,221.35,235.84,10.957777,258.62,217.5525,166.47,33.94,14.6,153.17,130.93,178.76,28.450026
2021-01-01,35.5679,224.4131,15.746435,1279.88,250.0,221.35,235.84,10.957634,258.62,217.5525,166.47,33.94,14.6,153.17,130.93,178.76,28.450026
2021-01-04,34.9399,222.9461,15.776385,1281.66,252.2,223.57,240.85,10.985314,260.68,219.1337,166.49,34.27,15.03,155.93,132.5,183.38,28.348015
2021-01-05,35.1772,223.1532,15.885182,1294.1,251.47,221.82,240.66,10.975852,259.04,218.2599,170.15,34.48,15.25,149.25,132.69,184.81,28.486784
2021-01-06,35.3655,222.0831,16.43772,1308.04,252.61,223.0,239.37,11.332486,259.04,221.2583,169.03,34.38,15.18,151.6,135.8,184.9,28.640634
2021-01-07,35.9583,225.1871,16.464975,1323.96,253.26,225.52,245.52,11.378001,263.82,222.3137,168.85,34.51,15.41,153.31,135.84,187.42,29.063161
2021-01-08,36.1697,229.2742,16.502821,1329.52,254.91,227.91,248.13,11.398401,263.3,223.8603,172.55,35.19,15.99,153.1,138.34,191.15,29.276084
2021-01-11,36.2441,230.1537,16.327291,1320.66,254.58,224.26,245.49,11.337499,263.37,222.1835,172.91,35.69,15.96,155.86,137.39,190.36,29.280497
2021-01-12,36.2353,230.6945,16.218643,1327.3,255.98,224.88,245.18,11.346993,261.51,222.0449,174.07,35.72,15.78,155.97,138.22,191.03,29.307513
2021-01-13,36.3125,232.0142,16.204842,1327.81,255.84,225.94,245.55,11.369795,262.34,222.4663,175.05,35.68,16.03,157.07,139.93,191.06,29.362285
2021-01-14,36.2549,234.0404,16.359385,1338.75,257.19,226.91,248.1,11.382163,262.03,223.7467,177.57,35.91,16.1,160.85,140.26,194.29,29.407856
2021-01-15,36.121,232.78,16.202149,1329.58,256.96,223.21,248.69,11.1894,259.46,221.0592,177.75,35.47,15.76,160.44,136.59,192.81,29.25928
2021-01-18,36.173,232.0591,16.168547,1333.13,258.7,223.77,245.1,11.222194,261.08,221.5173,177.75,34.97,15.57,161.6,139.44,192.76,29.25928
2021-01-19,36.3103,232.2771,16.153263,1329.96,257.41,224.13,248.44,11.148866,260.51,221.0904,183.24,35.53,15.97,156.45,139.84,191.47,29.366033
2021-01-20,36.8848,232.4142,16.211998,1347.25,258.13,226.34,249.75,11.150757,261.83,222.7896,188.54,35.98,16.16,158.46,141.65,193.47,29.733647
2021-01-21,36.7605,232.9771,16.141767,1335.69,258.06,227.15,254.78,11.046685,261.11,222.7114,187.7,35.6,16.27,153.64,139.77,190.49,29.66756
2021-01-22,36.5836,231.6816,16.0929,1317.64,257.46,226.86,251.75,10.926094,258.98,221.4213,187.08,34.92,16.09,149.61,137.92,185.6,29.507172
2021-01-25,36.8443,233.1455,15.967109,1324.22,255.29,223.88,251.76,10.737078,255.3,218.8639,193.16,34.93,16.55,149.61,136.89,184.37,29.621846
2021-01-26,36.6791,230.9072,16.008561,1313.23,257.16,226.74,251.76,10.832962,257.68,220.3905,188.4,34.86,16.19,153.48,137.51,185.45,29.50673
2021-01-27,35.9603,232.8605,15.812971,1287.62,256.78,220.16,249.14,10.679954,253.9,217.3257,186.33,34.47,16.02,150.05,132.33,181.85,29.04846
2021-01-28,36.2195,228.7108,15.699707,1298.88,256.1,222.69,240.99,10.788605,256.06,218.4926,182.21,34.05,15.63,149.6,134.9,180.73,29.147069
2021-01-29,35.4458,223.7073,15.406698,1275.1,250.05,220.75,239.41,10.548699,252.41,214.6611,179.9,33.67,15.16,148.02,133.0,178.88,28.560782
2021-02-01,36.2126,227.0731,15.538207,1299.98,252.74,222.4,241.52,10.604471,255.63,217.553,186.42,35.52,15.6,147.84,137.59,180.39,29.105476
2021-02-02,36.8808,229.6455,15.650393,1323.45,256.05,226.42,246.28,10.809143,258.63,220.8801,189.24,36.41,15.96,153.97,139.16,184.25,29.607127
2021-02-03,36.9661,233.0656,15.624657,1332.22,256.81,228.13,249.17,10.89605,263.23,222.0804,192.04,36.59,16.06,155.59,142.4,182.85,29.711426
2021-02-04,37.4765,232.0518,15.612973,1340.13,258.0,229.87,248.19,11.042196,267.16,223.9912,192.09,37.02,15.89,154.17,143.3,184.21,30.0141
2021-02-05,37.4817,234.3434,15.572445,1349.14,256.11,230.61,250.9,11.165573,269.19,224.7499,191.66,36.79,15.97,156.07,143.24,188.17,30.069579
2021-02-08,37.6902,238.6013,15.658535,1362.61,256.82,232.16,254.0,11.176745,273.39,225.3686,192.07,37.23,15.83,156.05,142.21,191.47,30.259591
2021-02-09,37.4974,239.2836,15.680501,1365.72,256.96,229.85,252.46,11.016138,272.21,224.9221,194.16,37.18,15.85,151.86,143.68,191.98,30.165788
2021-02-10,37.383,239.3212,15.666379,1370.2,257.35,230.33,253.6,10.965543,272.78,224.1633,197.11,37.13,16.0,151.49,144.4,192.56,30.106066
2021-02-11,37.4458,239.154,15.663938,1369.15,257.82,230.61,253.35,10.927618,273.7,225.3325,198.1,37.27,16.0,153.83,144.02,193.52,30.175716
2021-02-12,37.6654,239.3498,15.812619,1374.2,257.92,230.93,251.09,10.95174,275.36,226.4606,198.1,37.47,16.0,153.27,143.31,194.72,30.336261
2021-02-15,37.6233,241.0332,16.218087,1379.56,259.65,233.07,254.79,11.156307,276.74,228.6492,198.1,37.92,16.18,153.27,146.0,197.21,30.336261
2021-02-16,37.6453,242.3227,16.20786,1379.46,259.29,233.13,257.9,11.086458,275.27,228.3338,199.86,37.89,16.35,153.27,143.46,197.73,30.43779
2021-02-17,37.9081,242.802,16.129553,1375.57,256.51,230.37,259.11,11.044035,271.9,226.5895,202.27,37.84,16.32,154.84,143.91,193.82,30.525798
2021-02-18,37.6149,240.1435,15.93678,1364.69,253.84,228.93,260.64,10.956823,267.72,225.0755,197.12,37.58,16.06,153.37,142.52,191.49,30.285811
2021-02-19,37.3835,237.9039,15.951148,1379.05,254.46,229.77,256.34,11.087866,269.28,226.9652,197.38,37.0,16.13,152.96,143.98,194.96,30.189256
2021-02-22,37.0643,239.8895,15.927747,1379.26,253.82,227.71,260.7,11.031151,266.95,225.7084,190.37,36.32,15.9,143.41,141.71,194.33,29.966129
2021-02-23,37.0442,239.3745,15.98281,1373.8,249.23,222.73,263.41,11.21899,264.52,224.8901,189.34,36.58,15.91,144.89,138.95,193.57,29.923586
2021-02-24,37.5793,233.6752,16.054272,1393.16,250.51,225.23,260.6,11.239941,266.14,225.7097,184.72,37.38,15.54,147.69,133.86,192.5,30.159353
