,United States,Japan,United Kingdom,Canada,Switzerland,Germany,Australia,Spain,Italy,Eurozone,China,India,Korea,Brazil,Turkiye,Russia,ACWI
2006-09-25,10.0015,132.8822,,,,,,,191.1,134.4222,,13.36,,,,,
2006-09-26,10.1284,132.7216,,,,,,,190.63,136.0964,,13.58,,,,,
2006-09-27,10.1044,135.5304,,,,,,,192.44,137.1089,,13.61,,,,,
2006-09-28,10.1398,136.1753,,,,,,,193.23,137.2582,,13.58,,,,,
2006-09-29,10.1315,136.8642,,,,,,,193.86,137.4232,,13.73,,,,,
2006-10-02,10.0363,137.6599,,,,,,,194.15,137.1976,,13.76,,,,,
2006-10-03,10.0615,136.9339,,,,,,,194.17,136.7074,,13.63,,,,,
2006-10-04,10.2259,136.1596,,,,,,,193.94,137.7434,,13.58,,,,,
2006-10-05,10.249,139.254,,,,,,,194.86,138.6467,,13.76,,,,,
2006-10-06,10.305,139.1102,,,,,,,196.53,138.6247,,13.85,,,,,
2006-10-09,10.2998,138.7374,,,,,,,196.57,138.7529,,13.92,,,,,
2006-10-10,10.3737,139.0692,,,,,,,197.29,139.6168,,13.97,,,,,
2006-10-11,10.3396,138.1723,,,,,,,199.14,139.8494,,13.94,,,,,
2006-10-12,10.4487,137.7442,,,,,,,199.65,140.9297,,14.15,,,,,
2006-10-13,10.5049,138.9599,,,,,,,199.95,140.9412,,14.37,,,,,
2006-10-16,10.5126,140.8995,,,,,,,200.67,141.1427,,14.52,,,,,
2006-10-17,10.4548,140.6005,,,,,,,201.3,139.4364,,14.45,,,,,
2006-10-18,10.4918,140.4943,,,,,,,197.88,140.843,,14.41,,,,,
2006-10-19,10.43,139.9973,,,,,,,199.79,140.7834,,14.26,,,,,
2006-10-20,10.4371,140.2355,,,,,,,199.86,141.1842,,14.23,,,,,
2006-10-23,10.5455,141.454,,,,,,,199.99,141.8983,,14.38,,,,,
2006-10-24,10.5516,141.6783,,,,,,,200.09,141.8234,,14.32,,,,,
2006-10-25,10.5542,140.8419,,,,,,,199.96,142.1768,,14.23,,,,,
2006-10-26,10.5376,141.5716,,,,,,,200.72,142.3211,,14.25,,,,,
2006-10-27,10.4052,140.9629,,,,,,,200.22,141.9662,,14.43,,,,,
2006-10-30,10.4052,140.9629,,,,,,,199.87,141.9662,,14.55,,,,,
2006-10-31,10.377,138.1333,,,,,,,200.27,141.5993,,14.52,,,,,
2006-11-01,10.2943,138.6199,,,,,,,200.27,142.0185,,14.52,,,,,
2006-11-02,10.2967,138.298,,,,,,,202.57,140.9029,,14.66,,,,,
2006-11-03,10.3259,137.8658,,,,,,,201.78,141.5731,,14.73,,,,,
2006-11-06,10.4357,137.2667,,,,,,,202.71,143.2609,,15.0,,,,,
2006-11-07,10.387,137.5199,,,,,,,204.61,144.0415,,14.83,,,,,
2006-11-08,10.4454,135.9844,,,,,,,204.58,144.0562,,14.8,,,,,
2006-11-09,10.362,134.4928,,,,,,,204.75,144.1028,,14.78,,,,,
2006-11-10,10.3279,134.0868,,,,,,,204.57,144.023,,14.75,,,,,
2006-11-13,10.3928,132.9388,,,,,,,205.36,144.7128,,14.86,,,,,
2006-11-14,10.4612,135.6319,,,,,,,206.83,144.5683,,14.8,,,,,
2006-11-15,10.4913,134.9114,,,,,,,205.2,145.5555,,14.79,,,,,
2006-11-16,10.5162,134.0096,,,,,,,206.66,145.7195,,14.92,,,,,
2006-11-17,10.5096,133.6131,,,,,,,206.74,144.7804,,14.85,,,,,
2006-11-20,10.5134,129.9258,,,,,,,206.06,145.154,,14.73,,,,,
2006-11-21,10.5227,130.1486,,,,,,,206.83,145.4008,,15.07,,,,,
2006-11-22,10.4598,132.0443,,,,,,,207.78,145.6408,,15.12,,,,,
2006-11-23,10.4598,132.0443,,,,,,,209.08,145.6408,,15.1,,,,,
2006-11-24,10.2964,130.0089,,,,,,,208.98,144.1894,,14.98,,,,,
2006-11-27,10.1325,130.6026,,,,,,,207.59,141.7718,,15.02,,,,,
2006-11-28,10.148,130.2038,,,,,,,204.08,141.3428,,14.68,,,,,
2006-11-29,10.2436,132.3932,,,,,,,204.22,143.2839,,14.84,,,,,
2006-11-30,10.1716,133.9041,,,,,,,207.45,142.0504,,14.85,,,,,
2006-12-01,10.0827,133.7737,,,,,,,206.66,140.5101,,15.0,,,,,
2006-12-04,10.1805,133.7611,,,,,,,205.68,141.5375,,15.01,,,,,
2006-12-05,10.2344,133.6727,,,,,,,206.82,142.9249,,15.07,,,,,
2006-12-06,10.2159,135.1862,,,,,,,207.72,142.9373,,15.0,,,,,
2006-12-07,10.1907,135.7655,,,,,,,208.37,143.7308,,15.03,,,,,
2006-12-08,10.1932,134.6573,,,,,,,209.69,143.7784,,14.88,,,,,
2006-12-11,10.2949,134.8334,,,,,,,210.8,144.8262,,14.5,,,,,
2006-12-12,10.2648,135.3056,,,,,,,211.72,145.0013,,13.96,,,,,
2006-12-13,10.2928,135.4972,,,,,,,211.03,146.1281,,14.1,,,,,
2006-12-14,10.423,136.7459,,,,,,,211.4,146.8675,,14.68,,,,,
2006-12-15,10.4993,138.0144,,,,,,,211.28,147.6734,,14.93,,,,,
2006-12-18,10.4837,138.466,,,,,,,213.13,147.6422,,14.99,,,,,
2006-12-19,10.4239,135.7653,,,,,,,213.74,146.62,,14.55,,,,,
2006-12-20,10.3981,137.1587,,,,,,,213.27,147.3362,,14.42,,,,,
2006-12-21,10.3768,137.7814,,,,,,,213.84,147.175,,14.54,,,,,
2006-12-22,10.3296,137.6827,,,,,,,213.26,145.9567,,14.68,,,,,
2006-12-25,10.3296,137.6827,,,,,,,213.26,145.9567,,14.68,,,,,
2006-12-26,10.3296,137.6827,,,,,,,213.26,145.9567,,14.68,,,,,
2006-12-27,10.3296,137.6827,,,,,,,211.88,145.9567,,15.11,,,,,
2006-12-28,10.4428,138.3563,,,,,,,214.1,147.8263,,15.28,,,,,
2006-12-29,10.362,137.9186,,,,,,,214.53,147.7695,,15.26,,,,,
2007-01-01,10.362,137.9186,,,,,,,214.53,147.7695,,15.26,,,,,
2007-01-02,10.362,137.9186,,,,,,,214.86,147.7695,,15.3,,,,,
2007-01-03,10.3434,137.5746,,,,,,,217.71,149.8835,,15.38,,,,,
2007-01-04,10.44,140.3053,,,,,,,218.31,149.377,,15.47,,,,,
2007-01-05,10.453,139.8729,,,,,,,216.48,148.0288,,15.41,,,,,
2007-01-08,10.4662,139.8726,,,,,,,215.96,148.0289,,15.25,,,,,
2007-01-09,10.4664,140.3228,,,,,,,215.08,148.3253,,15.18,,,,,
2007-01-10,10.5322,138.1626,,,,,,,215.74,147.1512,,14.96,,,,,
2007-01-11,10.6454,137.2565,,,,,,,214.55,149.592,,15.28,,,,,
2007-01-12,10.6624,139.2533,,,,,,,217.3,150.0181,,15.78,,,,,
2007-01-15,10.6624,139.2533,,,,,,,217.74,150.0181,,15.88,,,,,
2007-01-16,10.6723,140.2431,,,,,,,219.48,150.0238,,16.0,,,,,
2007-01-17,10.6486,140.6515,,,,,,,218.17,149.539,,16.0,,,,,
2007-01-18,10.616,140.4498,,,,,,,216.69,149.3878,,15.97,,,,,
2007-01-19,10.6511,140.2774,,,,,,,216.91,150.6346,,15.91,,,,,
2007-01-22,10.585,141.1634,,,,,,,218.4,149.8211,,15.94,,,,,
2007-01-23,10.5603,140.6405,,,,,,,218.87,149.6656,,15.61,,,,,
2007-01-24,10.7064,142.5728,,,,,,,218.37,151.236,,15.68,,,,,
2007-01-25,10.5753,141.7967,,,,,,,220.6,150.8006,,15.87,,,,,
2007-01-26,10.6216,141.8378,,,,,,,220.56,149.9772,,16.14,,,,,
2007-01-29,10.5851,141.5578,,,,,,,219.86,150.6455,,15.91,,,,,
2007-01-30,10.6291,141.594,,,,,,,220.78,151.3987,,15.92,,,,,
2007-01-31,10.6688,141.0932,,,,,,,220.91,150.9248,,15.8,,,,,
2007-02-01,10.7046,142.6181,,,,,,,221.32,152.1299,,15.86,,,,,
2007-02-02,10.7624,142.75,,,,,,,223.22,152.7648,,16.05,,,,,
2007-02-05,10.7932,142.0364,,,,,,,224.15,152.8171,,16.25,,,,,
2007-02-06,10.779,142.9212,,,,,,,224.78,152.968,,16.2,,,,,
2007-02-07,10.7431,141.6564,,,,,,,224.72,153.7368,,16.29,,,,,
2007-02-08,10.7131,140.2314,,,,,,,226.13,152.8451,,16.25,,,,,
2007-02-09,10.6702,142.0734,,,,,,,224.38,153.5975,,16.05,,,,,
2007-02-12,10.6635,142.3253,,,,,,,226.65,152.4465,,15.62,,,,,
2007-02-13,10.7047,143.3614,,,,,,,225.71,153.2538,,15.45,,,,,
2007-02-14,10.6986,143.6189,,,,,,,226.74,154.482,,15.39,,,,,
2007-02-15,10.6939,145.9482,,,,,,,228.63,154.4848,,15.87,,,,,
2007-02-16,10.701,146.1291,,,,,,,229.4,154.2882,,15.8,,,,,
2007-02-19,10.701,146.1291,,,,,,,229.44,154.2882,,15.74,,,,,
2007-02-20,10.7058,145.4849,,,,,,,230.29,154.6461,,15.51,,,,,
2007-02-21,10.7098,144.9401,,,,,,,227.54,153.9658,,15.48,,,,,
2007-02-22,10.7211,145.947,,,,,,,226.23,154.3586,,15.31,,,,,
2007-02-23,10.6358,146.7633,,,,,,,228.06,154.498,,15.04,,,,,
2007-02-26,10.6199,147.5932,,,,,,,227.9,155.2728,,14.8,,,,,
2007-02-27,10.1951,148.5429,,,,,,,229.18,150.593,,14.75,,,,,
2007-02-28,10.2808,144.3402,,,,,,,219.93,148.5385,,14.06,,,,,
2007-03-01,10.2892,144.661,,,,,,,218.14,146.6592,,14.22,,,,,
2007-03-02,10.1672,143.7324,,,,,,,215.17,146.2048,,14.1,,,,,
2007-03-05,10.1272,140.8503,,,,,,,215.68,144.7482,,13.39,,,,,
2007-03-06,10.278,143.0481,,,,,,,212.74,145.812,,13.76,,,,,
2007-03-07,10.2249,141.9669,,,,,,,215.33,146.6116,,13.58,,,,,
2007-03-08,10.3141,143.9213,,,,,,,216.74,148.815,,14.07,,,,,
2007-03-09,10.3305,143.8508,,,,,,,220.36,149.1201,,13.96,,,,,
2007-03-12,10.3015,144.6837,,,,,,,220.69,148.5042,,14.01,,,,,
2007-03-13,10.0827,143.9226,,,,,,,220.97,146.8228,,14.07,,,,,
2007-03-14,10.1289,140.1365,,,,,,,219.18,143.0587,,13.69,,,,,
2007-03-15,10.1503,140.4521,,,,,,,213.89,145.9319,,13.73,,,,,
2007-03-16,10.0669,139.0289,,,,,,,216.93,146.0459,,13.52,,,,,
2007-03-19,10.0669,139.0289,,,,,,,216.69,146.0459,,13.76,,,,,
2007-03-20,10.2529,141.3336,,,,,,,220.72,149.2665,,14.01,,,,,
2007-03-21,10.4169,140.5785,,,,,,,221.1,149.5863,,14.25,,,,,
2007-03-22,10.3711,142.0774,,,,,,,222.08,152.2774,,14.54,,,,,
2007-03-23,10.4268,143.4938,,,,,,,225.2,153.1296,,14.57,,,,,
2007-03-26,10.4123,142.9908,,,,,104.36,,226.43,151.7241,,14.61,,,,,
2007-03-27,10.3365,142.1749,,,,,104.16,,224.19,151.8455,,14.51,,,,,
2007-03-28,10.238,142.5856,,,,,103.04,,224.89,150.9051,,14.28,,,,,
2007-03-29,10.3043,141.2124,,,,,103.27,,224.13,152.8152,,14.2,,,,,
2007-03-30,10.3092,141.3172,,,,,104.41,,226.9,152.9477,,14.39,,,,,
2007-04-02,10.287,138.4444,,,,,103.21,,227.64,153.4286,,13.82,,,,,
2007-04-03,10.3848,139.1992,,,,,105.34,,227.96,155.2691,,14.03,,,,,
2007-04-04,10.3949,141.5158,,,,,106.58,,230.3,155.7689,,14.19,,,,,
2007-04-05,10.3805,140.0538,,,,,106.66,,230.73,156.0894,,14.27,,,,,
2007-04-06,10.3805,140.0538,,,,,106.66,,230.73,156.0894,,14.27,,,,,
2007-04-09,10.3805,140.0538,,,,,106.66,,230.73,156.0894,,14.27,,,,,
2007-04-10,10.4088,140.5402,,,,,107.73,,231.28,157.2134,,14.58,,,,,
2007-04-11,10.3444,140.5756,,,,,108.13,,233.75,156.9085,,14.58,,,,,
2007-04-12,10.3637,139.2804,,,,,108.44,,232.51,156.3765,,14.49,,,,,
2007-04-13,10.3866,137.0094,,,,,107.66,,231.62,157.4896,,14.72,,,,,
2007-04-16,10.4707,137.8419,,,,,109.12,,232.05,159.4588,,15.21,,,,,
2007-04-17,10.4751,137.5556,,,,,108.74,,234.85,159.4537,,15.17,,,,,
2007-04-18,10.4723,139.75,,,,,109.9,,234.5,158.5683,,15.25,,,,,
2007-04-19,10.4415,137.5604,,,,,108.37,,234.14,158.0865,,15.0,,,,,
2007-04-20,10.5488,137.265,,,,,108.95,,232.99,160.5031,,15.48,,,,,
2007-04-23,10.5457,137.441,,,,,108.95,,235.52,160.1288,,15.64,,,,,
2007-04-24,10.4984,137.117,,,,,108.61,,236.9,158.7967,,15.95,,,,,
2007-04-25,10.5755,135.0684,,,,,107.47,,235.6,160.1072,,15.91,,,,,
2007-04-26,10.6105,135.9259,,,,,108.38,,238.88,160.6144,,16.11,,,,,
2007-04-27,10.5698,135.0318,,,,,106.42,,238.99,159.8242,,15.67,,,,,
2007-04-30,10.4941,135.0836,,,,,107.04,,237.98,160.068,,15.71,,,,,
2007-05-01,10.5613,134.6584,,,,,107.04,,237.98,160.1243,,15.71,,,,,
2007-05-02,10.6311,135.1658,,,,,107.76,,238.52,161.0083,,15.76,,,,,
2007-05-03,10.7029,135.2161,,,,,107.54,,239.31,161.3086,,15.9,,,,,
2007-05-04,10.7087,135.1195,,,,,108.75,,238.05,162.4612,,15.91,,,,,
2007-05-07,10.7087,135.1195,,,,,109.31,,239.37,162.4612,,15.93,,,,,
2007-05-08,10.7724,138.4826,,,,,109.22,,239.76,161.2045,,15.81,,,,,
2007-05-09,10.7892,139.4644,,,,,111.37,,237.09,161.5666,,15.76,,,,,
2007-05-10,10.6699,138.3231,,,,,111.14,,238.34,160.5319,,15.62,,,,,
2007-05-11,10.7666,137.524,,,,,110.84,,237.07,161.4596,,15.71,,,,,
2007-05-14,10.7347,137.8573,,,,,111.66,,237.15,161.2351,,15.91,,,,,
2007-05-15,10.6754,135.9928,,,,,110.63,,237.47,162.2008,,15.97,,,,,
2007-05-16,10.7881,135.7884,,,,,110.09,,238.37,161.9767,,16.15,,,,,
2007-05-17,10.8444,135.6263,,,,,110.09,,238.37,162.4191,,16.15,,,,,
2007-05-18,10.9141,134.8886,,,,,109.82,,238.01,164.2201,,16.3,,,,,
2007-05-21,10.961,136.0352,,,,,111.22,,240.09,164.277,,16.67,,,,,
2007-05-22,10.9495,137.7475,,,,,110.6,,239.76,164.5935,,16.76,,,,,
2007-05-23,10.9139,138.0192,,,,,111.05,,239.13,165.6742,,16.65,,,,,
2007-05-24,10.8511,138.5145,,,,,110.39,,239.97,164.3834,,16.57,,,,,
2007-05-25,10.8957,136.3015,,,,,109.67,,237.26,164.6579,,16.55,,,,,
2007-05-28,10.8957,136.3015,,,,,109.67,,237.26,164.6579,,16.55,,,,,
2007-05-29,10.8916,137.6522,,,,,110.51,,237.38,165.1653,,16.91,,,,,
2007-05-30,11.0252,138.0171,,,,,108.74,,237.2,164.8221,,16.74,,,,,
2007-05-31,11.0066,139.2252,,,,,110.39,,236.1,166.5905,,16.94,,,,,
2007-06-01,11.0791,140.4054,,,,,111.32,,237.89,168.0382,,17.15,,,,,
2007-06-04,11.0791,140.4054,,,,,113.21,,237.76,168.0382,,16.97,,,,,
2007-06-05,10.9557,140.4986,,,,,112.91,,235.87,166.4894,,16.95,,,,,
2007-06-06,10.8848,141.6646,,,,,112.57,,236.39,163.4246,,16.62,,,,,
2007-06-07,10.7213,141.5409,,,,,112.94,,232.72,161.6003,,16.57,,,,,
2007-06-08,10.9236,140.3947,,,,,112.4,,230.06,161.3455,,16.37,,,,,
2007-06-11,10.9463,140.7848,,,,,112.93,,228.67,162.9544,,16.62,,,,,
2007-06-12,10.8512,140.4058,,,,,113.04,,229.56,161.8559,,16.69,,,,,
2007-06-13,11.0292,139.3679,,,,,112.33,,228.59,162.3802,,16.54,,,,,
2007-06-14,11.0755,139.4478,,,,,114.4,,229.14,165.3186,,16.68,,,,,
2007-06-15,11.1049,139.5007,,,,,114.33,,233.3,167.5786,,16.71,,,,,
2007-06-18,11.065,140.2897,,,,,115.76,,235.94,167.3229,,16.6,,,,,
2007-06-19,11.0735,139.96,,,,,116.52,,234.94,166.9781,,16.76,,,,,
2007-06-20,10.9153,139.8439,,,,,116.74,,235.9,167.6111,,16.87,,,,,
2007-06-21,11.0,140.4431,,,,,116.36,,235.46,165.7099,,17.04,,,,,
2007-06-22,10.8336,138.7883,,,,,116.08,,233.73,165.2172,,16.95,,,,,
2007-06-25,10.7792,137.96,,,,,115.32,,232.3,164.8537,,16.87,,,,,
2007-06-26,10.7379,138.6932,,,,,114.83,,231.4,163.5716,,16.88,,,,,
2007-06-27,10.8596,137.5843,,,,,112.03,,229.24,162.714,,16.82,,,,,
2007-06-28,10.8285,137.3565,,,,,112.35,,228.41,164.4886,,16.97,,,,,
2007-06-29,10.7786,138.3185,,,,,113.5,,229.45,165.5633,,17.1,,,,,
2007-07-02,10.7957,138.8617,,,,,113.01,,230.38,165.13,,17.07,,,,,
2007-07-03,10.849,139.1871,,,,,113.75,,230.79,166.4964,,17.27,,,,,
2007-07-04,10.849,139.1871,,,,,115.69,,232.59,166.4964,,17.26,,,,,
2007-07-05,10.8636,139.2217,,,,,115.67,,233.86,166.1097,,17.28,,,,,
2007-07-06,10.8761,137.8171,,,,,116.3,,232.61,167.2103,,17.42,,,,,
2007-07-09,10.8899,138.7773,,,,,116.0,,234.25,167.5725,,17.51,,,,,
2007-07-10,10.6652,138.9494,,,,,114.87,,235.76,165.7418,,17.32,,,,,
2007-07-11,10.683,136.9642,,,,,115.31,,233.62,164.8661,,17.17,,,,,
2007-07-12,10.8887,135.9531,,,,,115.74,,232.88,167.2064,,17.36,,,,,
2007-07-13,10.919,137.8697,,,,,115.74,,235.04,167.9164,,17.57,,,,,
2007-07-16,10.899,138.0673,,,,,116.16,,235.48,168.2676,,17.58,,,,,
2007-07-17,10.8885,137.35,,,,,115.24,,235.51,167.5303,,17.54,,,,,
2007-07-18,10.849,136.0599,,,,,116.6,,234.46,165.4984,,17.56,,,,,
2007-07-19,10.8873,136.4028,,,,,117.59,,233.07,167.1551,,17.73,,,,,
2007-07-20,10.7465,137.9277,,,,,117.31,,236.08,164.7405,,17.82,,,,,
2007-07-23,10.8111,136.5416,,,,,118.33,,233.08,165.8719,,18.06,,,,,
2007-07-24,10.5943,137.8782,,,,,116.93,,233.9,163.3812,,18.04,,,,,
2007-07-25,10.7342,138.5817,,,,,115.92,,228.58,161.7256,,18.06,,,,,
2007-07-26,10.4751,138.2236,,,,,111.65,,225.62,157.5714,,18.1,,,,,
2007-07-27,10.3589,136.4379,,,,,109.9,,219.96,156.8897,,17.34,,,,,
2007-07-30,10.4421,136.9778,,,,,109.82,,219.79,156.6626,,17.41,,,,,
2007-07-31,10.3072,136.1252,,,,,106.72,,220.11,159.5708,,17.87,,,,,
2007-08-01,10.392,133.8936,,,,,107.51,,223.25,156.9468,,17.21,,,,,
2007-08-02,10.4407,133.4975,,,,,108.48,,219.28,158.3852,,17.35,,,,,
2007-08-03,10.0977,133.7367,,,,,105.9,,219.57,156.4372,,17.56,,,,,
2007-08-06,10.0977,133.7367,,,,,106.42,,217.92,156.4372,,17.09,,,,,
2007-08-07,10.4048,132.7961,,,,,108.79,,214.84,157.1771,,17.19,,,,,
2007-08-08,10.5128,131.6178,,,,,110.36,,217.35,160.2365,,17.53,,,,,
2007-08-09,10.2871,134.9483,,,,,105.84,,220.79,157.3669,,17.51,,,,,
2007-08-10,10.3108,132.1939,,,,,106.15,,216.88,153.2121,,17.12,,,,,
2007-08-13,10.3548,131.968,,,,,105.76,,211.65,156.3057,,17.38,,,,,
2007-08-14,10.2001,133.3075,,,,,102.2,,215.19,154.6436,,17.38,,,,,
2007-08-15,10.1359,131.5238,,,,,102.2,,215.19,154.1225,,17.38,,,,,
2007-08-16,10.2216,133.3724,,,,,94.47,,213.67,149.0901,,16.53,,,,,
2007-08-17,10.3829,125.0419,,,,,98.63,,205.15,151.7784,,16.25,,,,,
2007-08-20,10.4108,128.1512,,,,,101.8,,206.67,152.7594,,16.79,,,,,
2007-08-21,10.4144,130.8365,,,,,102.03,,209.17,153.0404,,16.2,,,,,
2007-08-22,10.5174,129.4632,,,,,104.72,,209.14,155.4379,,16.5,,,,,
2007-08-23,10.46,131.5004,,,,,104.78,,213.6,155.5881,,16.27,,,,,
2007-08-24,10.532,130.6755,,,,,106.86,,214.31,156.2138,,16.41,,,,,
2007-08-27,10.4398,130.6574,,,,,107.42,,215.59,156.4166,,16.85,,,,,
2007-08-28,10.1938,131.6415,,,,,105.27,,216.28,153.9487,,16.94,,,,,
2007-08-29,10.4153,129.1819,,,,,105.38,,212.96,154.8616,,17.01,,,,,
2007-08-30,10.3804,129.3862,,,,,107.76,,214.41,156.6358,,17.16,,,,,
2007-08-31,10.5,132.6518,,,,,107.56,,216.06,158.5579,,17.49,,,,,
2007-09-03,10.5,132.6518,,,,,108.95,,218.27,158.5579,,17.69,,,,,
2007-09-04,10.6449,131.7099,,,,,109.54,,219.17,159.798,,17.79,,,,,
2007-09-05,10.4772,129.9304,,,,,109.09,,219.7,156.6895,,17.75,,,,,
2007-09-06,10.4935,129.7036,,,,,110.22,,214.8,157.2473,,17.88,,,,,
2007-09-07,10.2625,129.974,,,,,108.24,,213.85,153.7012,,17.84,,,,,
2007-09-10,10.2282,127.1488,,,,,108.25,,209.3,152.4437,,17.68,,,,,
2007-09-11,10.3359,126.4534,,,,,108.69,,207.19,154.6995,,17.75,,,,,
2007-09-12,10.3004,125.6217,,,,,109.75,,209.95,155.0066,,17.73,,,,,
2007-09-13,10.3908,123.9495,,,,,111.06,,208.51,156.3596,,17.84,,,,,
2007-09-14,10.4021,126.3736,,,,,110.62,,208.92,155.2152,,17.73,,,,,
2007-09-17,10.3498,126.4336,,,,,109.12,,207.91,153.5546,,17.62,,,,,
2007-09-18,10.6506,122.8026,,,,,112.2,,205.09,156.2071,,17.85,,,,,
2007-09-19,10.6479,126.2537,,,,,115.03,,208.62,160.5918,,18.4,,,,,
2007-09-20,10.4811,127.018,,,,,114.71,,213.32,159.701,,18.69,,,,,
2007-09-21,10.524,124.9006,,,,,116.48,,211.64,160.3485,,18.89,,,,,
2007-09-24,10.4705,125.3841,,,,,117.36,,212.66,160.0232,,19.22,,,,,
2007-09-25,10.4438,127.7072,,,,,116.83,,213.5,158.6513,,19.07,,,,,
2007-09-26,10.503,126.8805,,,,,119.2,,211.95,160.004,,19.1,,,,,
2007-09-27,10.522,129.8223,,,,,119.85,,214.05,161.0249,,19.33,,,,,
2007-09-28,10.4385,130.0646,,,,,120.5,,214.77,160.7915,,19.46,,,,,
2007-10-01,10.561,129.108,,,,,122.79,,214.59,161.9765,,19.44,,,,,
2007-10-02,10.6247,131.5409,,,,,122.29,,217.03,162.6912,,19.51,7.1,,,,
2007-10-03,10.5841,132.4503,,,,,121.02,,218.24,162.8293,,19.99,7.1,,,,
2007-10-04,10.6139,132.135,,,,,122.04,,218.55,162.7946,,20.16,7.13,,,,
2007-10-05,10.7122,131.8713,,,,,124.56,,219.02,164.2087,,19.92,7.07,,,,
2007-10-08,10.7366,131.6019,,,,,124.78,,220.68,163.7334,,19.79,7.1,,,,
2007-10-09,10.8053,132.1943,,,,,125.94,,220.46,164.3951,,20.47,7.08,,,,
2007-10-10,10.7302,131.273,,,,,126.43,,222.22,164.3859,,20.65,7.08,,,,
2007-10-11,10.6198,131.583,,,,,126.07,,221.98,165.541,,20.88,7.06,,,,
2007-10-12,10.7199,131.0349,,,,,125.91,,222.85,165.5785,,20.61,6.97,,,,
2007-10-15,10.5899,130.2915,,,,,125.17,,222.65,164.0377,,21.2,6.94,,,,
2007-10-16,10.5711,129.4432,,,,,122.52,,221.02,163.2768,,21.4,6.86,,,,
2007-10-17,10.5602,127.023,,,,,124.91,,220.05,164.3538,,20.87,6.86,,,,
2007-10-18,10.4908,128.6901,,,,,123.12,,220.03,163.3838,,19.82,6.85,,,,
2007-10-19,10.2429,127.6501,,,,,119.64,,218.12,162.8691,,19.32,6.83,,,,
2007-10-22,10.358,127.1968,,,,,120.0,,217.64,160.7557,,19.17,6.75,,,,
2007-10-23,10.3786,126.1894,,,,,120.42,,213.94,162.0397,,20.51,6.77,,,,
2007-10-24,10.3628,126.4042,,,,,121.46,,216.33,161.1652,,20.65,6.71,,,,
2007-10-25,10.2966,124.1043,,,,,123.73,,214.47,163.1682,,20.81,6.79,,,,
2007-10-26,10.3803,125.8702,,,,,126.72,,217.04,164.0811,,21.23,7.04,,,,
2007-10-29,10.3803,125.8702,,,,,126.07,,217.78,164.0811,,21.79,7.11,,,,
2007-10-30,10.3259,127.4684,,,,,125.46,,218.1,164.5192,,21.58,7.08,,,,
2007-10-31,10.4181,127.3041,,,,,128.09,,218.1,165.7083,,21.71,7.11,,,,
2007-11-01,10.1682,129.3943,,,,,128.09,,217.85,163.2505,,21.71,7.1,,,,
2007-11-02,10.1436,126.2523,,,,,122.35,,215.79,162.8284,,21.55,6.95,,,,
2007-11-05,10.1016,124.632,,,,,123.42,,215.24,161.8832,,21.37,6.98,,,,
2007-11-06,10.1668,123.9513,,,,,125.51,,213.21,162.4447,,21.1,7.08,,,,
2007-11-07,9.7952,122.8668,,,,,123.42,,212.84,161.714,,20.9,7.04,,,,
2007-11-08,9.7737,120.0845,,,,,124.28,,211.07,160.4208,,20.63,6.83,,,,
2007-11-09,9.6408,120.5654,,,,,121.22,,207.6,158.1314,,20.56,6.89,,,,
2007-11-12,9.6378,120.1223,,,,,118.37,,202.8,158.3005,,20.44,6.76,,,,
2007-11-13,9.8756,118.4547,,,,,120.86,,203.23,158.3923,,20.68,6.73,,,,
2007-11-14,9.7474,119.8885,,,,,120.22,,202.95,159.3422,,21.53,6.86,,,,
2007-11-15,9.6618,120.8513,,,,,117.81,,205.06,157.7101,,21.58,6.89,,,,
2007-11-16,9.7088,118.8999,,,,,118.73,,202.85,156.8825,,21.55,6.78,,,,
2007-11-19,9.5264,118.0453,,,,,115.87,,202.22,154.2395,,21.74,6.66,,,,
2007-11-20,9.4884,118.2203,,,,,114.84,,196.5,155.8247,,20.94,6.49,,,,
2007-11-21,9.3101,117.1515,,,,,110.93,,197.77,152.3798,,20.18,6.2,,,,
2007-11-22,9.3101,117.1515,,,,,110.85,,192.44,152.3798,,19.96,6.23,,,,
2007-11-23,9.4826,117.7286,,,,,114.09,,193.04,155.1049,,20.24,6.24,,,,
2007-11-26,9.2379,119.6226,,,,,114.05,,195.92,154.284,,20.6,6.45,,,,
2007-11-27,9.3626,119.948,,,,,112.29,,195.37,153.7132,,20.51,6.45,,,,
2007-11-28,9.7001,118.9263,,,,,115.5,,194.43,157.3278,,20.53,6.41,,,,
2007-11-29,9.6953,122.333,,,,,117.18,,198.77,158.1747,,20.53,6.6,,,,
2007-11-30,9.8325,123.1491,,,,,118.49,,198.89,160.1038,,21.21,6.73,,,,
2007-12-03,9.7918,123.7198,,,,,117.81,,201.23,159.3007,,21.67,6.78,,,,
2007-12-04,9.6653,122.4679,,,,,115.56,,200.87,157.6148,,21.64,6.83,,,,
2007-12-05,9.8808,122.6979,,,,,117.11,,198.58,160.2001,,22.02,6.92,,,,
2007-12-06,10.0541,124.7055,,,,,118.61,,201.9,160.3397,,22.06,7.04,,,,
2007-12-07,10.014,124.8933,,,,,118.8,,201.04,161.5263,,22.13,7.04,,,,
2007-12-10,10.0478,124.0383,,,,,119.55,,201.83,162.3428,,22.05,6.92,,,,
