,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Sweden,Spain,Italy,Belgium,Norway,Israel,Ireland,Austria,China,Taiwan,India,Korea,Brazil,Saudi Arabia,South Africa,Mexico,Indonesia,Turkiye,Poland,Argentina,Russia
1999-01-01,1.67,0.2,2.0,0.66,0.24,0.07,0.24,,2.18,-0.22,1.54,1.49,0.97,2.4,7.7,1.46,0.5,-1.2,0.39,9.38,1.46,1.65,-1.66,8.88,19.02,70.64,65.9,6.9,0.5,96.92
1999-02-01,1.61,-0.1,1.9,0.66,0.18,0.29,0.12,1.19,2.11,-0.1,1.84,1.39,0.98,2.11,7.1,1.59,0.49,-1.3,2.1,8.64,0.17,2.24,-1.85,8.63,18.54,53.41,63.93,5.6,0.0,103.24
1999-03-01,1.73,-0.4,2.1,0.99,0.35,0.47,0.24,,2.15,0.13,2.24,1.3,1.23,2.24,6.96,1.3,0.41,-1.8,-0.46,8.95,0.51,3.02,-1.36,7.89,18.26,45.42,63.54,6.2,-0.6,107.58
1999-04-01,2.28,-0.1,2.0,1.65,0.42,0.59,0.6,,2.11,0.06,2.36,1.48,1.17,2.52,5.95,1.43,0.19,-1.3,-0.9,8.36,0.42,3.35,-2.3,7.62,18.23,37.97,63.86,6.3,-0.7,113.06
1999-05-01,2.09,-0.4,1.7,1.53,0.41,0.58,0.48,1.04,2.24,0.08,2.23,1.48,0.85,2.52,6.08,1.43,0.49,-2.2,0.49,7.71,0.76,3.14,-1.39,7.02,18.01,30.74,62.97,6.4,-1.2,116.71
1999-06-01,1.96,-0.3,1.8,1.64,0.32,0.57,0.48,,2.28,0.43,2.18,1.38,0.75,2.38,5.9,1.28,0.41,-2.68,-0.84,5.26,0.6,3.32,-1.59,7.22,17.39,24.53,64.27,6.5,-1.3,120.67
1999-07-01,2.14,-0.1,1.7,1.86,0.38,0.74,0.59,,1.97,0.22,2.25,1.66,0.65,2.1,6.36,1.14,0.41,-1.4,-0.81,3.16,0.25,4.57,-1.25,4.85,17.04,13.5,65.0,6.3,-1.5,126.51
1999-08-01,2.26,0.3,1.6,2.08,0.49,0.95,0.71,1.78,2.51,0.73,2.41,1.66,0.92,1.96,6.33,1.56,0.49,-1.7,1.14,3.15,0.94,5.69,-0.76,3.27,16.58,5.78,65.4,7.2,-1.9,121.03
1999-09-01,2.63,-0.2,1.6,2.63,0.69,1.22,0.71,,2.15,1.04,2.53,1.84,1.18,2.09,5.21,1.42,0.49,-0.8,0.58,2.14,0.76,6.25,-1.38,1.93,15.83,1.25,64.27,8.0,-2.0,62.03
1999-10-01,2.56,-0.7,1.5,2.29,0.81,1.24,0.72,,2.0,0.94,2.48,2.03,1.3,2.5,2.74,1.56,0.79,-0.6,0.41,0.92,1.18,7.5,-1.18,1.71,14.91,1.57,64.7,8.7,-1.7,57.12
1999-11-01,2.62,-1.2,1.5,2.18,0.91,1.3,0.95,1.92,2.13,0.92,2.74,2.12,1.53,2.78,1.28,1.99,0.77,-0.9,-0.89,0.0,1.35,8.65,-1.03,1.92,13.92,1.59,64.55,9.2,-1.8,50.52
1999-12-01,2.68,-1.1,1.5,2.63,1.25,1.67,1.19,,2.06,1.31,2.92,2.11,1.93,2.77,1.28,3.41,1.37,-1.0,0.15,0.47,1.35,8.94,-0.22,2.24,12.32,1.93,68.79,9.8,-1.8,36.56
2000-01-01,2.74,-0.9,1.2,2.19,1.54,1.59,1.55,,1.8,0.45,2.88,2.2,1.78,2.9,1.14,4.02,1.15,-0.2,0.51,2.62,1.89,8.85,0.0,2.65,11.02,0.29,68.88,10.1,-1.4,28.93
2000-02-01,3.22,-0.6,1.2,2.73,1.36,1.62,1.55,2.8,1.91,0.93,2.96,2.38,1.94,3.17,1.58,4.28,1.64,0.7,0.91,3.61,1.77,7.86,-0.5,2.33,10.52,-0.9,69.75,10.4,-1.3,25.11
2000-03-01,3.76,-0.5,1.0,3.04,1.49,1.48,1.55,,1.94,1.03,2.92,2.47,2.25,2.6,1.45,4.69,1.94,-0.2,1.11,4.83,2.11,6.92,-0.8,3.39,10.11,-1.17,67.9,10.3,-1.1,22.49
2000-04-01,3.07,-0.8,0.9,2.16,1.21,1.4,1.07,,1.88,0.72,2.96,2.28,2.05,2.6,1.73,4.81,1.86,-0.3,1.24,5.54,1.44,6.77,-0.8,4.55,9.73,0.06,63.82,9.8,-1.1,19.95
2000-05-01,3.19,-0.7,1.0,2.37,1.4,1.58,0.95,3.08,2.18,1.01,3.14,2.46,2.17,2.87,1.86,5.21,1.75,0.1,1.59,5.01,1.1,6.47,-1.5,5.08,9.48,1.2,62.67,10.0,-1.0,19.4
2000-06-01,3.73,-0.7,1.2,2.8,1.66,1.84,1.3,,2.46,0.84,3.43,2.73,2.74,3.28,2.0,5.62,2.73,0.5,1.35,5.24,2.22,6.51,-1.2,5.16,9.41,2.03,58.62,10.2,-1.1,20.15
2000-07-01,3.66,-0.5,1.2,2.9,1.77,1.89,1.3,,2.31,0.8,3.61,2.63,2.79,3.15,1.99,6.2,2.81,0.5,1.44,4.95,2.98,7.06,-1.5,5.99,9.12,4.46,56.21,11.6,-0.9,18.94
2000-08-01,3.41,-0.8,1.0,2.57,1.79,1.12,1.18,6.11,2.21,0.87,3.6,2.63,2.88,3.58,0.85,6.16,2.73,0.3,0.27,3.99,2.45,7.86,-1.2,6.86,9.1,5.96,53.17,10.7,-0.7,18.73
2000-09-01,3.45,-0.8,1.3,2.67,2.15,1.44,1.65,,2.97,0.87,3.67,2.63,3.37,3.54,0.0,6.28,3.03,0.0,1.62,3.5,3.52,7.77,-1.2,6.94,8.85,6.64,48.96,10.3,-0.7,18.54
2000-10-01,3.45,-0.9,1.4,2.77,1.95,1.33,1.66,,3.06,0.97,3.97,2.62,2.97,3.12,-0.14,6.83,2.8,0.0,1.01,2.75,2.64,6.65,-1.5,7.03,8.91,7.81,44.44,9.9,-0.5,19.41
2000-11-01,3.45,-0.5,1.5,3.21,2.14,1.91,1.53,5.79,2.92,1.31,4.07,2.7,3.09,3.24,0.0,7.1,3.1,1.3,2.25,2.74,2.2,5.99,-1.5,7.02,8.87,9.13,43.76,9.3,-0.7,19.75
2000-12-01,3.39,-0.2,1.2,3.2,1.64,1.49,2.0,,2.66,0.98,3.96,2.7,2.5,2.97,0.0,5.78,2.59,0.4,1.64,3.48,2.78,5.97,-1.8,6.99,8.96,9.34,39.03,8.5,-0.7,20.2
2001-01-01,3.73,-0.3,1.2,2.99,1.21,1.3,1.41,,3.75,1.5,3.65,2.96,2.2,3.22,-0.14,5.24,3.01,1.2,2.35,3.25,3.44,5.92,-2.0,7.12,8.11,8.28,35.92,7.4,-1.5,20.71
2001-02-01,3.53,-0.3,1.2,2.87,1.36,0.78,1.88,6.03,4.03,1.39,3.85,2.95,2.26,3.61,0.14,5.34,2.72,0.0,-1.02,3.02,3.63,6.27,-1.51,7.76,7.09,9.12,33.42,6.6,-1.7,22.19
2001-03-01,2.92,-0.7,1.3,2.43,1.34,0.98,1.88,,4.07,1.66,3.87,2.77,2.09,3.74,0.71,5.43,2.62,0.8,0.42,2.53,4.01,6.44,-1.11,7.38,7.17,10.61,37.51,6.2,-1.0,23.67
2001-04-01,3.27,-0.7,1.5,3.49,1.83,1.17,2.34,,4.48,2.63,3.98,3.12,2.78,3.86,1.13,5.67,3.2,1.6,0.42,2.28,4.83,6.61,-1.01,6.47,7.11,10.51,48.27,6.6,-0.2,24.77
2001-05-01,3.62,-0.7,1.9,3.9,2.26,1.77,2.82,6.13,4.49,2.84,4.2,3.02,3.13,4.26,0.84,5.49,3.32,1.7,-0.22,2.5,5.26,7.04,-1.01,6.45,6.95,10.83,52.39,6.9,0.2,24.81
2001-06-01,3.25,-0.8,1.9,3.35,2.06,1.58,2.45,,4.2,2.71,4.23,3.01,2.93,3.7,0.7,5.32,2.72,1.4,-0.14,3.39,5.03,7.35,-1.11,6.31,6.57,12.12,56.1,6.2,-0.3,23.68
2001-07-01,2.72,-0.8,1.7,2.71,2.02,1.35,2.09,,4.32,2.67,3.86,2.92,2.65,2.79,0.84,4.77,2.74,1.5,0.09,4.04,4.81,7.05,-1.01,5.26,5.88,13.03,56.33,5.2,-1.1,22.05
2001-08-01,2.72,-0.7,2.1,2.82,1.82,1.05,2.1,2.47,4.25,2.85,3.68,2.83,2.68,2.66,1.83,4.49,2.54,1.0,0.44,5.19,4.69,6.41,-1.22,4.64,5.93,12.24,57.5,5.1,-1.2,20.88
2001-09-01,2.65,-0.8,1.7,2.6,1.49,0.68,1.86,,4.26,2.99,3.39,2.65,2.25,2.24,2.69,4.6,2.54,-0.1,-0.51,4.73,3.25,6.46,-1.12,4.42,6.14,13.01,61.8,4.3,-1.1,20.02
2001-10-01,2.13,-0.8,1.6,1.87,1.68,0.63,1.86,,3.98,2.49,3.02,2.46,2.35,2.24,2.11,4.18,2.45,0.2,0.97,4.23,3.35,7.19,-0.91,4.02,5.89,12.47,66.47,4.0,-1.7,18.82
2001-11-01,1.9,-1.0,1.2,0.62,1.18,0.29,1.51,3.15,3.86,2.47,2.69,2.37,2.13,1.7,1.55,3.77,1.97,-0.3,-1.13,4.89,3.37,7.61,-0.81,4.31,5.39,12.91,67.29,3.6,-1.6,18.63
2001-12-01,1.55,-1.2,1.4,0.72,1.35,0.33,1.61,,4.16,2.66,2.71,2.37,2.18,2.1,1.41,4.29,1.98,-0.3,-1.68,5.16,3.16,7.67,-0.61,4.59,4.4,12.54,68.53,3.6,-1.5,18.58
2002-01-01,1.14,-1.4,1.8,1.35,2.26,0.52,2.08,,4.02,2.71,2.53,2.36,2.9,1.43,3.26,4.98,2.17,-1.0,-1.67,4.94,2.64,7.62,-0.31,5.01,4.79,14.56,73.16,3.4,0.6,18.96
2002-02-01,1.14,-1.6,1.7,1.45,2.1,0.65,1.84,2.98,3.68,2.59,2.28,2.35,2.63,0.77,4.25,4.68,1.87,0.0,1.47,5.19,2.63,7.51,0.0,5.97,4.79,14.88,73.08,3.5,4.0,17.66
2002-03-01,1.48,-1.2,1.7,1.85,2.09,0.51,2.07,,3.63,2.71,2.7,2.52,2.67,0.9,4.38,4.77,1.86,-0.8,0.01,5.17,2.31,7.75,-0.1,6.32,4.66,14.21,65.11,3.3,7.9,16.76
2002-04-01,1.64,-1.1,1.6,1.74,1.99,1.1,1.49,,3.55,2.27,3.55,2.34,1.82,0.64,5.04,4.73,1.76,-1.3,0.21,4.69,2.5,7.98,-0.2,7.62,4.7,13.44,52.72,3.0,18.4,16.04
2002-05-01,1.18,-0.9,1.2,1.12,1.48,0.65,1.26,2.82,3.23,1.84,3.53,2.33,1.34,0.38,5.58,4.7,1.85,-1.1,-0.25,4.66,2.98,7.77,0.0,7.73,4.68,13.09,46.22,1.9,23.0,15.94
2002-06-01,1.07,-0.7,1.1,1.22,1.41,0.33,1.14,,3.28,1.84,3.19,2.15,0.87,0.38,6.68,4.29,1.75,-0.8,0.1,4.16,2.59,7.66,-0.2,8.14,4.94,11.57,42.6,1.6,28.4,14.69
2002-07-01,1.46,-0.8,1.4,2.13,1.62,-0.05,1.14,,3.28,2.0,2.22,2.24,1.28,1.55,6.93,4.05,1.55,-0.9,0.42,3.89,2.11,7.51,0.31,9.96,5.51,10.02,41.28,1.3,32.9,15.0
2002-08-01,1.8,-0.9,1.3,2.54,1.85,0.47,1.26,3.21,3.25,1.8,2.27,2.41,1.26,1.29,6.35,4.42,1.95,-0.7,-0.26,3.86,2.38,7.46,0.62,10.76,5.29,10.57,40.24,1.2,36.5,15.09
2002-09-01,1.51,-0.7,1.2,2.33,1.85,0.5,1.26,,3.1,1.72,2.67,2.58,1.26,1.42,6.34,4.4,1.65,-0.7,-0.76,4.3,3.06,7.93,0.72,11.42,4.95,10.54,37.05,1.3,38.5,14.86
2002-10-01,2.03,-0.9,1.5,3.16,1.95,1.24,1.26,,2.96,2.33,3.79,2.66,1.3,1.8,7.02,4.64,1.74,-0.8,-1.69,4.06,2.77,8.45,0.61,13.19,4.94,10.34,33.45,1.1,39.4,14.84
2002-11-01,2.2,-0.4,1.6,4.42,2.22,0.92,1.15,2.92,2.78,2.04,4.03,2.83,1.1,2.19,6.65,4.76,1.75,-0.7,-0.55,3.6,3.45,10.93,0.82,14.01,5.39,10.4,31.77,0.9,40.6,15.12
2002-12-01,2.38,-0.3,1.7,3.8,2.27,0.89,1.14,,2.74,2.08,4.0,2.83,1.37,2.7,6.66,4.99,1.84,-0.4,0.76,3.2,3.73,12.53,0.72,13.51,5.7,9.92,29.75,0.8,40.9,15.06
2003-01-01,2.6,-0.4,1.4,4.51,1.99,0.85,1.02,,2.36,2.66,3.71,2.81,1.21,5.0,5.62,4.74,1.74,0.4,1.08,3.43,3.81,14.47,0.51,12.54,5.16,8.66,26.38,0.5,39.5,14.29
2003-02-01,2.98,-0.2,1.6,4.68,2.57,0.95,1.24,3.29,2.43,3.32,3.84,2.63,1.75,4.99,5.03,5.09,1.74,0.2,-1.51,3.86,3.89,15.85,0.31,11.08,5.52,7.64,26.12,0.5,36.1,14.82
2003-03-01,3.02,-0.1,1.6,4.25,2.54,1.34,1.13,,2.5,2.97,3.71,2.71,1.75,3.83,5.01,4.92,1.83,0.9,-0.17,4.06,4.52,16.57,0.41,10.62,5.64,7.11,27.08,0.6,31.7,14.78
2003-04-01,2.22,-0.1,1.5,2.91,2.01,0.67,0.9,,2.11,2.16,3.15,2.7,1.47,2.93,3.07,4.27,1.34,1.0,-0.11,5.12,3.75,16.77,0.41,9.01,5.25,7.63,25.76,0.3,19.4,14.62
2003-05-01,2.06,-0.2,1.3,2.81,1.76,0.41,0.56,2.61,2.01,1.78,2.68,2.7,1.04,2.03,1.72,3.52,1.05,0.7,0.31,4.66,3.18,17.24,0.51,8.48,4.7,7.07,26.23,0.4,14.3,13.62
2003-06-01,2.11,-0.4,1.2,2.6,1.97,0.55,0.9,,1.88,1.65,2.75,2.7,1.62,1.78,-0.26,3.51,1.15,0.3,-0.56,4.41,2.99,16.57,0.82,7.37,4.27,6.94,25.6,0.8,10.2,13.93
2003-07-01,2.11,-0.2,1.3,2.09,1.86,0.27,1.01,,2.11,1.66,2.82,2.69,1.47,1.53,-1.55,3.28,1.15,0.5,-0.98,4.16,3.19,15.43,1.12,5.15,4.13,6.2,23.58,0.8,7.3,13.91
2003-08-01,2.16,-0.3,1.4,1.98,1.87,0.54,1.13,2.59,2.09,1.57,2.99,2.77,1.79,2.17,-1.17,3.26,1.24,0.9,-0.58,3.1,2.98,15.07,0.71,4.82,4.04,6.59,21.13,0.7,4.9,13.35
2003-09-01,2.32,-0.2,1.3,2.18,2.07,0.53,1.01,,1.98,1.53,2.92,2.77,1.8,2.03,-1.94,2.89,1.43,1.1,-0.21,2.89,3.33,15.14,0.81,3.2,4.04,6.34,18.64,0.9,3.5,13.28
2003-10-01,2.04,0.0,1.3,1.58,2.13,0.45,1.13,,1.95,1.27,2.59,2.59,1.58,1.64,-2.57,2.4,1.05,1.8,-0.05,3.29,3.71,13.98,0.61,0.9,3.96,6.41,15.93,1.3,3.9,13.2
2003-11-01,1.76,-0.5,1.3,1.58,2.25,0.51,1.25,2.45,1.99,1.31,2.77,2.5,1.85,1.39,-1.82,2.27,1.33,3.0,-0.46,3.07,3.43,11.02,0.51,-1.43,3.98,5.53,14.08,1.6,3.6,12.48
2003-12-01,1.88,-0.4,1.3,2.08,2.18,0.59,1.12,,1.69,1.27,2.6,2.5,1.74,0.62,-1.95,1.9,1.24,3.2,-0.05,3.72,3.42,9.3,0.61,-1.63,3.98,5.16,12.71,1.7,3.7,11.99
2004-01-01,1.93,-0.3,1.5,1.27,1.99,0.17,1.12,,1.35,0.72,2.3,2.24,1.59,-1.83,-2.21,1.79,1.14,3.2,0.01,4.35,3.4,7.71,0.91,-2.0,4.2,4.84,10.59,1.6,2.7,11.28
2004-02-01,1.69,0.0,1.4,0.68,1.71,0.09,0.78,2.04,1.19,-0.4,2.14,2.32,1.26,-1.83,-2.46,1.65,1.42,2.1,0.63,4.13,3.29,6.69,1.12,-1.59,4.53,4.55,9.48,1.6,2.3,10.58
2004-03-01,1.74,-0.1,1.2,0.78,1.7,-0.1,1.0,,1.1,-0.16,2.14,2.31,1.12,-0.61,-2.84,1.41,1.51,3.0,0.88,3.49,3.07,5.89,0.92,-1.7,4.23,5.13,8.4,1.7,2.3,10.25
2004-04-01,2.29,-0.4,1.1,1.66,2.11,0.55,1.68,,1.33,0.22,2.7,2.3,1.93,0.25,-1.42,1.4,1.61,3.8,0.94,2.23,3.25,5.26,0.61,-1.82,4.21,5.87,7.87,2.2,3.1,10.22
2004-05-01,3.05,-0.5,1.4,2.44,2.61,0.94,2.13,2.54,1.57,0.58,3.4,2.3,2.6,1.0,-0.65,1.76,2.08,4.4,0.91,2.83,3.35,5.15,0.41,-1.8,4.29,6.5,7.31,3.4,4.2,10.15
2004-06-01,3.27,0.0,1.5,2.54,2.45,1.11,1.79,,1.39,0.42,3.5,2.38,2.25,1.25,0.0,2.22,2.27,5.0,1.73,3.02,3.63,6.06,0.2,-1.54,4.37,6.78,7.08,4.4,4.9,10.13
2004-07-01,2.99,-0.1,1.4,2.34,2.4,0.86,1.78,,1.16,0.62,3.36,2.29,2.41,1.5,0.53,2.59,2.17,5.3,3.32,3.19,4.36,6.81,0.2,-0.84,4.49,7.26,7.8,4.6,4.9,10.36
2004-08-01,2.65,-0.2,1.4,1.85,2.38,1.0,1.9,2.28,1.18,0.53,3.34,2.29,2.26,1.0,0.53,2.69,2.26,5.3,2.54,4.61,4.79,7.18,0.4,-1.25,4.82,6.63,8.44,4.6,5.3,11.28
2004-09-01,2.54,0.0,1.2,1.84,2.09,0.86,1.79,,1.07,0.53,3.22,2.12,2.04,1.12,0.92,2.57,2.07,5.2,2.78,4.81,3.85,6.7,0.0,-0.55,5.06,6.24,8.01,4.4,5.9,11.38
2004-10-01,3.19,0.5,1.3,2.33,2.13,1.29,1.9,,1.38,0.76,3.58,2.04,2.87,1.37,0.92,2.69,2.64,4.3,2.38,4.57,3.76,6.86,0.4,0.51,5.4,6.21,9.43,4.5,5.7,11.53
2004-11-01,3.52,0.8,1.5,2.42,2.07,1.52,1.9,2.52,1.34,0.39,3.51,1.87,2.55,1.24,0.93,2.92,2.63,2.8,1.52,4.17,3.32,7.24,0.61,2.26,5.43,6.23,9.47,4.5,5.4,11.7
2004-12-01,3.26,0.2,1.8,2.13,2.08,1.33,2.22,,1.11,0.28,3.23,2.03,2.28,1.12,1.33,2.68,2.91,2.4,1.64,3.78,3.04,7.6,0.4,2.2,5.19,6.47,9.35,4.4,6.1,11.74
2005-01-01,2.97,-0.1,1.7,1.94,1.51,1.2,1.44,,1.49,-0.03,3.08,1.87,2.26,1.0,0.8,2.22,2.91,1.9,0.48,4.37,3.4,7.41,0.0,2.06,4.54,7.23,9.24,3.7,7.2,12.7
2005-02-01,3.01,-0.3,1.7,2.13,1.71,1.41,1.66,2.37,1.67,0.69,3.3,1.94,2.56,0.99,0.8,2.32,2.83,3.9,1.93,4.17,3.36,7.39,-0.2,1.8,4.27,7.16,8.69,3.6,8.1,12.96
2005-03-01,3.15,-0.2,2.0,2.31,1.94,1.44,1.77,,1.73,0.13,3.4,1.94,3.08,0.99,0.8,2.08,2.97,2.7,2.3,4.17,2.99,7.54,0.0,1.94,4.39,8.85,7.94,3.4,9.2,13.63
2005-04-01,3.51,0.0,1.9,2.4,1.88,1.42,1.21,,1.58,0.26,3.47,1.85,2.75,1.36,0.26,2.31,2.76,1.8,1.64,4.96,3.09,8.07,0.2,2.13,4.6,8.13,8.18,3.0,8.8,13.77
2005-05-01,2.8,0.2,1.9,1.62,1.57,1.08,1.21,2.48,1.35,0.08,3.06,1.93,2.52,1.6,0.26,2.42,2.39,1.8,2.3,3.74,3.08,8.05,0.3,1.87,4.6,7.4,8.7,2.5,8.6,13.84
2005-06-01,2.53,-0.5,2.0,1.71,1.65,0.68,1.32,,1.67,0.55,3.14,1.76,2.88,1.6,0.39,2.17,2.31,1.6,2.38,3.32,2.77,7.27,0.61,1.58,4.33,7.46,8.95,1.4,9.0,13.68
2005-07-01,3.17,-0.3,2.3,2.0,1.67,1.19,1.53,,1.66,0.33,3.29,2.08,3.14,1.48,1.44,2.41,2.4,1.8,2.4,4.06,2.55,6.57,0.3,2.13,4.47,7.81,7.82,1.3,9.6,13.16
2005-08-01,3.64,-0.3,2.4,2.58,1.84,0.96,1.53,3.09,1.79,0.64,3.29,2.0,3.12,1.86,1.57,2.17,2.02,1.3,3.56,3.45,1.97,6.02,0.4,2.5,3.95,8.32,7.91,1.6,9.7,12.53
2005-09-01,4.69,-0.3,2.5,3.24,2.14,1.4,1.86,,1.82,0.6,3.74,2.0,3.15,1.97,1.83,3.08,2.23,0.9,3.15,3.63,2.48,6.04,0.81,2.56,3.51,9.06,7.99,1.8,10.3,12.33
2005-10-01,4.35,-0.7,2.4,2.57,1.85,1.33,1.86,,1.7,0.48,3.51,2.24,2.47,1.84,2.62,2.96,1.95,1.2,2.74,4.18,2.28,6.36,1.01,2.39,3.05,17.93,7.52,1.6,10.7,11.68
2005-11-01,3.46,-0.8,2.2,1.99,1.59,0.95,1.76,2.82,1.74,0.82,3.41,2.23,2.56,1.84,2.62,2.61,1.46,1.3,2.5,5.33,2.49,6.22,1.11,1.77,2.91,18.35,7.61,1.0,12.0,11.27
2005-12-01,3.42,-0.1,2.1,2.09,1.6,1.01,1.41,,2.08,0.88,3.74,1.99,2.88,1.84,2.36,2.38,1.4,1.6,2.2,5.57,2.62,5.69,1.21,2.02,3.33,17.08,7.72,0.7,12.3,10.92
2006-01-01,3.99,-0.1,2.2,2.75,2.06,1.29,1.86,,1.32,0.61,4.19,2.23,2.62,1.85,2.64,2.98,1.21,1.9,2.67,4.37,2.22,5.7,1.51,2.1,3.94,17.06,7.93,0.6,12.1,10.71
2006-02-01,3.6,-0.1,2.2,2.18,1.83,1.38,1.85,2.92,1.08,0.61,3.97,2.14,2.39,2.58,3.16,3.18,1.21,0.9,0.98,4.57,2.02,5.51,1.61,2.18,3.75,17.94,8.15,0.7,11.5,11.18
2006-03-01,3.36,-0.2,2.0,2.16,1.47,1.03,1.41,,0.94,1.12,3.89,2.06,1.7,2.33,3.69,3.4,1.0,0.8,0.41,4.57,2.0,5.32,2.12,1.86,3.41,15.73,8.16,0.4,11.1,10.61
2006-04-01,3.55,-0.1,2.2,2.44,1.71,1.06,1.96,,1.22,1.48,3.86,2.21,1.96,2.68,3.66,3.83,1.7,1.2,1.22,4.65,2.0,4.63,2.42,1.8,3.2,15.4,8.83,0.7,11.6,9.77
2006-05-01,4.17,0.1,2.4,2.81,2.07,1.36,1.74,4.0,1.38,1.57,4.03,2.2,2.18,2.31,3.26,3.93,1.7,1.4,1.59,5.93,2.3,4.23,2.22,2.43,3.0,15.59,9.86,0.9,11.5,9.42
2006-06-01,4.32,0.5,2.6,2.43,1.96,1.56,1.84,,1.35,1.51,3.95,2.28,1.87,2.18,3.26,3.81,1.5,1.5,1.73,7.27,2.41,4.03,2.12,3.4,3.18,15.54,10.12,0.8,11.0,9.03
2006-07-01,4.15,0.3,2.5,2.33,1.94,1.42,1.83,,1.31,1.71,3.96,2.2,1.61,2.07,2.45,4.26,1.5,1.0,0.78,6.33,2.4,3.97,2.21,3.35,3.06,15.16,11.69,1.1,10.6,9.26
2006-08-01,3.82,0.9,2.6,2.14,1.88,1.45,1.51,3.96,1.38,1.58,3.72,2.19,1.63,1.94,2.19,4.46,1.8,1.3,-0.55,5.94,2.69,3.84,1.61,3.88,3.47,14.9,10.26,1.6,10.7,9.62
2006-09-01,2.06,0.6,2.5,0.74,1.27,0.79,1.08,,0.85,1.48,2.92,2.11,1.23,2.65,1.16,3.98,1.4,1.5,-1.24,6.4,2.48,3.7,2.4,4.06,4.09,14.56,10.55,1.6,10.4,9.44
2006-10-01,1.31,0.4,2.5,1.02,1.06,0.26,1.08,,0.68,1.31,2.51,1.8,1.21,2.65,-0.13,3.87,1.2,1.4,-1.18,6.92,2.19,3.26,2.59,4.49,4.29,6.29,9.98,1.2,10.5,9.15
2006-11-01,1.97,0.3,2.8,1.39,1.38,0.5,1.4,3.34,0.77,1.68,2.61,1.8,1.49,2.53,-0.26,4.43,1.6,1.9,0.23,5.95,2.1,3.02,2.79,4.51,4.09,5.27,9.86,1.4,10.0,9.03
2006-12-01,2.54,0.3,2.9,1.67,1.49,0.62,1.39,,0.95,1.64,2.67,1.87,1.64,2.17,-0.13,4.99,1.49,2.8,0.67,6.53,2.09,3.14,2.88,4.82,4.05,6.6,9.65,1.4,9.8,9.0
2007-01-01,2.08,0.0,2.7,1.11,1.25,0.1,1.72,,1.43,1.94,2.39,1.71,1.67,1.21,0.13,5.12,1.59,2.2,0.34,6.72,1.68,2.99,3.57,5.18,3.98,6.26,9.93,1.6,9.7,8.2
2007-02-01,2.42,-0.2,2.7,2.04,1.05,-0.01,1.71,2.49,1.49,1.98,2.41,1.79,1.77,0.72,-0.89,4.84,1.59,2.7,1.74,7.56,2.17,3.02,2.98,4.91,4.11,6.3,10.16,1.9,9.6,7.61
2007-03-01,2.78,-0.1,2.9,2.3,1.19,0.17,1.93,,1.8,1.92,2.46,1.71,1.81,1.08,-1.02,5.15,1.78,3.3,0.84,6.72,2.16,2.96,2.86,5.33,4.21,6.51,10.86,2.5,9.1,7.37
2007-04-01,2.57,0.0,2.7,2.2,1.25,0.45,2.13,,1.82,1.92,2.43,1.55,1.78,0.24,-1.14,4.99,1.77,3.0,0.68,6.67,2.45,3.0,2.86,5.96,3.99,6.3,10.72,2.3,8.9,7.6
2007-05-01,2.69,0.0,2.5,2.19,1.07,0.49,2.13,2.1,1.8,1.66,2.35,1.54,1.28,0.36,-1.14,4.97,1.97,3.4,-0.02,6.61,2.35,3.18,2.96,6.05,3.95,6.0,9.23,2.3,8.8,7.76
2007-06-01,2.69,-0.2,2.5,2.19,1.19,0.63,1.91,,1.75,1.85,2.38,1.69,1.28,0.36,-0.76,4.96,1.97,4.4,0.13,5.69,2.55,3.69,3.06,6.03,3.98,5.77,8.6,2.6,8.8,8.48
2007-07-01,2.36,0.0,2.0,2.19,1.11,0.72,2.01,,1.46,1.86,2.24,1.61,1.37,0.48,0.25,4.95,2.07,5.6,-0.32,6.45,2.54,3.74,3.83,6.21,4.14,6.06,6.9,2.3,8.6,8.7
2007-08-01,1.97,-0.2,2.0,1.73,1.18,0.44,2.12,1.85,1.1,1.77,2.18,1.61,1.12,0.36,0.88,4.7,1.67,6.5,1.6,7.26,2.04,4.18,5.04,6.15,4.03,6.5,7.39,1.5,8.7,8.59
2007-09-01,2.76,-0.2,2.0,2.47,1.52,0.75,2.66,,1.31,2.19,2.68,1.69,1.5,-0.35,1.4,4.57,2.06,6.2,3.11,6.4,2.32,4.15,4.9,6.48,3.79,6.96,7.12,2.3,8.6,9.35
2007-10-01,3.54,0.3,2.3,2.39,2.0,1.26,2.77,,1.61,2.72,3.59,2.07,2.24,-0.23,2.04,4.9,2.76,6.5,5.32,5.51,3.02,4.12,5.35,6.9,3.74,6.87,7.7,3.0,8.4,10.83
2007-11-01,4.31,0.6,2.2,2.47,2.45,1.77,3.3,2.89,1.93,3.25,4.07,2.38,2.95,1.53,2.56,4.98,3.15,6.9,4.8,5.51,3.52,4.19,6.0,7.23,3.93,6.72,8.4,3.6,8.5,11.49
2007-12-01,4.08,0.7,2.3,2.38,2.59,2.0,3.17,,1.86,3.45,4.22,2.61,3.08,2.83,3.2,4.65,3.63,6.5,3.33,5.51,3.61,4.46,6.47,7.57,3.76,6.58,8.39,4.0,8.5,11.87
