Series Name,Series Code,Country Name,Country Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Mexico,MEX,-2.33238329231088,-2.64898440098909,-2.34603440071513,-1.60622955968579,-0.553444562389038,-0.48757525096008,-0.652555768114339,-0.331831043806482,-0.945640490763343,-1.56655882546789,-0.878755649949557,-0.420733330981804,-0.957618696087831,-1.54482113419105,-2.56555473874176,-1.96959472786539,-2.75813445779728,-2.41545595738375,-1.91604748157151,-2.13816698285651,-0.458849330632634,2.07838032061138,-0.637114909883275,-1.26073307768177
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Argentina,ARG,-11942825328.0158,-8980617892.62762,-3780423241.19359,8766610000,8139930000,3211790000,5273750000,6498802520.20453,6048537892.88669,5421206328.61008,7254115683.93703,-1622995871.25068,-5340181192.3952,-2138040360.43296,-13124373785.8633,-9179026266.87552,-17621985168.21,-15104786524.5601,-31151351750.7624,-27083606451.057,-3492479581.08422,2688362005.52313,6644503789.24864,-4290120084.51508
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Australia,AUS,-21795709492.9592,-15487273891.4343,-7986938465.21441,-16002234756.2014,-29307731701.3676,-41286950910.194,-43342943309.5636,-45318593059.6826,-64163007801.9241,-52121667002.2045,-48898407698.7643,-44714246092.1586,-44431156054.1156,-64482910032.1769,-51314570187.1267,-45400874920.3632,-56958711794.5014,-41185888415.5533,-35574351884.651,-31611979633.5974,6177986031.06474,32517191287.917,50797777246.5635,19548325032.3467
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Austria,AUT,..,..,..,..,..,..,6232945526.75516,10993883346.6651,14749054068.6708,19299052401.6223,10303724796.1584,11472431144.4443,6798975982.37963,6141933076.675,8379185904.99957,10589968447.784,6634070794.96652,10771582681.0117,5650780663.76803,4379291489.38652,10635667872.7,12896713731.9916,1626883166.52249,3177941260.87658
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Belgium,BEL,..,..,..,11622181453.1175,10806024030.8729,11434413829.7617,7700999844.6651,7553988245.75266,7043546782.48594,-4300219760.99211,8777353551.11954,7337927601.44306,-10168977415.4153,-413616611.594466,5078944279.87186,4041465918.74956,6363243452.05937,2646800222.52573,3518201465.3279,-4743198689.98165,507274955.68176,5701996357.05416,2917096931.52917,-20251542872.2403
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Brazil,BRA,-26783642462.7954,-26530848798.8242,-24890077179.8191,-9407043257.05195,2193173018.42129,8959313364.24297,11679374942.1176,10773999924.4617,-2753670195.51863,-35601727612.8429,-29328433093.6155,-86717778084.25,-83576205984.365,-92678171336.37,-88384030093.09,-110493241349.855,-63408884124.215,-30529374570.13,-25337408625.13,-54793943203.345,-68021678683.915,-28207552292.565,-46357789404.9,-56997407565.53
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Canada,CAN,845351118.081352,18494424438.8816,15757824510.9175,12512912205.0114,10432942306.8006,23235547976.4209,21933097496.4069,17990236971.1871,11050809835.8733,3177944944.24201,-40775263975.9539,-58162670440.4459,-49746988786.878,-64582432568.5319,-58110120944.9089,-41873919951.8706,-54695520049.8056,-47262580270.0756,-46235966235.5002,-41150336771.2767,-34032332330.5444,-35373275363.7284,-5448166897.97545,-6654339568.48734
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Chile,CHL,99338040.6829709,-897526442.929414,-1100127918.63704,-580075884.957633,-222193545.398375,2821176352.4679,1824625140.66785,7004224398.15737,7423002524.34518,-6698524204.55871,3220017296.13571,3068788709.44462,-6833478451.22991,-14228392009.9749,-13248567562.3379,-8981588318.72441,-6631182622.09829,-6534477430.03373,-7615781653.39981,-13265293208.0353,-14505468953.6712,-4952326391.70704,-23193387842.4119,-27101823607.2937
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,China,CHN,21115000000,20518382000,17401000000,35421997979.6472,43051582861.334,68940960688.562,132378493766.399,231843041064.414,353182677237.316,420568516143.545,243256567919.618,237810389607.955,136096761577.55,215391747469.442,148203949879.877,236046577873.629,293022317035.547,191337035941.994,188676126121.162,24130909184.4985,102909876008.388,248835643936.04,352885754634.63,401855410625.999
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Colombia,COL,670982414.631348,845404083.052557,-1040314751.93966,-1289193776.36478,-911997622.355946,-774546542.895837,-1947743523.40683,-2991011803.11064,-6149613557.24906,-6497270736.68045,-4433005419.50091,-8583011647.50193,-9734499319.54437,-11639998929.7531,-12365127742.0201,-19818544018.1905,-18702227284.958,-12586559420.1664,-9924358408.23202,-14040948614.9478,-14809636827.6065,-9266809779.5969,-17950892688.9553,-21252363046.6836
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Czechia,CZE,-1465751162.91064,-2689755313.83905,-3272573493.81492,-4264835726.29032,-5785485093.44665,-4457211225.0831,-2809704225.91577,-3996084353.2344,-8945618935.57797,-4407952631.4357,-4869768332.55461,-7351204483.70952,-5020059122.20126,-3158497435.6835,-1105890387.14822,457719869.135026,845256960.753614,3462558729.3382,2960666451.91053,1259692069.45759,898074466.879909,4967256072.57008,-7686437473.08186,-17365732564.0191
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Denmark,DNK,3047192196.55612,2261835981.64661,4848072420.25253,3460409556.63061,6963066045.36346,5940838083.38819,11007384393.5368,9461656812.10659,4841519012.77284,10413116838.3802,11323461379.1277,21051011384.4253,22681953273.8671,20460990722.6196,26685645940.0187,31353332575.5896,24953251921.341,24312984240.6132,26734105169.5013,25762026083.542,30550146961.5163,28732287241.2451,36630337566.9197,53633732158.4778
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,"Egypt, Arab Rep.",EGY,-1634800000,-971000000,-388400000,622400000,3743300000,3921700000,2102800000,2635400000,411600000,-1414600000,-3349300000,-4503800000,-5483900000,-6972000000,-3533700000,-5954500000,-17243300000,-20493900000,-7939700000,-7698166088.33334,-10221895259.0833,-14235956908.6917,-18610768181.5,-10536555731.2
