,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Denmark,Sweden,Spain,Hong Kong,Italy,Finland,Belgium,Norway,Israel,Ireland,New Zealand,Austria,Portugal,China,India,Korea,Brazil,Saudi Arabia,South Africa,Mexico,Thailand,Indonesia,Malaysia,Turkiye,Philippines,Poland,Chile,Greece,Peru,Hungary,Czechia,Colombia,Argentina,Russia
1999-05-04,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,,32.0,,15.597,20.15,,,6.0,,10.25,13.0,6.5,,,16.0,6.9,19.0,5.4,60.0
1999-05-05,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,,32.0,,15.562,20.15,,,6.0,,10.25,13.0,6.5,,,16.0,6.9,19.0,5.58,60.0
1999-05-06,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,32.0,,15.521,21.27,,,6.0,,10.25,13.0,6.5,,,16.0,6.9,19.0,5.57,60.0
1999-05-07,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,32.0,,15.508,22.51,,,6.0,,10.25,13.0,6.0,,,16.0,6.9,19.0,5.45,60.0
1999-05-10,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,29.5,,15.495,22.84,,,6.0,,10.125,13.0,6.0,,,16.0,6.9,19.0,5.37,60.0
1999-05-11,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,29.5,,15.481,22.96,,,6.0,,10.125,13.0,6.0,,,16.0,6.9,19.0,5.36,60.0
1999-05-12,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,29.5,,15.45,22.29,,,6.0,,10.125,13.0,6.0,,,16.0,6.9,19.0,5.47,60.0
1999-05-13,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,27.0,,15.455,20.7,,,6.0,,10.125,13.0,6.0,,,16.0,6.9,19.0,5.57,60.0
1999-05-14,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,27.0,,15.456,21.05,,,6.0,,10.125,13.0,6.0,,,16.0,6.9,19.0,5.66,60.0
1999-05-17,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,27.0,,15.458,20.84,,,6.0,,10.0,13.0,6.0,,,16.0,6.9,19.0,5.98,60.0
1999-05-18,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,27.0,,15.459,20.3,,,6.0,,10.0,13.0,6.0,,,16.0,6.9,18.0,6.17,60.0
1999-05-19,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,27.0,,15.461,19.94,,,6.0,,10.0,13.0,6.0,,,16.0,6.9,18.0,6.89,60.0
1999-05-20,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,23.5,,15.463,19.94,,,6.0,,10.0,13.0,6.0,,,16.0,6.9,18.0,7.22,60.0
1999-05-21,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,23.5,,15.464,20.55,,,6.0,,10.0,13.0,6.0,,,16.0,6.9,18.0,7.2,60.0
1999-05-24,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,23.5,,15.464,20.37,,,6.0,,9.875,13.0,6.0,,,16.0,6.9,18.0,6.95,60.0
1999-05-25,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,23.5,,15.464,21.44,,,6.0,,9.875,13.0,6.0,,,16.0,6.9,18.0,6.95,60.0
1999-05-26,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,23.5,,15.464,21.19,,,6.0,,9.875,13.0,6.0,,,16.0,6.9,18.0,7.0,60.0
1999-05-27,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,23.5,,15.464,21.02,,,6.0,,9.875,13.0,6.0,,,16.0,6.9,18.0,7.29,60.0
1999-05-28,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,23.5,,15.464,21.8,,,6.0,,9.875,13.0,6.0,,,16.0,6.9,18.0,8.34,60.0
1999-05-31,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,23.5,,15.464,21.78,,,6.0,,9.875,13.0,6.0,,,16.0,6.9,18.0,7.46,60.0
1999-06-01,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,23.5,,15.464,22.62,,,6.0,,9.875,13.0,6.0,,,15.5,6.9,18.0,7.7,60.0
1999-06-02,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,23.5,,15.464,22.84,,,6.0,,9.875,13.0,5.75,,,15.5,6.9,18.0,7.15,60.0
1999-06-03,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,23.5,,15.464,22.49,,,6.0,,9.875,13.0,5.75,,,15.5,6.9,18.0,6.86,60.0
1999-06-04,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,23.5,,15.464,23.35,,,6.0,,9.875,13.0,5.75,,,15.5,6.9,18.0,6.59,60.0
1999-06-07,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,23.5,,15.434,23.71,,,6.0,,9.625,13.0,5.75,,,15.5,6.9,18.0,6.45,60.0
1999-06-08,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,23.5,,15.406,23.39,,,6.0,,9.625,13.0,5.75,,,15.5,6.9,18.0,6.46,60.0
1999-06-09,4.75,0.25,5.25,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,6.39,8.0,4.75,22.0,,15.375,23.57,,,6.0,,9.625,13.0,5.75,,,15.5,6.9,18.0,6.57,60.0
1999-06-10,4.75,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,22.0,,15.346,22.57,,,6.0,,9.625,13.0,5.75,,,15.5,6.9,18.0,6.52,55.0
1999-06-11,4.75,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,22.0,,15.314,22.55,,,6.0,,9.625,13.0,5.75,,,15.5,6.9,18.0,6.38,55.0
1999-06-14,4.75,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,22.0,,15.283,23.17,,,6.0,,9.5,13.0,5.75,,,15.5,6.9,18.0,6.38,55.0
1999-06-15,4.75,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,22.0,,15.253,22.64,,,6.0,,9.5,13.0,5.75,,,15.5,6.9,18.0,6.36,55.0
1999-06-16,4.75,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.9,2.9,2.5,6.25,2.5,2.5,2.5,6.5,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,22.0,,15.253,22.12,,,6.0,,9.5,13.0,5.75,,,15.5,6.9,18.0,6.6,55.0
1999-06-17,4.75,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.25,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,22.0,,15.222,21.48,,,6.0,,9.5,13.0,5.75,,,15.5,6.9,18.0,6.99,55.0
1999-06-18,4.75,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.25,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,22.0,,15.192,21.16,,,6.0,,9.5,13.0,5.75,,,15.5,6.9,18.0,7.38,55.0
1999-06-21,4.75,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.25,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,22.0,,15.163,21.08,,,6.0,,9.25,13.0,5.75,,,15.5,6.9,18.0,7.38,55.0
1999-06-22,4.75,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.25,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,22.0,,15.132,20.57,,,6.0,,9.25,13.0,5.0,,,15.5,6.9,18.0,7.28,55.0
1999-06-23,4.75,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.25,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,22.0,,15.101,20.34,,,6.0,,9.25,13.0,5.0,,,15.5,6.9,18.0,7.31,55.0
1999-06-24,4.75,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.25,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,15.067,20.55,,,6.0,,9.25,13.0,5.0,,,15.5,6.9,18.0,7.19,55.0
1999-06-25,4.75,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.25,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,15.038,21.42,,,6.0,,9.25,13.0,5.0,,,15.5,6.5,18.0,6.83,55.0
1999-06-28,4.75,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.25,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,15.01,21.24,,,6.0,,9.125,13.0,5.0,,,15.5,6.5,18.0,7.09,55.0
1999-06-29,4.75,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.25,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,14.987,20.66,,,6.0,,9.125,13.0,5.0,,,15.5,6.5,18.0,7.12,55.0
1999-06-30,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.25,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,14.915,21.01,,,6.0,,9.125,13.0,5.0,,,15.5,6.5,18.0,6.52,55.0
1999-07-01,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.25,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,14.851,20.08,,,6.0,,9.125,13.0,5.0,,,15.5,6.5,18.0,7.0,55.0
1999-07-02,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,14.779,21.62,,,6.0,,9.125,13.0,5.0,,,15.5,6.5,18.0,7.06,55.0
1999-07-05,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,14.7,21.69,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,18.0,6.9,55.0
1999-07-06,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,14.63,22.18,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,18.0,6.55,55.0
1999-07-07,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,14.56,20.52,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,18.0,6.16,55.0
1999-07-08,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,14.49,20.09,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,18.0,5.88,55.0
1999-07-09,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,14.42,20.02,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,18.0,5.88,55.0
1999-07-12,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,14.35,20.26,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,18.0,5.97,55.0
1999-07-13,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,14.27,20.75,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,18.0,5.91,55.0
1999-07-14,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,14.19,19.81,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,18.0,5.85,55.0
1999-07-15,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,14.12,19.56,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,18.0,5.87,55.0
1999-07-16,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,14.05,20.24,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,18.0,5.72,55.0
1999-07-19,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,13.98,19.66,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,18.0,5.48,55.0
1999-07-20,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,13.91,19.86,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,18.0,5.43,55.0
1999-07-21,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,13.83,19.87,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,18.0,5.29,55.0
1999-07-22,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,13.75,19.74,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,18.0,5.25,55.0
1999-07-23,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,13.71,21.12,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,18.0,5.23,55.0
1999-07-26,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,13.695,21.35,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,17.0,5.29,55.0
1999-07-27,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,13.69,20.43,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,17.0,5.31,55.0
1999-07-28,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,12.0,2.5,4.5,2.5,2.5,5.85,8.0,4.75,21.0,,13.681,20.55,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,17.0,5.38,55.0
1999-07-29,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.671,22.16,,,6.0,,9.0,13.0,5.0,,,15.5,6.5,17.0,5.56,55.0
1999-07-30,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.652,21.9,,,6.0,,9.0,13.0,5.0,,,15.5,6.25,17.0,5.62,55.0
1999-08-02,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.631,22.19,,,6.0,,9.0,13.0,5.0,,,15.5,6.25,17.0,6.17,55.0
1999-08-03,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.63,23.52,,,6.0,,9.0,13.0,5.0,,,15.5,6.25,17.0,6.58,55.0
1999-08-04,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.62,22.12,,,6.0,,9.0,13.0,5.0,,,15.5,6.25,17.0,6.7,55.0
1999-08-05,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.61,21.5,,,6.0,,9.0,13.0,5.0,,,15.5,6.25,17.0,6.68,55.0
1999-08-06,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.6,21.5,,,6.0,,9.0,13.0,5.0,,,15.5,6.25,17.0,6.59,55.0
1999-08-09,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.6,21.61,,,5.5,,9.0,13.0,5.0,,,15.5,6.25,17.0,6.2,55.0
1999-08-10,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.59,21.32,,,5.5,,9.0,13.0,5.0,,,15.5,6.25,17.0,6.03,55.0
1999-08-11,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.58,19.99,,,5.5,,9.0,13.0,5.0,,,15.5,6.25,17.0,5.92,55.0
1999-08-12,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.57,20.05,,,5.5,,9.0,13.0,5.0,,,15.5,6.25,17.0,5.8,55.0
1999-08-13,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.56,20.19,,,5.5,,9.0,13.0,5.0,,,15.5,6.25,17.0,5.63,55.0
1999-08-16,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.55,20.28,,,5.5,,9.0,13.0,5.0,,,15.5,6.25,17.0,5.63,55.0
1999-08-17,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.54,19.79,,,5.5,,9.0,13.0,5.0,,,15.5,6.25,16.0,5.61,55.0
1999-08-18,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.53,19.94,,,5.5,,9.0,13.0,5.0,,,15.5,6.25,16.0,5.69,55.0
1999-08-19,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.52,19.82,,,5.5,,9.0,13.0,5.0,,,15.5,6.25,16.0,5.56,55.0
1999-08-20,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.51,20.48,,,5.5,,9.0,13.0,5.0,,,15.5,6.25,16.0,5.51,55.0
1999-08-23,5.0,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.5,19.89,,,5.5,,9.0,13.0,5.0,,,15.5,6.25,16.0,5.47,55.0
1999-08-24,5.25,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.5,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.49,19.15,,,5.5,,9.0,13.0,5.0,,,15.5,6.25,16.0,5.54,55.0
1999-08-25,5.25,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.75,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.48,19.31,,,5.5,,9.0,13.0,5.0,,,15.5,6.25,16.0,5.43,55.0
1999-08-26,5.25,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.75,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.47,20.18,,,5.5,,9.0,13.0,5.0,,,15.5,6.25,16.0,5.44,55.0
1999-08-27,5.25,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.75,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.46,19.83,,,5.5,,9.0,13.0,5.0,,,15.5,6.25,16.0,5.45,55.0
1999-08-30,5.25,0.25,5.0,4.5,2.5,0.5,2.5,4.75,2.5,2.85,2.9,2.5,6.75,2.5,2.5,2.5,6.0,11.5,2.5,4.5,2.5,2.5,5.85,8.0,4.75,19.5,,13.45,19.17,,,5.5,,9.0,13.0,5.0,,,15.5,6.25,16.0,5.51,55.0
