,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Denmark,Sweden,Spain,Hong Kong,Italy,Singapore,Finland,Belgium,Norway,Israel,Ireland,New Zealand,Austria,Portugal,Eurozona,China,Taiwan,India,Korea,Brazil,Saudi Arabia,South Africa,Mexico,Thailand,Indonesia,Malaysia,Turkiye,Philippines,Poland,Chile,Greece,Hungary,Czechia,Colombia,Argentina,Russia
1999-01-04,1228.1,13415.89,5879.4,6554.3,4147.5,7441.8,5290.36,2732.2,558.95,,727.1,10447.79,9809.17,37703.0,1400.11,,3645.94,,308.68,5076.95,,1130.86,,,1125.82,6152.41,3122.04,587.57,6942.0,1431.0,4542.55,3835.73,356.68,394.01,561.65,2758.4,1980.19,1289.1,793.46,2921.28,,395.3,,433.4,45.6
1999-01-05,1244.78,13232.74,5958.2,6660.5,4200.78,7545.8,5263.41,2716.6,566.51,,736.09,10650.69,9891.06,38179.0,1386.24,,3679.7,,309.03,5181.26,,1140.99,,,1119.96,6152.41,3149.06,576.78,7111.0,1437.3,4565.49,3759.87,378.51,408.7,567.89,2823.5,2006.33,1264.7,795.82,2907.14,,399.8,,437.8,45.6
1999-01-06,1272.34,13468.46,6148.8,6805.3,4294.82,7668.8,5442.9,2755.6,583.66,,736.09,10650.69,10233.8,38179.0,1464.97,,3681.92,,312.62,5392.63,,1140.99,,,1132.59,6199.89,3205.68,612.36,7331.0,1449.5,4822.16,3745.15,402.56,427.08,586.48,2886.0,2079.22,1356.9,799.76,2907.14,,413.6,,444.1,46.79
1999-01-07,1269.73,13536.56,6101.2,6802.2,4230.67,7549.7,5345.71,2800.4,561.08,,739.81,10443.39,10693.57,38323.0,1517.88,,3608.86,,307.88,5285.19,,1142.11,,,1137.73,6404.29,3299.09,637.59,6954.0,1451.3,4866.61,3665.25,397.72,457.94,585.89,2763.5,2134.36,1353.2,790.08,3000.75,,409.5,,438.9,46.79
1999-01-08,1275.09,13391.81,6147.2,6868.9,4245.42,7633.7,5370.51,2757.4,559.27,,738.71,10412.29,10722.7,38130.0,1545.18,,3573.96,,307.88,5285.88,,1141.5,,,1168.81,6421.73,3397.84,626.33,6781.0,1451.3,4957.42,3638.55,399.43,439.49,591.7,2721.5,2140.09,1434.5,785.02,3003.54,,413.2,,426.8,46.79
1999-01-11,1263.88,13368.48,6085.0,6842.3,4201.9,7464.4,5266.47,2749.7,545.77,,723.79,10248.59,10634.27,37220.0,1543.08,,3540.3,,309.17,5278.11,,1137.33,,,1172.81,6406.97,3433.21,640.95,6403.0,1451.5,5033.9,3592.2,399.2,437.3,598.46,2670.6,2139.09,1381.3,764.31,2983.56,,407.9,,411.1,49.6
1999-01-12,1239.51,13360.97,6033.6,6700.8,4100.7,7427.2,5196.13,2746.6,536.24,,710.42,10010.49,10711.56,36341.0,1536.98,,3496.83,,307.83,5233.87,,1127.6,,,1158.87,6363.87,3353.22,631.19,5916.0,1444.3,5028.16,3459.64,399.81,436.19,593.33,2667.8,2147.91,1342.0,742.71,2983.34,,407.6,,396.8,48.07
1999-01-13,1234.4,13403.6,5850.1,6632.1,3958.72,7125.0,4982.12,2721.4,507.29,,689.05,9321.69,10273.77,34816.0,1506.06,,3415.15,,296.72,5064.95,,1087.99,,,1148.15,6319.32,3310.46,633.03,5617.0,1442.0,4821.2,3300.42,385.58,419.1,594.04,2447.5,2166.84,1217.9,705.8,2798.21,,386.1,,356.2,44.84
1999-01-14,1212.19,13738.86,5820.2,6594.2,3997.06,7088.0,4902.75,2704.1,514.11,,696.06,9304.19,10183.13,34826.0,1476.39,,3461.41,,299.21,5103.12,,1080.31,,,1148.66,6241.3,3292.28,604.42,5057.0,1442.0,4867.57,3356.59,386.96,408.55,593.34,2554.6,2062.75,1230.0,687.0,2896.4,,391.1,,340.6,43.42
1999-01-15,1243.26,13738.86,5941.0,6759.4,4054.81,7218.1,4973.78,2709.4,528.57,,695.93,9596.29,10147.4,35797.0,1499.81,,3386.29,,299.21,5080.12,,1060.49,,,1137.31,6454.58,3207.85,614.57,6747.0,1442.0,4825.51,3617.77,381.82,402.4,598.97,2482.3,2041.03,1218.7,705.8,2883.34,,383.0,,382.4,42.33
1999-01-18,1243.26,13805.06,6123.9,6822.8,4151.68,7248.1,5076.85,2724.9,544.21,,717.94,10071.49,10402.54,36610.0,1547.1,,3486.35,,302.25,5150.12,,1069.45,,,1153.12,6377.23,3278.58,622.52,7113.0,1442.0,4921.1,3637.77,387.61,402.4,598.97,2482.3,2130.35,1297.7,711.76,2987.36,,390.8,,373.6,43.61
1999-01-19,1252.0,13770.44,6027.6,6758.9,4115.99,7207.7,5038.45,2747.3,548.88,,720.53,9971.69,10290.11,35934.0,1547.1,,3478.72,,301.46,5176.47,,1057.83,,,1158.55,6343.34,3218.91,618.12,7381.0,1442.0,4961.25,3603.43,386.45,402.4,598.97,2482.3,2103.3,1281.5,707.49,2960.85,,392.7,,380.6,44.36
1999-01-20,1256.62,14028.05,6105.6,6712.3,4190.01,7300.2,5197.15,2764.8,553.18,,718.13,10090.09,10314.91,36249.0,1548.27,,3491.13,,304.96,5262.9,,1056.75,,,1151.37,6310.69,3218.91,613.43,7674.0,1442.0,4929.7,3775.41,394.85,402.4,598.97,2482.3,2145.84,1279.9,727.85,3001.53,,397.9,,381.0,45.24
1999-01-21,1235.16,14245.42,6022.3,6635.8,4154.03,7125.4,5163.45,2743.2,543.79,,706.57,9920.79,10048.57,35465.0,1504.06,,3441.63,,301.02,5307.88,,1047.84,,,1158.5,6332.18,3329.93,582.04,7321.0,1442.0,4881.43,3734.2,385.75,402.4,614.52,2482.3,2142.25,1306.6,734.61,3005.21,,397.6,,365.3,45.83
1999-01-22,1225.19,14154.4,5861.2,6593.9,4019.33,7036.4,5008.21,2736.7,518.73,,693.48,9611.99,9738.52,34621.0,1478.75,,3383.77,,301.02,5233.59,,1011.25,,,1162.35,6228.93,3297.86,550.58,7190.0,1442.0,4795.39,3697.03,376.48,402.4,618.54,2482.3,2061.81,1265.1,740.68,2985.75,,394.1,,359.5,44.46
1999-01-25,1233.98,14208.81,5880.9,6618.5,4050.8,7076.2,4988.59,2713.1,525.36,,694.38,9665.59,9499.5,34528.0,1398.02,,3364.86,,295.32,5254.7,,1013.43,,,1148.12,6032.13,3309.15,539.76,7190.0,1446.07,4799.7,3707.8,363.36,382.48,610.19,2408.9,1950.94,1268.2,795.6,2917.38,,395.2,,358.8,44.54
1999-01-26,1252.31,14382.01,5885.7,6663.5,4071.28,7074.6,5001.19,2713.1,526.64,,692.68,9589.59,9509.83,34811.0,1417.14,,3377.05,,294.27,5212.39,,1043.65,,,1138.21,6115.62,3309.15,531.23,7645.0,1436.92,4814.99,3765.97,366.77,398.15,610.88,2440.2,1981.75,1290.0,813.04,3032.25,,394.0,,361.7,44.59
1999-01-27,1243.17,14450.06,5876.4,6651.7,4098.1,7030.2,5038.21,2738.8,531.59,,700.17,9609.49,9719.66,34826.0,1457.44,,3363.52,,295.17,5199.93,,1059.66,,,1146.49,6138.85,3353.98,565.2,7687.0,1432.91,4918.23,3815.35,373.25,410.25,605.18,2552.1,1993.49,1298.2,810.56,3045.5,,395.3,,368.5,44.16
1999-01-28,1265.37,14342.32,5872.5,6668.5,4199.67,7137.8,5080.93,2765.1,538.98,,717.83,9832.19,9360.96,35490.0,1426.02,,3405.91,,294.58,5184.78,,1062.47,,,1140.97,6063.39,3292.95,571.47,7987.0,1428.1,4962.68,3992.91,366.16,407.27,595.45,2513.8,1998.3,1317.0,814.39,3093.81,,394.1,,367.6,43.94
1999-01-29,1279.64,14499.25,5896.0,6729.6,4251.8,7201.2,5180.29,2781.7,532.09,,722.37,9878.79,9506.9,35687.0,1428.14,,3411.59,,294.58,5166.22,,1073.67,,,1134.67,5983.98,3315.57,571.43,8172.0,1428.1,4974.63,3957.93,363.0,411.93,591.43,2568.2,1953.65,1350.3,810.45,3149.5,,394.7,,371.9,44.51
1999-02-01,1273.0,14465.18,6012.4,6765.4,4303.92,7291.2,5239.6,2805.0,540.01,,733.1,9998.19,9599.55,36234.0,1406.87,,3444.9,,297.74,5204.96,,1083.19,,,1120.53,5862.77,3265.91,581.67,8891.0,1399.37,4995.66,4030.24,358.84,409.11,591.43,2656.2,1969.48,1351.2,822.38,3233.11,,392.2,,392.2,44.73
1999-02-02,1261.99,14349.83,6013.0,6683.8,4243.57,7225.1,5164.95,2790.2,532.79,,733.68,9943.59,9502.72,35824.0,1386.59,,3455.19,,295.56,5294.55,,1072.68,,,1126.4,5749.62,3236.76,567.28,8732.0,1387.11,4954.08,4014.58,347.21,405.16,579.55,2621.4,1974.78,1332.0,820.35,3278.03,,387.7,,396.1,44.73
1999-02-03,1272.07,14161.31,5940.3,6721.5,4188.84,7193.0,5090.07,2803.6,527.12,,732.15,9944.19,9419.85,35368.0,1366.79,,3440.47,,292.61,5339.23,,1065.29,,,1116.86,5743.84,3277.57,553.33,8676.0,1410.85,4927.79,4060.56,338.2,410.56,568.84,2671.3,2006.86,1323.6,818.67,3306.06,,385.8,,396.5,45.04
1999-02-04,1248.49,14086.85,5939.9,6661.1,4167.42,7137.2,5061.28,2823.8,531.27,,738.85,9855.39,9438.65,35290.0,1378.9,,3458.72,,295.03,5287.72,,1088.76,,,1103.5,5514.87,3236.42,550.15,8653.0,1412.74,4968.89,4013.55,338.27,409.02,577.32,2791.6,1985.79,1328.0,815.74,3293.21,,389.3,,396.9,45.47
1999-02-05,1239.4,13898.08,5855.3,6633.4,4147.3,7137.0,5097.48,2794.8,534.36,,737.32,9809.29,9190.2,35224.0,1360.18,,3474.56,,295.03,5216.71,,1104.33,,,1081.44,5474.77,3215.35,551.39,8435.0,1412.74,4997.09,4013.55,337.96,405.55,558.8,2747.8,1977.33,1303.1,817.77,3307.62,,384.6,,394.4,45.05
1999-02-08,1243.77,13992.49,5834.9,6583.8,4154.02,7055.9,5052.44,2784.4,528.24,,729.54,9648.79,9139.6,34582.0,1336.88,,3446.17,,292.11,5200.54,,1110.64,,,1065.82,5822.96,3183.64,545.38,8824.0,1416.13,5046.32,4016.8,330.77,399.69,526.1,2814.7,1964.98,1319.5,827.22,3322.63,,381.2,,391.4,45.64
1999-02-09,1216.14,13902.66,5779.9,6444.0,4038.49,6943.0,4850.67,2780.2,518.06,,715.46,9499.99,9244.49,33450.0,1306.37,,3385.19,,291.78,5168.55,,1117.23,,,1090.09,5723.71,3207.71,523.38,8674.0,1406.11,5036.29,3946.94,320.36,402.83,548.14,2924.2,1934.52,1292.2,843.76,3219.91,,372.8,,382.9,47.03
1999-02-10,1223.55,13952.4,5770.2,6400.7,4001.93,6891.2,4814.04,2747.2,512.49,,707.58,9656.69,9076.33,33965.0,1286.56,,3328.73,,289.44,5158.62,,1090.99,,,1090.09,5797.98,3307.49,524.49,8853.0,1393.11,4988.49,3941.49,314.74,398.68,546.15,2970.3,1896.7,1300.8,858.16,3224.47,,370.3,,381.9,50.59
1999-02-11,1254.04,13952.4,5888.5,6490.8,4072.34,6898.9,4869.29,2758.4,518.07,,706.64,9690.49,9146.8,34604.0,1357.17,,3353.2,,290.43,5139.32,,1092.58,,,1090.09,5797.98,3313.4,523.99,8990.0,1395.93,5042.98,4107.74,313.65,402.65,562.95,3035.4,1894.1,1315.6,876.73,3323.69,,373.1,,391.6,54.1
1999-02-12,1230.13,13973.69,5950.7,6433.7,4060.36,6963.1,4896.74,2777.9,523.33,,712.53,9739.39,9425.42,34955.0,1354.85,,3389.26,,290.43,5251.33,,1094.49,,,1090.09,5797.98,3337.49,551.77,8952.0,1395.93,5089.82,4101.18,347.43,400.55,570.79,3088.9,1919.29,1322.7,869.31,3392.86,,375.8,,387.4,53.59
1999-02-15,1230.13,14054.72,6023.2,6447.6,4065.19,6988.5,4888.95,2768.3,523.31,,714.07,9901.09,9402.39,35336.0,1361.15,,3408.03,,294.77,5235.76,,1114.3,,,1090.09,5797.98,3315.08,551.77,8952.0,1368.74,5055.41,4103.6,344.96,396.92,570.79,3095.0,1909.81,1317.3,868.74,3466.95,,376.1,,390.0,52.91
1999-02-16,1241.87,14232.64,6108.6,6386.5,4052.32,7015.2,4895.11,2753.4,522.84,,722.81,9799.29,9402.39,34833.0,1361.15,,3403.37,,298.29,5310.46,,1143.97,,,1090.09,5797.98,3344.68,551.77,8952.0,1372.15,5049.67,4159.04,350.36,398.85,570.79,3355.4,1918.38,1326.0,872.34,3396.85,,377.4,,390.0,55.11
1999-02-17,1224.03,14158.67,6078.4,6324.7,3985.49,7045.9,4820.42,2771.9,514.15,,711.89,9797.89,9402.39,34719.0,1361.15,,3375.08,,295.65,5240.04,,1137.14,,,1090.09,5797.98,3336.42,551.77,8974.0,1374.5,5028.64,4076.34,338.02,397.98,570.79,3621.3,1918.08,1311.0,871.67,3430.46,,373.9,,382.1,57.68
1999-02-18,1237.28,14146.79,6074.9,6364.1,4039.41,6981.6,4871.09,2772.3,512.19,,715.55,9758.69,9402.39,34982.0,1335.01,,3382.28,,298.85,5190.97,,1140.65,,,1090.09,5797.98,3351.05,536.41,8861.0,1372.83,5058.75,4112.65,336.47,403.41,566.29,3652.9,1926.95,1309.4,886.07,3359.22,,365.2,,384.4,58.35
1999-02-19,1239.22,14098.04,6031.2,6409.5,4130.48,6942.7,4823.26,2807.9,517.63,,725.37,9840.89,9254.12,35658.0,1374.31,,3416.3,,298.85,5239.53,,1157.69,,,1090.09,5797.98,3354.92,522.18,9013.0,1372.83,5015.73,4200.12,336.57,404.02,565.29,3718.2,1926.13,1314.1,899.8,3248.94,,362.7,,391.1,61.13
1999-02-22,1272.14,14256.67,6069.9,6504.6,4165.86,7076.7,4887.7,2799.4,528.31,,739.34,9945.19,9229.34,36822.0,1400.18,,3444.94,,306.03,5219.16,,1158.42,,,1090.09,6313.61,3303.89,508.49,9075.0,1356.55,5037.72,4243.18,334.52,398.67,562.61,3636.4,1939.19,1303.0,892.26,3248.94,,359.9,,389.4,70.36
1999-02-23,1271.18,14500.65,6155.2,6454.7,4207.95,7145.7,5012.6,2811.0,536.69,,739.5,10133.79,9433.99,36658.0,1400.43,,3444.3,,308.17,5268.61,,1185.09,,,1090.09,6180.92,3283.97,502.88,8943.0,1335.51,5063.53,4231.67,333.71,397.93,562.79,3557.1,1958.2,1278.0,876.73,3052.04,,347.1,,382.2,68.8
1999-02-24,1253.41,14355.45,6307.6,6339.4,4213.7,7233.7,5058.29,2819.1,538.84,,744.68,10224.59,9677.57,37320.0,1410.98,,3405.25,,310.62,5315.25,,1179.64,,,1090.09,6238.85,3287.53,498.42,8953.0,1344.21,5056.36,4269.12,336.17,402.0,553.13,3599.1,1933.61,1275.7,885.17,3270.05,,343.6,,379.0,68.39
1999-02-25,1245.02,14470.45,6206.5,6306.7,4152.56,7101.8,4918.55,2790.9,534.51,,733.96,10052.09,9658.07,36339.0,1410.22,,3404.84,,310.15,5325.29,,1176.12,,,1090.09,6275.51,3281.29,499.14,8674.0,1344.42,5070.22,4292.86,332.67,397.8,549.24,3768.5,1945.41,1243.3,878.42,3369.43,,347.3,,374.8,68.27
1999-02-26,1238.33,14367.54,6175.1,6312.7,4092.94,7063.8,4903.96,2768.4,536.12,,732.73,9997.29,9858.49,36339.0,1411.91,,3361.88,,310.15,5335.85,,1172.76,,,1090.09,6318.5,3233.86,520.06,8911.0,1344.42,5040.11,4260.8,340.94,396.09,542.23,3890.8,1964.54,1254.7,859.63,3377.58,,341.2,,380.8,62.44
1999-03-01,1236.16,14221.75,6060.9,6302.2,4032.05,6995.0,4779.07,2794.1,527.31,,718.32,9838.89,10020.46,36141.0,1422.85,,3300.03,,311.33,5314.12,,1161.74,,,1097.97,6312.23,3523.98,520.06,9198.0,1315.12,5074.52,4217.74,340.94,396.33,531.54,3893.2,1963.77,1237.5,858.28,3394.47,,333.4,,382.3,66.66
1999-03-02,1225.5,13921.06,6061.3,6225.2,4048.63,6976.5,4797.84,2776.6,526.09,,725.91,9822.99,9913.58,36066.0,1418.61,,3304.33,,311.33,5293.48,,1156.16,,,1100.92,6263.52,3523.98,533.97,9071.0,1313.58,5099.86,4186.65,338.82,394.97,526.03,3817.5,1969.87,1260.4,849.5,3318.02,,338.9,,379.7,70.28
1999-03-03,1227.7,14170.36,6048.3,6180.3,4004.16,6986.1,4668.52,2773.1,519.16,,723.16,9707.59,9922.4,35485.0,1415.81,,3294.41,,316.34,5309.2,,1152.07,,,1128.74,6403.12,3640.42,534.49,9155.0,1315.89,5207.87,4127.38,341.51,395.81,513.23,3916.4,2008.4,1244.5,868.97,3340.39,,346.8,,374.8,67.44
1999-03-04,1246.64,14183.45,6101.5,6268.7,4087.99,7106.8,4722.69,2769.4,515.92,,724.45,9834.29,9912.76,36449.0,1433.41,,3282.98,,321.17,5303.58,,1146.06,,,1128.95,6393.72,3601.96,532.29,9508.0,1316.03,5248.5,4218.02,337.14,394.15,516.59,3787.7,1997.17,1236.4,896.88,3232.02,,347.8,,383.8,65.32
1999-03-05,1275.47,14894.0,6205.5,6415.1,4189.56,7213.3,4840.81,2785.5,529.54,,737.02,10004.99,10241.12,37615.0,1449.66,,3346.17,,321.17,5389.06,,1171.96,,,1132.36,6383.07,3649.06,539.19,9465.0,1316.03,5318.28,4327.8,360.31,388.68,516.82,3858.1,2012.89,1260.1,898.23,3253.67,,350.9,,387.4,66.74
1999-03-08,1282.73,14779.05,6208.9,6503.4,4175.97,7185.9,4791.43,2811.1,525.52,,729.23,9861.39,10263.99,37024.0,1451.84,,3322.45,,330.17,5418.09,,1182.68,,,1142.11,6431.94,3732.1,571.84,9786.0,1359.03,5358.43,4460.85,336.68,384.57,519.86,3847.4,2027.76,1283.0,901.38,3334.86,,349.4,,388.4,66.74
1999-03-09,1279.84,15096.7,6237.7,6488.4,4159.8,7267.2,4790.47,2801.8,522.27,,731.75,9915.29,10532.95,37627.0,1440.52,,3305.39,,329.02,5423.7,,1186.79,,,1136.94,6493.41,3784.11,572.85,9484.0,1347.18,5342.18,4568.1,329.59,379.42,530.53,3962.3,1997.9,1285.8,897.21,3444.09,,354.2,,391.1,67.93
1999-03-10,1286.84,15480.0,6241.5,6572.6,4162.31,7209.4,4730.05,2812.2,520.66,,721.73,9940.09,10749.01,38198.0,1469.53,,3277.54,,328.22,5368.39,,1182.17,,,1132.74,6486.58,3743.37,569.27,9778.0,1354.05,5319.24,4728.27,333.28,373.8,528.12,3887.3,1980.97,1280.7,905.99,3468.24,,361.1,,403.6,70.08
1999-03-11,1297.68,15502.14,6335.7,6565.8,4184.38,7322.6,4785.37,2831.1,527.58,,725.92,10191.59,10662.81,38298.0,1471.73,,3302.18,,333.75,5427.37,,1200.85,,,1149.93,6436.78,3673.51,582.07,9698.0,1365.5,5400.49,4679.8,345.21,378.64,523.27,4088.6,1950.02,1294.8,899.58,3471.98,,372.7,,410.8,77.61
1999-03-12,1294.59,15488.86,6282.2,6562.1,4175.03,7250.7,5031.06,2843.3,533.02,,725.36,10094.69,10801.76,37757.0,1485.74,,3319.57,,333.75,5404.3,,1209.87,,,1158.7,6462.71,3702.81,590.8,9574.0,1365.5,5470.75,4697.73,345.79,375.94,528.79,4124.1,1944.8,1323.9,905.88,3537.9,,371.6,,407.9,79.3
1999-03-15,1307.26,15779.6,6206.8,6606.0,4185.12,7240.9,5043.23,2874.1,535.05,,722.3,10120.99,10836.86,38242.0,1494.19,,3343.8,,339.24,5331.98,,1202.24,,,1164.64,6598.29,3783.71,592.02,10414.0,1393.83,5429.17,4769.9,360.88,372.32,518.45,4047.2,1940.84,1305.2,907.34,3625.2,,368.7,,417.4,79.96
1999-03-16,1306.38,16072.82,6201.9,6619.8,4186.35,7218.9,5090.93,2874.5,540.64,,726.11,10213.89,10911.25,37981.0,1489.54,,3348.24,,339.24,5297.6,,1213.35,,,1166.93,6672.2,3744.18,601.83,10658.0,1380.85,5528.11,4890.39,354.95,379.45,511.9,3909.1,1981.33,1291.8,908.02,3598.09,,376.7,,413.6,82.55
1999-03-17,1297.82,16268.11,6140.6,6593.8,4170.01,7231.8,5062.59,2864.0,539.97,,719.37,10119.09,10940.07,37905.0,1470.16,,3342.52,,339.24,5297.6,,1202.82,,,1159.1,6757.04,3672.71,600.52,10635.0,1391.14,5552.01,4855.17,356.8,387.88,511.85,4067.8,1982.28,1298.4,905.09,3630.82,,375.7,,412.0,87.25
1999-03-18,1316.55,15717.92,6114.3,6586.4,4152.37,7195.7,5025.79,2857.9,537.59,,708.33,10039.69,10659.32,38240.0,1466.07,,3315.17,,338.85,5297.67,,1197.43,,,1151.99,6894.98,3672.71,578.98,10894.0,1397.52,5511.38,4864.8,362.91,387.88,515.34,4169.9,2023.53,1286.4,910.6,3660.26,,373.1,,412.7,87.61
1999-03-19,1299.29,16378.78,6163.2,6598.8,4219.65,7208.3,5108.75,2876.1,547.17,,724.51,10073.69,11082.92,38489.0,1472.99,,3322.49,,338.85,5381.15,,1205.19,,,1172.92,6997.26,3672.63,604.22,10836.0,1397.52,5603.63,4784.33,356.97,394.22,513.91,4308.9,2005.94,1339.4,919.49,3774.29,,379.5,,410.0,86.28
1999-03-22,1297.01,16378.78,6152.8,6596.6,4197.06,7153.6,5034.68,2881.3,544.27,,718.71,9955.09,11107.24,38054.0,1497.68,,3290.82,,341.14,5430.42,,1189.34,,,1172.74,7043.2,3713.18,607.74,10527.0,1439.12,5603.63,4715.3,366.09,392.28,507.55,4316.3,2017.97,1367.4,918.71,3759.45,,379.7,,401.9,84.71
1999-03-23,1262.14,16019.1,6060.5,6482.2,4079.47,7013.6,4870.49,2885.8,532.68,,718.25,9728.39,11041.01,37408.0,1492.87,,3214.6,,341.27,5373.49,,1171.23,,,1170.95,6945.45,3757.5,614.34,10417.0,1441.64,5564.43,4632.07,365.74,394.81,503.48,4315.1,2043.44,1329.3,909.82,3637.8,,373.2,,401.4,82.6
1999-03-24,1268.59,15515.47,6016.7,6527.3,4058.16,6949.0,4797.33,2865.5,525.73,,706.29,9720.69,10711.34,37076.0,1482.36,,3165.75,,337.59,5296.46,,1148.8,,,1169.03,6889.39,3682.69,611.48,10429.0,1455.59,5489.87,4819.49,360.35,391.35,494.57,4220.1,2025.02,1318.2,908.69,3471.48,,366.7,,399.4,79.47
1999-03-25,1289.99,15986.04,6085.0,6593.5,4137.01,7082.2,4863.81,2887.3,533.98,,727.2,9868.29,10826.13,37683.0,1500.37,,3235.11,,345.07,5287.16,,1165.9,,,1156.85,6941.35,3682.69,611.07,10937.0,1455.59,5537.19,4829.2,365.7,395.83,499.14,4415.6,1998.76,1342.0,916.57,3471.48,,373.7,,412.3,87.56
1999-03-26,1282.8,16016.99,6139.2,6635.2,4115.71,7008.2,4799.59,2896.3,525.56,,731.88,9659.09,10803.31,37349.0,1497.5,,3227.95,,345.07,5256.19,,1177.58,,,1161.12,7033.22,3597.58,609.79,10865.0,1455.59,5472.19,4736.58,366.91,392.95,500.16,4554.1,2021.55,1353.1,917.47,3549.46,,372.5,,406.9,92.37
1999-03-29,1310.17,16008.84,6252.9,6652.8,4153.65,7086.3,4867.21,2873.3,534.56,,737.74,9748.09,10688.47,38054.0,1497.5,,3254.37,,350.16,5252.96,,1181.3,,,1169.49,6901.65,3597.58,601.07,10869.0,1455.59,5456.42,4845.43,363.32,392.86,500.16,4554.1,2008.74,1373.5,915.44,3496.31,,372.8,,415.5,89.64
1999-03-30,1300.75,15859.12,6264.2,6575.9,4141.98,7024.1,4841.2,2894.0,534.4,,735.16,9676.99,10940.21,38191.0,1518.08,,3260.8,,351.94,5296.08,,1182.39,,,1157.51,6898.63,3683.49,618.05,11028.0,1455.59,5437.3,4882.0,359.76,393.62,498.57,4554.1,2011.5,1363.4,919.04,3511.02,,381.6,,419.0,89.16
1999-03-31,1286.37,15836.59,6295.3,6597.8,4197.88,7130.2,4865.27,2867.0,536.93,,742.87,9740.69,10942.2,38601.0,1518.31,,3251.45,,351.94,5304.17,,1189.76,,,1158.05,6881.69,3739.96,618.98,10696.0,1455.59,5389.98,4930.37,352.01,393.62,502.82,4554.1,2027.69,1403.3,931.65,3376.37,,388.1,,419.8,86.56
1999-04-01,1293.72,16327.56,6330.0,6624.8,4229.85,7132.4,4901.81,2872.7,533.63,,746.24,9740.69,11072.98,38130.0,1545.19,,3265.25,,351.94,5286.88,,1193.93,,,1168.5,7018.65,3686.29,636.89,10696.0,1455.59,5411.01,4930.37,356.85,394.43,527.56,4554.1,2027.69,1428.7,938.96,3121.39,,392.7,,419.8,87.4
1999-04-02,1293.72,16290.19,6330.0,6624.8,4229.85,7132.4,4901.81,2872.7,533.63,,746.24,9740.69,11072.98,38130.0,1545.19,,3265.25,,351.94,5286.88,,1193.93,,,1184.4,7232.48,3686.29,646.78,10696.0,1455.59,5411.01,4930.37,357.1,394.43,540.07,4554.1,2027.69,1428.7,938.96,3303.49,,398.5,,419.8,86.05
1999-04-05,1321.12,16334.78,6330.0,6739.7,4229.85,7132.4,4901.81,2872.7,533.63,,746.24,9740.69,11072.98,38130.0,1581.6,,3265.25,,354.97,5286.88,,1193.93,,,1194.47,7232.48,3519.39,646.78,11022.0,1512.31,5411.01,5101.94,350.73,395.34,535.84,4706.1,2040.65,1428.7,947.29,3218.06,,398.5,,438.0,87.89
1999-04-06,1317.89,16479.71,6415.3,6768.5,4304.48,7170.0,5022.27,2938.6,536.34,,770.03,10011.29,11072.98,38535.0,1606.15,,3299.06,,354.97,5362.74,,1207.12,,,1199.6,7163.96,3569.47,666.73,11120.0,1532.21,5422.96,5146.79,350.73,395.51,556.93,4896.7,2042.83,1451.5,945.94,3300.2,,400.4,,439.6,85.62
1999-04-07,1326.89,16554.5,6473.2,6786.7,4318.04,7216.8,5027.25,2938.3,542.55,,766.93,10027.69,11614.87,38447.0,1622.32,,3333.94,,354.97,5375.97,,1203.51,,,1201.63,7135.86,3586.8,673.36,11530.0,1531.35,5432.52,5123.13,359.52,395.91,556.57,4926.9,2069.64,1447.7,956.29,3535.66,,402.6,,450.0,81.88
1999-04-08,1343.98,16846.69,6437.9,6932.6,4330.7,7332.9,5067.76,2969.4,537.67,,766.55,10100.59,11727.84,38594.0,1641.61,,3321.41,,360.41,5378.29,,1203.84,,,1202.47,7273.38,3538.17,681.19,11466.0,1535.31,5441.6,5175.39,365.09,400.0,556.58,4737.8,2104.34,1432.6,970.92,3621.53,,406.6,,448.9,81.0
1999-04-09,1348.35,16855.63,6472.8,6889.8,4363.14,7386.9,5133.92,2971.7,537.73,,767.69,10101.89,11914.1,38142.0,1665.26,,3330.59,,360.41,5356.91,,1214.41,,,1205.14,7265.67,3441.19,687.42,11295.0,1535.31,5522.37,5204.88,371.95,421.21,568.1,4607.0,2104.34,1448.5,971.26,3621.53,,402.7,,444.4,76.29
1999-04-12,1358.63,16507.4,6441.2,6938.9,4355.0,7352.9,5167.55,2955.1,536.17,,759.37,10039.19,11744.74,38328.0,1661.28,,3323.59,,353.27,5351.3,,1195.79,,,1195.34,7242.37,3463.77,689.64,11432.0,1514.7,5534.8,5303.28,370.68,421.15,571.41,4375.6,2156.53,1412.0,975.42,3621.53,,395.9,,444.0,77.34
1999-04-13,1349.82,16715.16,6513.1,6913.3,4367.41,7366.2,5225.22,2990.9,540.99,,766.51,10120.79,11899.69,38642.0,1679.88,,3327.75,,362.37,5437.91,,1197.01,,,1178.19,7337.82,3464.52,689.8,11321.0,1491.05,5632.31,5296.31,370.68,432.52,584.63,3986.0,2157.09,1402.8,982.96,3720.16,,397.6,,442.0,79.26
