,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Denmark,Sweden,Spain,Hong Kong,Italy,Singapore,Finland,Belgium,Norway,Israel,Ireland,New Zealand,Austria,Portugal,Eurozona,China,Taiwan,India,Korea,Brazil,Saudi Arabia,South Africa,Mexico,Thailand,Indonesia,Malaysia,Turkiye,Philippines,Poland,Chile,Greece,Hungary,Czechia,Colombia,Argentina,Russia
2002-04-12,1111.01,10962.98,5161.0,7731.0,4468.29,6593.0,5189.65,3354.5,511.65,261.98,767.71,8027.29,10710.48,32683.0,1751.75,1642.0,2792.55,146.22,379.11,5076.37,1994.61,1323.38,,,1658.98,6182.57,3510.9,875.69,13751.0,2660.02,10913.22,7391.25,379.63,539.27,776.21,12240.2,1404.98,1335.82,1146.47,2203.39,1129.89,440.2,387.69,386.6,314.5
2002-04-15,1102.55,11137.3,5201.4,7761.3,4502.49,6615.5,5244.2,3368.1,513.6,261.21,773.56,8116.89,10727.98,32769.0,1757.54,1648.18,2807.17,146.13,375.76,5109.6,2002.72,1327.2,,,1649.5,6195.98,3461.51,894.28,13472.0,2651.68,10922.97,7396.72,379.63,549.84,784.54,12605.9,1396.02,1349.17,1139.38,2167.45,1107.86,447.1,386.23,387.9,320.42
2002-04-16,1128.37,11346.66,5259.9,7841.6,4598.74,6679.4,5343.88,3386.6,526.08,260.35,793.64,8353.49,10788.53,33706.0,1770.05,1676.58,2843.57,147.51,375.76,5084.98,2002.48,1325.45,,,1640.29,6257.71,3413.72,901.29,13623.0,2640.45,11060.51,7535.07,379.63,551.61,782.12,12220.3,1392.91,1355.53,1153.69,2169.65,1119.09,449.0,384.43,362.3,324.99
2002-04-17,1126.07,11543.71,5263.9,7868.1,4597.3,6691.3,5318.55,3401.3,528.83,262.85,796.76,8393.79,11090.58,33594.0,1771.34,1689.08,2847.36,147.89,375.76,5090.52,2014.08,1332.25,,,1644.4,6390.66,3421.82,930.51,13732.0,2637.65,11190.68,7574.35,390.73,542.27,792.14,12263.3,1404.05,1339.86,1152.74,2202.11,1134.66,451.8,384.43,368.7,328.13
2002-04-18,1124.47,11575.73,5229.4,7818.1,4588.83,6687.4,5262.88,3406.7,526.54,260.1,779.39,8348.09,11217.15,33406.0,1747.54,1659.74,2838.78,148.31,380.88,5058.31,2006.37,1332.42,,,1628.14,6387.19,3420.94,937.61,13573.0,2642.17,11149.65,7532.14,387.48,534.84,787.23,12010.1,1401.42,1331.82,1147.42,2203.27,1129.34,445.3,386.15,400.5,336.64
2002-04-19,1125.17,11512.01,5243.6,7899.6,4606.42,6676.7,5284.55,3407.3,528.23,262.07,770.3,8420.39,11252.18,33557.0,1730.82,1643.51,2867.33,147.28,380.88,5098.45,1991.11,1333.11,,,1635.17,6448.1,3364.4,923.94,13478.0,2642.17,11192.93,7509.22,386.51,532.78,798.35,11970.9,1401.0,1313.37,1150.73,2221.49,1146.61,443.1,382.55,419.7,339.23
2002-04-22,1107.83,11721.64,5221.5,7814.3,4559.46,6685.3,5205.48,3414.1,525.38,261.05,735.64,8363.49,11139.42,33220.0,1727.66,1620.37,2874.56,146.3,386.35,5147.47,1999.35,1324.0,,,1627.48,6462.28,3390.25,920.89,13224.0,2672.62,11174.1,7435.13,386.92,535.68,807.3,11759.7,1373.44,1314.98,1144.23,2204.43,1128.19,441.9,385.84,419.7,341.55
2002-04-23,1100.96,11736.83,5191.0,7717.8,4562.55,6675.0,5192.1,3403.9,526.13,256.77,730.78,8356.89,11345.18,33213.0,1740.45,1602.39,2899.82,145.31,383.23,5137.24,1997.01,1327.36,,,1624.55,6390.6,3403.82,925.7,13188.0,2694.74,11015.11,7403.38,381.43,543.06,808.07,11759.7,1369.01,1315.15,1139.49,2200.18,1121.25,444.2,383.99,419.7,337.85
2002-04-24,1093.14,11672.88,5218.2,7713.4,4528.0,6679.8,5160.14,3373.6,520.57,253.98,707.78,8324.99,11396.57,33215.0,1734.72,1582.86,2893.1,145.76,373.0,5142.73,1990.45,1317.27,,,1611.05,6455.37,3411.92,915.69,13381.0,2711.24,10932.58,7504.73,380.76,544.26,799.51,11775.1,1354.47,1304.21,1139.49,2216.8,1109.05,445.3,386.81,419.7,339.77
2002-04-25,1091.48,11648.72,5197.5,7686.3,4455.99,6591.8,5054.41,3373.6,512.27,250.93,702.65,8171.09,11409.29,32730.0,1727.42,1560.99,2848.59,142.97,370.9,5111.59,1990.45,1314.5,,,1615.92,6355.57,3359.64,872.58,13273.0,2737.82,10967.95,7476.37,373.04,544.59,799.51,11800.5,1328.16,1311.22,1129.67,2206.42,1121.33,450.6,386.09,419.7,337.86
2002-04-26,1076.32,11541.39,5159.0,7629.6,4453.08,6530.1,5000.38,3379.1,509.26,250.93,717.83,8181.99,11385.08,32579.0,1728.32,1587.38,2813.83,142.52,370.9,5134.0,1993.1,1315.72,,,1640.59,6306.91,3371.7,869.65,13076.0,2737.82,10807.07,7491.78,376.44,539.96,801.37,12041.2,1323.62,1329.27,1130.62,2225.14,1128.51,458.1,380.45,419.7,343.23
2002-04-29,1065.45,11541.39,5153.9,7582.5,4430.38,6566.8,5008.04,3352.8,505.41,250.54,710.42,8146.29,11361.49,32544.0,1712.26,1584.58,2771.69,141.17,367.41,5147.99,1990.76,1339.11,,,1665.81,6205.07,3301.21,838.51,13090.0,2776.72,10700.15,7434.19,371.01,525.86,790.75,11657.3,1314.67,1335.97,1127.07,2227.96,1125.75,450.2,385.08,389.4,347.82
2002-04-30,1076.92,11492.54,5165.6,7663.4,4462.74,6557.6,5041.2,3350.0,511.28,256.87,714.34,8154.39,11497.58,32474.0,1725.37,1576.74,2811.12,142.07,362.78,5146.72,1978.0,1344.67,,,1667.75,6065.71,3338.16,842.34,13085.0,2899.69,10660.26,7480.74,371.42,534.06,793.99,11441.5,1345.74,1321.33,1137.84,2218.35,1125.47,448.6,384.5,387.8,343.33
2002-05-01,1086.46,11552.79,5125.5,7647.3,4462.74,6557.6,5041.2,3360.4,511.28,257.33,714.34,8154.39,11497.58,32474.0,1725.37,1576.74,2811.12,142.07,367.12,5146.72,1995.27,1344.67,,,1667.75,6065.71,3338.16,842.34,13085.0,2915.8,10660.26,7480.74,371.42,534.72,793.99,11479.7,1345.74,1321.33,1137.84,2218.35,1125.47,448.6,384.5,387.8,343.33
2002-05-02,1084.56,11551.01,5174.1,7670.5,4421.56,6552.3,4964.56,3362.3,503.23,262.71,714.39,8047.99,11780.11,31881.0,1740.35,1598.45,2791.95,146.27,375.39,5178.12,1998.73,1357.16,,,1667.75,5867.81,3372.56,859.86,12538.0,2918.99,10680.0,7486.86,369.86,539.7,795.35,11321.9,1362.97,1305.48,1141.86,2218.37,1127.56,459.2,385.7,409.1,343.33
2002-05-03,1073.43,11551.01,5203.1,7663.9,4354.92,6598.7,4882.77,3366.0,495.74,261.32,695.84,8018.99,11797.22,31534.0,1741.01,1570.93,2805.71,145.73,375.39,5217.79,1991.8,1350.61,,,1667.75,5910.3,3380.61,856.72,12610.0,2918.99,10784.42,7521.95,374.05,544.08,794.66,11469.0,1375.24,1305.48,1140.91,2218.37,1144.51,461.6,386.8,405.8,343.33
2002-05-06,1052.67,11551.01,5203.1,7581.1,4367.26,6571.5,4880.67,3345.4,493.71,261.28,690.51,7945.89,11736.2,31566.0,1722.05,1557.93,2817.25,144.51,376.04,5217.79,1988.59,1354.99,,,1667.75,5642.46,3384.35,826.87,12430.0,2862.66,10961.94,7542.48,374.05,539.81,795.1,11447.3,1357.3,1305.05,1142.1,2218.37,1163.51,461.5,387.87,407.5,340.72
2002-05-07,1049.49,11316.04,5119.9,7561.4,4296.4,6478.1,4872.41,3325.0,489.19,263.74,698.24,7910.69,11795.98,31332.0,1720.98,1557.47,2784.78,143.34,377.99,5160.67,1984.78,1341.95,,,1667.75,5663.96,3423.75,826.34,12342.0,2883.94,10955.61,7431.89,374.65,544.89,789.93,11655.4,1343.48,1288.67,1143.4,2218.37,1149.26,465.1,384.61,399.9,328.81
2002-05-08,1088.85,11520.75,5209.1,7707.8,4404.02,6591.9,5028.59,3339.9,498.06,267.38,715.37,8087.89,11768.31,31961.0,1735.43,1595.53,2839.75,146.12,375.64,5199.95,1979.83,1342.01,,,1652.37,5711.51,3435.06,844.67,12617.0,2887.32,11133.06,7517.84,382.48,547.74,794.47,12117.2,1345.44,1297.95,1148.96,2274.55,1163.6,465.1,385.72,398.9,329.92
2002-05-09,1073.01,11633.3,5197.6,7632.3,4386.86,6595.1,4966.48,3338.5,498.23,267.38,715.37,8041.39,11700.76,31544.0,1733.61,1595.53,2844.28,146.12,369.76,5240.29,1972.17,1342.01,,,1650.58,5739.26,3462.01,838.67,12102.0,2891.67,11110.76,7351.08,380.7,547.74,794.66,11944.8,1356.45,1297.07,1145.88,2298.29,1153.66,473.5,387.57,390.6,329.92
2002-05-10,1054.99,11531.11,5171.2,7596.1,4329.84,6533.1,4871.7,3330.9,490.52,264.24,701.64,7897.09,11645.9,31129.0,1735.95,1578.7,2840.24,146.94,369.76,5243.84,1985.22,1343.58,,,1638.2,5807.28,3431.32,817.93,12130.0,2891.67,11147.96,7303.57,382.09,543.91,788.54,11638.9,1350.42,1296.44,1141.74,2320.81,1147.88,479.4,388.65,387.5,329.92
2002-05-13,1074.56,11336.95,5204.8,7661.4,4375.39,6568.3,4975.48,3302.5,493.67,262.92,706.45,7998.09,11733.43,31588.0,1732.79,1586.39,2866.73,146.76,372.83,5265.87,1984.56,1342.34,,,1623.94,5742.64,3442.49,821.89,12002.0,2887.58,11098.72,7307.16,380.67,537.14,786.03,11669.2,1353.15,1302.08,1136.89,2325.04,1143.71,476.3,388.65,385.9,328.96
2002-05-14,1097.28,11356.19,5239.5,7716.9,4447.12,6622.3,5049.08,3314.3,501.84,263.45,714.48,8103.59,11690.31,32122.0,1742.25,1610.59,2889.64,149.02,380.97,5281.48,1999.0,1337.16,,,1616.23,5755.9,3420.33,837.37,12204.0,2887.63,11196.36,7361.94,382.09,538.63,785.51,11613.9,1347.19,1308.97,1134.52,2361.09,1144.77,470.2,393.16,384.3,340.87
2002-05-15,1091.07,11642.97,5259.1,7707.0,4471.27,6670.1,5072.39,3376.1,503.83,260.46,718.25,8162.09,11838.36,32130.0,1747.32,1616.01,2871.66,148.17,380.39,5300.95,2022.8,1335.61,,,1598.35,5910.67,3395.59,862.62,12350.0,2900.69,11156.27,7402.8,375.83,538.89,786.75,11402.2,1357.31,1309.9,1129.2,2346.55,1135.62,468.0,396.11,370.2,346.2
2002-05-16,1098.23,11738.69,5248.5,7738.1,4466.36,6692.0,5047.45,3395.3,502.01,259.18,708.59,8088.09,11832.77,32110.0,1733.48,1605.5,2856.46,149.12,380.39,5251.57,2007.6,1331.57,,,1549.5,5801.45,3355.61,858.04,12660.0,2910.43,11146.27,7514.9,376.18,529.74,786.38,11219.0,1355.39,1368.1,1137.13,2351.36,1125.92,472.3,398.26,369.2,344.38
2002-05-17,1106.59,11847.32,5218.0,7727.0,4442.94,6642.6,5036.41,3412.6,498.16,260.29,713.84,8090.59,11974.61,31942.0,1733.61,1603.37,2832.33,149.12,380.39,5260.55,2021.72,1330.93,,,1567.5,5789.82,3333.76,875.03,12699.0,2910.43,11046.53,7537.82,378.23,531.58,787.85,10609.9,1349.28,1385.85,1138.43,2389.52,1118.85,473.3,399.52,372.7,349.08
2002-05-20,1091.88,11856.54,5208.1,7727.0,4400.75,6606.0,4998.99,3393.3,495.41,260.29,713.84,7999.99,11974.61,31280.0,1724.57,1592.07,2815.28,149.12,375.9,5273.53,2025.65,1330.93,,,1541.53,5574.69,3282.81,865.78,12668.0,2927.23,11104.53,7469.68,381.02,526.93,784.56,10761.7,1343.67,1374.52,1139.61,2402.07,1118.85,467.4,396.88,370.5,355.39
2002-05-21,1079.88,11801.16,5197.2,7688.3,4399.2,6623.3,4984.61,3376.9,492.4,260.6,703.41,7949.99,11753.29,31312.0,1730.48,1578.41,2815.48,148.22,378.63,5237.49,2029.35,1325.71,,,1588.11,5443.16,3186.53,837.56,12701.0,2901.31,11190.83,7385.92,385.64,525.34,781.72,10895.7,1328.36,1385.49,1139.61,2405.57,1098.55,465.7,395.44,365.1,349.85
2002-05-22,1086.02,11961.98,5151.9,7638.4,4326.29,6585.9,4919.5,3389.8,486.73,257.12,688.13,7857.09,11795.2,30992.0,1737.5,1552.45,2780.95,145.7,379.05,5226.98,2039.95,1325.7,,,1564.49,5541.62,3175.49,863.06,12368.0,2910.68,11320.86,7385.15,386.97,511.63,772.94,10603.2,1319.24,1374.29,1131.92,2367.07,1076.11,464.9,395.1,351.6,344.92
2002-05-23,1097.08,11979.85,5175.3,7725.1,4341.59,6564.1,4879.5,3373.5,492.04,258.22,690.77,7902.09,11624.75,30909.0,1717.78,1558.67,2792.86,145.42,378.31,5245.9,2048.02,1327.63,,,1571.61,5549.94,3114.05,845.51,12556.0,2920.5,11174.22,7398.5,392.85,503.67,767.59,10774.2,1323.6,1375.95,1123.76,2346.2,1086.95,467.5,395.5,347.4,347.72
2002-05-24,1083.82,11976.28,5169.1,7667.8,4337.43,6576.0,4899.13,3387.1,492.16,256.62,691.3,7950.19,11626.78,30768.0,1722.31,1561.39,2711.07,144.66,378.31,5210.64,2041.48,1323.3,,,1549.47,5706.38,3255.62,854.57,12574.0,2920.5,11230.92,7366.43,392.09,506.95,765.86,10894.3,1334.78,1376.75,1125.89,2329.59,1085.46,464.1,404.97,330.4,341.37
2002-05-27,1083.82,11976.35,5136.3,7667.0,4360.71,6607.7,4961.54,3381.6,492.94,255.65,689.24,7992.99,11564.73,30856.0,1722.31,1552.59,2710.76,144.14,377.12,5249.28,2033.56,1322.81,,,1555.05,5729.88,3243.41,840.57,12698.0,2849.77,11074.41,7357.24,392.09,512.79,765.86,11199.0,1332.75,1380.35,1125.89,2298.42,1085.07,470.7,405.36,322.0,345.42
2002-05-28,1074.55,11936.08,5074.2,7660.6,4339.57,6584.1,4918.58,3385.9,490.1,253.14,683.94,7925.09,11581.58,30836.0,1708.63,1554.25,2709.69,142.92,376.85,5224.95,2032.46,1331.15,,,1558.52,5669.51,3146.83,848.8,12728.0,2879.06,11028.6,7303.57,403.04,513.58,761.3,10934.7,1324.78,1369.31,1113.11,2302.83,1070.67,466.8,401.0,341.5,345.42
2002-05-29,1067.66,11853.0,5083.0,7611.9,4334.85,6598.0,4881.8,3381.2,489.54,251.57,674.07,7946.69,11430.66,30726.0,1684.42,1540.07,2750.12,139.33,372.98,5249.23,2047.07,1318.89,,,1524.81,5623.21,3160.24,835.19,12985.0,2880.62,10945.62,7130.71,409.11,520.69,763.14,10806.5,1323.08,1376.84,1101.28,2298.79,1058.93,465.2,401.24,339.3,335.51
2002-05-30,1064.66,11770.03,5040.8,7580.6,4260.14,6544.1,4761.96,3387.1,480.34,252.79,659.02,7854.79,11380.61,30251.0,1683.43,1525.85,2733.11,138.7,372.86,5221.61,2065.16,1318.89,,,1523.52,5736.17,3135.89,815.61,12985.0,2890.3,10764.69,7061.4,407.41,522.55,759.33,10508.1,1328.21,1376.84,1098.32,2263.24,1062.46,456.5,400.51,332.8,336.47
2002-05-31,1067.14,11763.7,5085.1,7656.1,4274.64,6574.8,4818.3,3373.6,484.55,254.33,659.89,7949.89,11301.94,30143.0,1671.84,1538.57,2727.42,138.75,372.86,5237.94,2057.23,1301.71,,,1515.73,5675.63,3125.73,796.4,12861.0,2890.3,10798.01,7031.64,407.96,530.79,741.76,10413.7,1314.66,1369.37,1099.74,2297.56,1048.57,451.4,403.35,317.6,333.61
2002-06-03,1040.68,11901.39,5085.1,7599.5,4227.15,6551.1,4747.95,3375.6,478.05,254.69,658.61,7899.69,11359.8,29736.0,1673.19,1529.13,2707.62,137.96,379.66,5237.94,2057.23,1303.73,,,1483.35,5571.06,3161.09,804.93,12659.0,2877.36,11003.95,6997.05,406.77,523.87,749.0,10316.9,1320.92,1393.12,1090.04,2279.5,1056.03,467.9,403.35,309.5,333.75
2002-06-04,1040.69,11653.07,5085.1,7568.0,4065.88,6415.7,4625.79,3347.1,462.57,251.19,648.55,7666.99,11312.55,28989.0,1647.76,1502.8,2652.8,134.29,378.81,5207.14,2054.2,1291.91,,,1490.51,5527.78,3191.6,806.33,12600.0,2862.83,10978.95,7016.14,402.54,518.93,750.56,10387.0,1326.95,1377.88,1080.34,2258.29,1043.36,459.9,404.85,296.5,326.14
2002-06-05,1049.9,11663.87,4989.2,7547.9,4079.51,6400.1,4624.31,3350.2,463.02,251.19,652.75,7619.09,11402.38,28994.0,1654.0,1518.95,2646.69,133.39,377.25,5213.41,2045.54,1286.14,,,1462.0,5599.4,3255.52,809.59,12590.0,2862.19,10878.82,6974.92,411.07,520.47,746.93,10383.4,1311.36,1380.04,1076.67,2290.92,1046.78,460.0,408.33,292.4,328.65
2002-06-06,1029.15,11574.94,4957.6,7498.9,4098.18,6366.0,4657.52,3344.3,466.0,256.33,644.55,7577.49,11380.77,28789.0,1652.46,1512.65,2666.79,134.64,377.04,5219.28,2056.85,1296.55,,,1521.26,5591.0,3259.31,809.59,12113.0,2857.22,10727.5,6791.91,417.76,513.73,752.88,10488.2,1302.35,1380.57,1069.81,2319.68,1036.54,457.0,416.8,288.4,334.52
2002-06-07,1027.53,11438.53,4920.4,7478.6,4020.27,6250.9,4610.18,3342.8,454.14,249.86,632.89,7480.59,11284.71,28525.0,1652.45,1477.99,2665.13,131.43,377.04,5146.23,2062.02,1285.26,,,1529.51,5433.0,3217.76,795.16,12283.0,2857.22,10654.12,6857.42,417.33,514.03,755.21,10151.0,1274.54,1364.56,1079.03,2295.93,1023.25,453.9,421.59,294.6,330.15
2002-06-10,1030.74,11370.21,4928.2,7460.7,4024.94,6267.5,4589.26,3342.8,454.03,250.72,638.71,7483.09,11288.84,28782.0,1664.44,1487.72,2674.03,132.31,369.3,5172.12,2071.23,1286.29,,,1517.23,5499.31,3279.49,811.9,12600.0,2857.22,10626.76,6835.0,423.65,511.37,755.23,9866.5,1284.47,1359.8,1078.32,2305.85,1024.0,455.9,421.59,274.9,338.84
2002-06-11,1013.6,11449.44,4934.8,7398.8,4109.37,6330.3,4606.09,3328.5,462.32,251.7,635.07,7553.89,11215.02,29516.0,1656.56,1508.68,2671.9,134.83,363.21,5178.91,2074.35,1275.81,,,1530.96,5405.4,3362.42,815.33,12210.0,2739.94,10585.63,6862.89,418.85,516.82,750.39,9721.4,1274.03,1363.67,1062.23,2304.51,1028.09,461.1,426.04,285.4,337.35
2002-06-12,1020.26,11327.06,4851.7,7359.6,4004.76,6142.0,4510.19,3327.9,446.97,251.38,620.47,7387.59,11147.97,28957.0,1645.99,1481.47,2592.98,134.85,362.14,5101.48,2053.7,1265.9,,,1524.84,5399.94,3344.41,823.06,12133.0,2782.95,10730.04,6801.65,423.61,523.97,750.57,9704.1,1274.03,1364.71,1053.83,2291.84,1024.13,459.2,429.36,275.7,337.35
2002-06-13,1009.56,11144.84,4771.9,7283.6,3957.33,6050.8,4470.14,3313.6,441.98,250.0,622.4,7296.49,11119.33,28384.0,1639.94,1476.34,2521.12,135.05,362.09,5082.89,2056.14,1263.44,,,1511.71,5562.21,3311.16,823.06,11962.0,2815.73,10536.81,6801.65,426.45,540.08,753.39,9774.4,1261.9,1354.83,1056.67,2277.55,1030.97,462.9,435.3,275.7,338.0
2002-06-14,1007.27,10920.63,4630.8,7249.0,3843.07,5980.7,4303.85,3294.1,429.95,244.83,609.73,7128.19,10955.52,27854.0,1607.77,1455.09,2472.25,131.19,362.09,4960.63,2059.45,1253.39,,,1494.25,5562.1,3312.07,822.01,11699.0,2815.73,10506.8,6720.37,422.44,545.0,748.51,9464.5,1265.42,1318.23,1063.54,2225.0,1015.82,447.8,434.2,267.7,330.68
2002-06-17,1036.17,10664.11,4756.8,7357.4,4010.36,6160.9,4475.1,3299.7,446.11,248.74,620.32,7332.99,10832.26,28872.0,1597.79,1479.81,2569.13,134.34,359.42,4969.46,2077.73,1247.85,,,1496.24,5537.79,3323.5,809.16,11937.0,2781.12,10506.8,6788.94,417.39,544.51,746.79,9230.7,1250.49,1324.04,1077.5,2220.1,1018.86,454.7,444.18,267.7,327.51
2002-06-18,1037.14,10839.93,4702.0,7327.5,4004.93,6072.2,4433.85,3311.9,447.05,247.73,623.93,7350.79,10852.04,28894.0,1600.6,1490.55,2546.15,134.49,358.78,4964.35,2099.13,1242.15,,,1524.07,5536.4,3284.54,809.4,11821.0,2760.26,10481.04,6765.19,418.52,539.82,747.42,9575.2,1250.25,1315.95,1076.43,2214.94,1017.92,453.5,451.98,288.4,320.22
2002-06-19,1019.99,10476.18,4652.4,7247.8,3935.58,5971.6,4354.82,3279.9,439.15,240.93,611.2,7212.69,10673.11,28594.0,1564.55,1458.61,2505.07,133.01,353.84,4922.69,2091.83,1243.84,,,1507.67,5399.48,3242.26,776.37,11493.0,2756.01,10439.13,6691.04,406.47,534.52,743.9,9378.4,1220.03,1290.59,1067.32,2193.43,995.34,447.6,444.93,300.5,312.27
2002-06-20,1006.29,10612.98,4580.3,7225.4,3832.07,5777.9,4245.68,3279.6,427.43,237.25,583.41,7060.29,10754.41,27879.0,1574.3,1425.76,2450.79,129.54,347.32,4835.6,2082.23,1241.5,,,1516.15,5445.75,3264.02,776.81,10909.0,2764.81,10459.36,6580.81,403.31,530.0,746.27,9179.4,1216.97,1290.13,1055.49,2179.63,969.62,444.0,440.82,320.8,307.92
2002-06-21,989.14,10354.35,4605.4,7139.4,3799.53,5791.6,4232.4,3252.2,423.16,237.07,583.41,6925.49,10591.86,27791.0,1546.25,1425.76,2462.06,128.87,347.32,4847.93,2065.24,1242.98,,,1562.72,5460.51,3242.75,778.53,10398.0,2764.81,10399.53,6502.97,395.46,525.86,743.35,9220.5,1213.84,1312.45,1042.0,2198.55,976.7,441.9,437.98,313.1,297.15
2002-06-24,992.72,10471.32,4541.9,7129.9,3669.24,5594.2,4127.21,3235.3,410.73,231.78,567.02,6651.39,10657.34,27039.0,1537.88,1394.14,2402.17,125.83,340.3,4818.55,2033.81,1234.89,,,1707.31,5384.87,3231.62,767.92,10759.0,2717.46,10385.07,6331.32,393.88,518.81,726.5,8984.6,1213.95,1282.89,1050.64,2198.55,968.48,431.5,438.01,318.4,298.06
2002-06-25,976.14,10496.67,4631.0,7120.8,3766.4,5781.4,4202.97,3227.6,423.44,238.74,590.35,6773.59,10608.98,27442.0,1565.8,1406.69,2456.88,126.83,351.53,4848.06,2031.65,1244.92,,,1706.59,5316.02,3214.34,755.92,10706.0,2717.46,10244.14,6354.26,398.53,516.96,717.21,9094.8,1197.58,1264.69,1050.88,2242.88,971.35,426.9,436.97,339.6,300.79
2002-06-26,973.53,10074.56,4531.0,7021.0,3701.13,5629.0,4099.05,3179.4,413.17,234.91,587.92,6683.39,10355.92,27117.0,1532.15,1385.23,2442.48,120.59,343.97,4697.32,1996.18,1232.29,,,1712.91,5123.02,3180.89,701.87,10691.0,2784.21,10053.46,6171.63,381.21,503.5,705.04,8627.4,1164.19,1233.96,1031.47,2205.06,929.08,414.8,434.42,334.6,290.47
2002-06-27,990.64,10261.6,4540.7,7073.8,3742.78,5717.9,4259.43,3212.9,419.06,241.96,594.96,6695.79,10518.09,27244.0,1531.59,1412.99,2463.77,125.01,353.92,4681.53,2005.18,1245.57,,,1723.55,5071.74,3217.15,710.43,11013.0,2794.55,10132.04,6400.89,383.02,506.87,711.58,9009.2,1157.51,1245.6,1033.36,2229.81,942.48,421.9,431.04,332.8,299.82
2002-06-28,989.82,10621.84,4656.4,7145.6,3897.99,5979.7,4382.56,3216.0,439.66,245.99,607.9,6912.99,10598.55,28091.0,1552.98,1444.91,2535.74,126.0,353.92,4743.45,2001.5,1243.07,,,1732.76,5153.69,3244.7,742.72,11139.0,2794.55,10233.44,6460.95,389.1,505.01,725.44,9379.9,1156.05,1216.35,1031.95,2237.86,926.41,412.6,432.7,350.7,304.18
2002-07-01,968.65,10595.44,4685.8,7145.6,3897.37,5985.1,4366.81,3227.9,438.93,245.52,609.29,6893.59,10598.55,28250.0,1550.36,1457.81,2536.01,126.96,355.95,4690.0,2005.45,1258.75,,,1713.7,4969.3,3288.71,742.72,10892.0,2778.08,10198.84,6363.05,389.1,492.27,724.65,9565.0,1195.06,1216.0,1027.69,2218.98,964.9,407.7,432.7,370.7,306.21
2002-07-02,948.09,10622.32,4546.8,7013.4,3735.66,5863.8,4195.95,3212.1,420.8,244.0,596.33,6713.39,10491.76,27405.0,1552.73,1439.53,2472.65,125.85,349.06,4597.32,2008.37,1228.09,,,1724.95,4995.06,3285.04,746.23,10846.0,2778.02,10173.54,6306.52,390.78,483.78,743.36,9135.0,1189.8,1193.05,1024.02,2180.69,941.49,391.2,432.79,360.8,305.6
2002-07-03,953.99,10812.3,4392.6,7024.1,3623.33,5711.4,4138.15,3185.9,406.08,238.61,578.26,6592.19,10579.19,26827.0,1583.14,1412.52,2408.53,123.63,346.71,4406.81,1994.7,1222.3,,,1730.92,5047.8,3310.19,753.36,10636.0,2768.78,9896.58,6326.49,395.15,478.53,739.35,9008.4,1141.26,1191.51,1004.26,2164.41,960.46,400.0,428.15,371.5,300.9
2002-07-04,953.99,10632.81,4471.2,7029.8,3697.13,5847.8,4258.62,3208.7,419.94,241.46,586.5,6686.59,10765.58,27034.0,1598.75,1428.31,2460.28,123.34,348.72,4439.22,1987.22,1227.37,,,1713.14,5130.78,3316.77,768.74,10655.0,2767.62,9972.95,6352.89,397.79,488.72,741.55,9060.0,1136.31,1182.17,1008.99,2193.72,979.74,407.8,424.93,387.7,309.86
2002-07-05,989.03,10826.09,4615.7,7112.5,3863.28,6024.2,4483.03,3214.8,437.36,247.12,609.52,7078.39,10806.16,28186.0,1641.53,1452.49,2552.27,125.97,348.72,4515.06,2002.71,1231.59,,,1722.19,5255.21,3330.61,787.83,10524.0,2767.62,10109.49,6462.83,401.1,492.78,744.62,9351.2,1119.43,1206.54,1015.5,2197.87,1002.54,407.8,418.11,382.8,316.25
2002-07-08,976.98,10769.2,4601.3,7092.0,3858.35,6002.3,4442.33,3233.7,433.89,246.62,610.47,7133.79,10803.45,28091.0,1621.28,1453.28,2548.2,126.61,352.27,4486.94,2029.1,1229.97,,,1732.93,5377.84,3357.66,783.35,10687.0,2786.67,10191.26,6488.92,398.75,484.61,735.78,8912.2,1120.94,1206.84,1008.05,2201.84,979.12,423.2,422.37,402.1,316.86
2002-07-09,952.83,10960.25,4542.9,7034.8,3819.01,5967.0,4369.76,3258.4,429.3,241.94,605.18,6997.69,10843.15,27984.0,1645.26,1444.39,2523.04,126.15,355.91,4529.39,2021.99,1229.04,,,1729.99,5388.5,3358.58,801.99,10687.0,2795.43,10077.66,6460.95,403.22,480.31,743.58,8747.9,1138.14,1217.45,1002.48,2185.44,968.04,435.3,423.51,402.1,319.94
2002-07-10,920.47,10752.66,4420.1,6916.4,3656.38,5775.5,4190.22,3226.2,409.78,240.25,590.28,6858.29,10787.54,27371.0,1631.94,1425.93,2435.61,124.47,361.67,4458.86,2027.4,1219.69,,,1701.82,5261.99,3332.36,794.71,10556.0,2788.66,9872.5,6371.27,402.97,477.38,743.17,8916.5,1152.82,1196.97,986.04,2162.29,975.34,434.0,427.63,385.0,324.24
2002-07-11,927.37,10485.74,4230.1,6863.3,3512.1,5538.5,4118.5,3192.4,391.78,233.31,564.36,6637.69,10558.81,26532.0,1608.19,1405.01,2329.15,122.69,355.64,4336.91,2004.13,1217.32,,,1696.94,5202.57,3290.56,764.88,10806.0,2739.94,9786.29,6390.17,397.97,470.82,738.85,8990.2,1138.85,1172.06,976.46,2143.21,951.89,421.0,427.02,373.5,318.31
