,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Denmark,Sweden,Spain,Hong Kong,Italy,Singapore,Finland,Belgium,Norway,Israel,Ireland,New Zealand,Austria,Portugal,Eurozona,China,Taiwan,India,Korea,Brazil,Saudi Arabia,South Africa,Mexico,Thailand,Indonesia,Malaysia,United Arab Emirates,Qatar,Kuwait,Turkiye,Philippines,Poland,Chile,Greece,Peru,Hungary,Czechia,Egypt,Colombia,Argentina,Russia
2008-01-02,,,,,56.27000045776367,51.5,79.46109771728516,,50.87540054321289,,,,,38.689998626708984,,30.010000228881836,45.369998931884766,42.08919906616211,,,,45.189998626708984,,,,24.219999313354492,14.649999618530273,41.0,67.33370208740234,,,,,,,,,,48.159000396728516,,,,14.899999618530273,,,,,,,43.95000076293945
2008-01-03,,,,,55.63999938964844,50.650001525878906,79.0541000366211,,50.76380157470703,,,,,38.7400016784668,,30.020000457763672,45.2400016784668,41.65739822387695,,,,44.7599983215332,,,,23.670000076293945,14.970000267028809,39.95000076293945,67.63099670410156,,,,,,,,,,47.03810119628906,,,,14.949999809265137,,,,,,,43.650001525878906
2008-01-04,,,,,55.59000015258789,50.09000015258789,78.05670166015625,,49.95830154418945,,,,,38.13600158691406,,29.3700008392334,45.27000045776367,40.76359939575195,,,,43.689998626708984,,,,23.180999755859375,14.970000267028809,39.9900016784668,64.84619903564453,,,,,,,,,,46.0791015625,,,,14.720000267028809,,,,,,,43.65999984741211
2008-01-07,,,,,54.599998474121094,49.349998474121094,78.14129638671875,,50.06629943847656,,,,,37.66699981689453,,28.729999542236328,45.029998779296875,40.13779830932617,,,,43.41999816894531,,,,22.979999542236328,14.949999809265137,39.77000045776367,63.94110107421875,,,,,,,,,,46.027198791503906,,,,14.680000305175781,,,,,,,43.52000045776367
2008-01-08,,,,,54.65999984741211,49.970001220703125,78.46910095214844,,49.65079879760742,,,,,37.81399917602539,,28.889999389648438,45.060001373291016,41.08340072631836,,,,43.84000015258789,,,,23.09000015258789,15.25,39.900001525878906,66.52449798583984,,,,,,,,,,47.06930160522461,,,,14.699999809265137,,,,,,,43.66999816894531
2008-01-09,,,,,55.09000015258789,50.52000045776367,77.79640197753906,,49.040401458740234,,,,,37.5880012512207,,28.43000030517578,45.060001373291016,39.98429870605469,,,,42.91999816894531,,,,23.450000762939453,15.399999618530273,40.209999084472656,66.3052978515625,,,,,,,,,,46.491600036621094,,,,14.859999656677246,,,,,,,43.68000030517578
2008-01-10,,,,,54.47999954223633,50.61000061035156,77.1001968383789,,48.284400939941406,,,,,37.64899826049805,,27.850000381469727,44.7400016784668,38.643699645996094,,,,41.720001220703125,,,,23.200000762939453,15.5,39.720001220703125,67.0791015625,,,,,,,,,,46.43370056152344,,,,14.670000076293945,,,,,,,43.7400016784668
2008-01-11,,,,,54.13999938964844,50.459999084472656,77.14820098876953,,48.09619903564453,,,,,37.49300003051758,,27.799999237060547,44.599998474121094,37.59669876098633,,,,41.279998779296875,,,,23.010000228881836,15.020000457763672,39.720001220703125,65.83709716796875,,,,,,,,,,46.18830108642578,,,,14.40999984741211,,,,,,,43.77000045776367
2008-01-14,,,,,53.849998474121094,50.209999084472656,77.2885971069336,,48.341800689697266,,,,,37.518001556396484,,28.149999618530273,44.310001373291016,37.892799377441406,,,,41.52000045776367,,,,23.219999313354492,15.34000015258789,38.380001068115234,66.94239807128906,,,,,,,,,,45.91809844970703,,,,14.130000114440918,,,,,,,42.9900016784668
2008-01-15,,,,,54.16999816894531,49.83000183105469,75.63240051269531,,46.92729949951172,,,,,37.60900115966797,,27.31999969482422,44.220001220703125,36.60449981689453,,,,40.220001220703125,,,,24.09000015258789,15.390000343322754,37.86000061035156,63.66059875488281,,,,,,,,,,44.71030044555664,,,,14.100000381469727,,,,,,,43.97999954223633
