,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Denmark,Sweden,Spain,Italy,Finland,Belgium,Norway,Israel,Ireland,New Zealand,Austria,Portugal,Eurozone,China,India,Korea,Brazil,Saudi Arabia,South Africa,Mexico,Indonesia,Turkiye,Poland,Chile,Greece,Hungary,Czechia,Colombia,Argentina,Russia
2012-12,,,,77.926460547986,113.111118705238,,81.9068255687974,70.7018602218302,63.6094799434877,,60.3,131.589034247146,,57.9,89.8224429981428,106.691109074244,135.208208914708,,67.8944454696438,,100.3,99.1,,,98.884822924988,,,84.5656821785458,,,87.531676383911,82.1726281895118,60.9847134423617,198.1,78.6934422131489,,119.268536576011,,
2013-01,,,,84.3720716950276,125.846207388081,,79.9066588882407,63.4734070237328,69.2123570944109,,60.5,123.089742521457,,87.4,101.064443718625,105.791184067994,87.6051902926326,,68.1601771544566,,92.1,100.6,,,57.4297603283,,,71.9469088325285,,,91.6809546382507,66.4689495927381,70.3838810992074,179.3,45.1962336471961,,79.4544099072659,,
2013-02,,,,87.8677958543037,147.337473789804,,86.7072256021335,67.4289358250553,71.5382184295564,,60.2,118.790100824931,,114.7,101.169301427476,115.090409132572,63.0218795808676,,74.8920465030449,,99.0,111.5,,,49.4168603125643,,,95.4330989900116,,,88.5399688157478,76.7389393185116,63.8348759371048,114.0,54.7954337138572,,99.1229060082801,,
2013-03,,,,88.3591100397121,129.467187272656,,86.8072339361614,70.8447687965227,64.4573347880343,,67.8,111.99066744438,,66.0,103.75010025485,101.891509040913,72.5989467397796,,71.8804207418343,,87.2,100.1,,,60.0789978874395,,,91.3947236289961,,,90.2261211859577,70.1422503733675,51.238258108676,119.9,57.4952087326056,,83.5369557785523,,
2013-04,,,,96.1831360523949,95.2036788846714,,95.6079673306109,69.92498137845,68.654083362251,,58.3,105.091242396467,,82.2,97.4234010297985,92.2923089742521,73.3590314349313,,73.5190994648459,,85.1,95.8,,,49.7291770667906,,,83.3019751353514,,,95.8245428799454,73.777420004025,56.2694329957766,117.9,61.7948504291309,,88.3475087141633,,
2013-05,,,,98.4343010763491,91.0960596586618,,90.5075422951913,69.7093275193755,67.3250751040668,,48.1,102.091492375635,,94.8,92.6766242054935,83.3930505791184,80.6124110972366,,80.3838346558406,,85.8,90.4,,,52.8647186564037,,,85.3649082449368,,,101.970377286849,72.2203980468378,63.5036936445251,114.6,58.6951087409383,,111.291885803606,,
2013-06,,,,88.1964183076671,98.3570843897728,,88.7073922826902,72.0265968138123,63.1515290163776,,67.4,101.091575702025,,80.1,117.298003764362,85.1929005916174,129.040664531191,,76.7521682967337,,88.7,91.1,,,53.1848751405353,,,83.3746568504782,,,89.9086953315629,80.3741089491691,68.7861779286609,129.9,63.1947337721856,,82.0832338255965,,
2013-07,,,,87.8274209532915,92.3700388672272,,98.0081673472789,74.0200688148651,67.2581750866744,,85.4,99.7916840263311,,73.0,111.42017139427,78.4934588784268,111.710733481731,,73.9619856062004,,99.0,92.9,,,62.7922507332381,,,93.4503885670688,,,103.163774378339,67.5112010253043,72.6832721535385,129.1,71.7940171652362,,81.6343896325698,,
2013-08,,,,89.8041941012307,90.0429142885671,,94.7078923243604,75.1846971291741,73.2441449274547,,64.5,97.1919006749438,,80.9,94.9381253925344,105.691192400633,91.9702481133612,,76.0435504705665,,87.9,90.0,,,48.9976219677913,,,82.7725287863678,,,79.1764955919632,74.870512969887,75.0635171420491,125.3,59.5950337471877,,107.933124567735,,
2013-09,,,,91.5467478373374,91.8798601356355,,97.5081256771398,89.8814047916752,65.874898538715,,60.2,93.0922423131406,,71.5,107.634724243724,100.991584034664,80.1780769857213,,83.5726148735929,,88.3,90.1,,,52.4847033715961,,,81.2091314539914,,,114.177190528095,78.2641853173889,61.4517695859084,103.4,49.4958753437214,,87.3254999569463,,
