,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Denmark,Sweden,Spain,Italy,Finland,Belgium,Norway,Israel,Ireland,New Zealand,Austria,Portugal,Eurozone,China,India,Korea,Brasil,Saudi Arabia,South Africa,Mexico,Indonesia,Turkiye,Poland,Chile,Greece,Hungary,Czechia,Colombia,Argentina,Russia
1999-01,1.67079207920794,0.2,2.0,0.660066006600663,0.24427873489329,0.0729149508592761,0.2389486260454,,2.17790977230944,1.70399221032131,-0.22158295754935,1.5387738232018,1.49114631873253,0.49683390160742,0.965517241379322,2.40452616690241,7.70416024653313,1.45560407569141,,0.4951848960929,2.69686693910675,,-1.2,9.37499999996996,1.4632612186119,,-1.65794386183299,8.88119953863899,19.0150000000011,70.642504143808,65.9016750054383,6.9,3.59485894912629,3.69648155998304,9.75313638203154,3.58744394618833,17.1792618629174,,96.918604373757
1999-02,1.6059295861643,-0.1,1.9,0.659340659340662,0.179326245676951,0.288011862666821,0.119189511322996,,2.10940795949937,2.03587009209888,-0.097314130011668,1.83686225555052,1.39405204460965,0.760011692487592,0.977288368891947,2.11267605633803,7.09876543209877,1.59420289855071,,0.49423417340803,2.7763682493657,,-1.3,8.63874345552046,0.169235025141171,,-1.85423538562015,8.63060989643265,18.5391510571994,53.4074290646424,63.9270833333333,5.6,3.80406383899912,3.68929302181917,9.39490445859873,2.97176820208024,15.3797064454371,,103.242484621264
1999-03,1.72626387176327,-0.4,2.1,0.987925356750844,0.345268542199479,0.467020453410458,0.238663484486873,,2.1478382147838,2.32220609579103,0.128259940145352,2.23850163499291,1.29749768303984,0.787554691298017,1.22707845029643,2.2408963585434,6.95517774343123,1.29682997118154,,0.411522485421255,2.9380720348173,,-1.8,8.94736842101814,0.506935728373722,,-1.3617328462868,7.8857142857143,18.2552080122882,45.416666664667,63.5374013782084,6.2,4.05228563780749,3.3996381331767,9.27490666142663,2.66666666666665,13.4950248756219,,107.584409719989
1999-04,2.27692307692307,-0.1,2.0,1.64835164835166,0.421133231240439,0.593769371286881,0.595947556615039,,2.11463550361715,2.36486486486486,0.0581305223996141,2.3627415939371,1.48148148148145,1.06465350367788,1.16678105696637,2.52100840336135,5.95419847328245,1.43472022955524,,0.191623872083155,2.85837341181536,,-1.3,8.35509138389754,0.420748249589808,,-2.3012508323914,7.62229806598405,18.234254714951,37.9676306606281,63.8549618320611,6.3,4.0334167765253,2.80596622917779,9.39323220536755,2.51107828655835,11.16035455278,,113.064571961053
1999-05,2.08845208845208,-0.4,1.7,1.53340635268346,0.40826741515694,0.575758342009476,0.476190476190505,,2.24202757276145,2.06532180595581,0.0773754255648356,2.22600194866771,1.47874306839189,1.36535295826475,0.846878841688293,2.52454417952314,6.07902735562309,1.42857142857141,,0.493285035925038,2.34273566465493,,-2.2,7.71208226228855,0.762511225406166,,-1.39109166783064,7.02151755379389,18.0055289947394,30.7362582023604,62.966718908454,6.4,3.96693970488213,2.37259003585816,8.86368006152663,2.51107828655835,9.99801626661378,,116.71105020755
1999-06,1.96319018404907,-0.3,1.8,1.64113785557988,0.318714941356458,0.574085970142687,0.475624256837097,,2.27940148231016,2.40269101393559,0.434209506086697,2.18165672478294,1.38504155124656,1.10166215693851,0.751982499316385,2.3776223776224,5.90015128593043,1.28022759601709,,0.411522485421255,2.36822981233701,,-2.68,5.26315789473075,0.59686808231532,,-1.58771959526175,7.22347629796842,17.3933303819624,24.530120449193,64.269642696427,6.5,3.75745966256541,2.08610698767415,9.08742331288345,2.05882352941177,8.95551636292378,,120.673692312665
1999-07,2.14460784313725,-0.1,1.7,1.85995623632384,0.383729854182656,0.734956968071586,0.592417061611365,,1.96789951151431,2.35803657362846,0.217585577184589,2.24702780504337,1.66204986149583,1.18194148420849,0.654664484451715,2.0979020979021,6.36363636363637,1.13960113960112,,0.411522485421255,2.13295414148596,,-1.4,3.16301703160423,0.254160859227687,,-1.24924228488565,4.85115766262403,17.0406311688071,13.496115410971,65.0034831069314,6.3,3.38786589391828,2.08586495735518,10.0653092585478,1.01010101010103,8.7770626097133,,126.511620680724
1999-08,2.26438188494492,0.3,1.6,2.07877461706782,0.485747155822563,0.946020475181213,0.712589073634187,,2.51186156851799,2.73906775588659,0.734231595391521,2.40833955584263,1.66051660516604,1.10283447808843,0.91730558598027,1.96353436185135,6.33484162895926,1.56472261735421,,0.493826364631711,1.95629611726401,,-1.7,3.14769975784327,0.936396914629365,,-0.76392515906354,3.27153762268268,16.5786892759036,5.78408852722944,65.4045903836488,7.2,3.24189161524288,1.97982613107704,10.8733371891267,1.44717800289436,9.2805615129655,,121.027448134099
1999-09,2.62836185819072,-0.2,1.6,2.6315789473684,0.690537084398972,1.21737641884597,0.714285714285712,,2.14532871972318,2.82431785543324,1.04247704994556,2.52953924687049,1.8450184501845,1.13811728395059,1.17792083276262,2.08623087621697,5.20833333333334,1.41643059490085,,0.493826364631711,2.05542823794001,,-0.8,2.14285714293325,0.761557613135244,,-1.37559515641343,1.92926045016078,15.8265663903156,1.24773595750167,64.2700156985871,8.0,2.93848100897545,2.02323931523288,10.8512269938651,1.15606936416185,9.33125972006223,,62.0303795177954
1999-10,2.56097560975609,-0.7,1.5,2.29257641921398,0.806038894575241,1.23660717225575,0.71513706793802,,2.00248584449663,2.96650717703352,0.943213135116265,2.48189653055296,2.02578268876611,1.33076181292186,1.30101342098057,2.50347705146035,2.74170274170276,1.55807365439095,,0.794738202427956,1.97151934642004,,-0.6,0.923787528877711,1.18228997729486,,-1.17795105125296,1.70757737459976,14.9134810439098,1.57384988162927,64.6954333506032,8.7,2.48661442322956,2.2497264972269,10.5073152194566,1.44717800289436,9.31809376210771,,57.1170802728039
