,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Denmark,Sweden,Spain,Italy,Finland,Belgium,Norway,Israel,Ireland,New Zealand,Austria,Portugal,Eurozone,China,India,Korea,Brasil,Saudi Arabia,South Africa,Mexico,Indonesia,Turkiye,Poland,Chile,Greece,Hungary,Czechia,Colombia,Argentina,Russia
2000-Q3,4.9546413710614,0.888675661593651,4.34721527826558,4.2465800557972,2.7446870515547,2.48807846738459,2.23208008285927,3.66570416333887,3.22381059098891,0.308796763869626,6.27021500155425,3.96560405934074,2.19004595588983,0.845726231766994,2.73896031302403,4.51732348255396,8.90369980894397,7.9017911873803,1.47201710066071,2.68995083818874,3.26080972814723,,,,7.87112934324852,,,4.18507350296175,8.58676236882916,0.810111965543664,6.19892697360838,2.51778650292258,4.09051643034355,-0.971696658767858,2.46475192703402,2.75470795310844,,,
2000-Q4,4.34534134899848,1.83089725973343,4.8205882111384,3.48345670457499,2.4100051201977,2.01647909057598,0.779738293986938,2.9182433979288,3.23846798348726,-0.131206680620135,2.89733219898357,2.63283867879368,2.64438292663049,1.87410586552218,3.12934631432546,2.40783484694867,10.8194942761556,8.9955411671625,0.918858476347899,2.90834027452162,2.82265535166729,,,,4.98651186752829,,,4.05099848523714,7.86720784701681,2.70738026131457,5.55091851502151,2.49247559689956,1.59818414208297,-1.22490477810492,2.69923209362629,1.37019869966685,,,
2001-Q1,3.16389447295863,1.86761532051431,3.50931161634765,3.18676795164845,2.54092160194297,2.62775302433777,2.0286522700257,3.52795848354851,1.9516477811792,-0.0430311114936105,2.1663825132304,2.81502144635413,2.17842110417994,1.26748047331743,2.43857592681975,2.0428843926698,8.08950462525362,5.81342339468575,1.48991255923013,2.54351084414951,0.441351284438793,,,,3.19780464170545,,,3.83307340332853,5.60061786077744,3.46694444143518,-1.49288939194502,1.49798146050032,2.03295902561373,1.64559421189899,3.07133151691471,2.34396797872201,,,
2001-Q2,2.41484632369266,2.87103204453136,3.12711569046122,2.48779156092519,2.42304506774061,2.64894155601737,0.642685549992979,3.29082243936209,2.34340596271334,0.711876372764353,0.639028831562979,3.9764492073386,1.0402430766782,2.76443439766412,1.66297370765471,1.17293333835839,4.89819425858251,5.45849491602687,1.61949156614925,0.733790481629084,1.73049284802873,,,,5.36837599681364,,,3.43981185897752,3.62109961918662,2.62169466624955,-9.44417388889753,2.25355775795326,2.96942086479583,2.848113203912,4.84909294170706,3.42463617463619,,,
2001-Q3,1.79593099461488,2.60564900079382,3.61806935985871,1.46779124441137,2.37726760592498,2.33235297337171,0.975601749400128,2.43179708026314,1.9097391448807,0.382177652835198,0.468017212203266,4.39852761467617,0.105080998775181,3.34511189634864,0.428454842219809,1.55738974945248,2.31590976083531,4.65016756702409,2.40340881888255,0.794089504769513,0.228485846449162,,,,6.27567949500105,,,3.22546995498456,1.59651154444985,3.955360782303,-7.63353778341027,3.18227357534091,1.39132436150238,5.05495791484907,4.86875316968528,3.0290780232573,,,
2001-Q4,2.54252116452864,1.18365904567883,3.28257403322926,2.49432266474563,2.93461997906735,1.99802579870002,1.48338448477793,2.56398513555952,1.99847954248736,-0.139966971208635,0.31423514293335,4.3036306562426,-0.588619418831172,3.34222721527876,-0.791189031242978,3.4865987546658,0.92527600223955,5.7546456264163,3.62751710184024,1.1538461289272,1.16998554513336,,,,8.25817390209014,,,3.48088272329606,1.26908859855616,3.92965009242929,-8.28266743933292,1.22750792618727,1.71343568130086,5.00990135613051,5.33219173257562,3.17757490034716,,,
2002-Q1,2.39942903901925,1.18425432787005,3.47127991960176,3.24315492804335,2.0949946838963,1.03053686741477,-1.61739205620903,2.94926333264164,1.74910003884995,1.64598423958132,1.88074091401261,3.58981839399022,-0.555478635846717,1.7180860890449,-0.531747812429886,3.22203770309853,2.23543814552034,4.70840845189264,2.94089333846746,-0.33051781378147,1.67461075580245,,,,11.4723450893225,,,3.70435379587694,0.793276426681458,4.14345068084934,-3.28287783135739,4.1795152388663,2.3472478377025,6.53447436043691,7.45608885262741,3.14433199824706,,,
2002-Q2,2.71104175067237,1.19332318148831,3.13523340416192,4.37682707557824,1.99024838342023,0.363181805189414,-1.97597305657658,3.9386518881299,1.17686295206983,-0.191196941269959,2.08754013804351,3.22706458462738,-0.555874424551426,2.84129966545988,0.0539265251095363,1.98920547673051,2.41171024104033,3.04417957265463,3.64135061004446,0.715220566728035,1.43397430122986,,,,9.70515806296377,,,3.18881938900423,2.17889722273515,4.01373180549126,5.74344506853603,3.13668344667196,1.79277281843892,5.81095079488786,6.40758857465671,3.3034489343632,,,
2002-Q3,3.07118365293337,1.31352492822232,2.44731059520397,4.31270499579844,2.14238606243519,0.259499739184432,-1.27272042296595,5.11005682840905,1.01775180773841,1.65606133905538,1.93312736407472,2.53235027514685,0.217459184140235,2.81741509003876,1.05640956186091,3.45667914694288,0.612483795731833,5.72250853816173,4.14699144420029,1.55598037123002,1.99314733782094,,,,8.86895474105581,,,2.84790861168517,2.21506977308767,3.61030154581484,7.02471845707272,2.98941529767114,3.73126654849048,2.9539781247132,8.64317351049921,2.13715965869019,,,
2002-Q4,1.99870241379012,1.24383962051183,2.50193448542688,4.05781889891332,1.95811999606611,-0.113871456198615,-0.518336640783732,4.79947948228899,0.77434978710409,2.69445500890977,3.14846057535663,2.97050786102139,0.759364294181437,2.61810934456673,1.8782001903122,3.86334584476595,1.13668457496068,3.45071735990677,5.02068709032588,0.895686264670677,0.0404638144182799,,,,6.06899899349698,,,2.95964032729781,1.35880608594059,3.58644279848446,6.39990675799173,4.78655228189431,2.82024801812216,5.93023778443352,8.98092842077737,3.59316660269288,,,
2003-Q1,2.27341909453154,1.09530417890077,3.02754304545661,2.96271874876367,2.11869515358897,0.208130992935152,0.213465446405029,4.09811282723171,0.52483512989446,0.0864828009551834,1.20054156922523,1.760166722992,0.339464559907878,3.96839811115147,1.24286648771795,2.70631892119136,-1.49517535882536,4.01314664295333,7.30817786505821,2.04561057006468,-0.899527837689676,,,,1.70698986908451,,,2.13789498787047,2.13524686828538,3.38757023959635,10.0966131656695,0.447208604168306,2.79347811112844,4.1463722005402,9.96307301348468,5.30920768233188,,,
2003-Q2,2.92380471215706,0.0738499602929892,3.91374764595104,2.51753878845642,1.51360421757996,0.211440965422377,0.942185749711579,3.27604592912233,0.185505497349249,1.42889382663451,1.11021835712262,2.11513972656415,0.870814056101967,3.51142997192638,0.666981068517155,3.68166876344305,-0.208020124563169,4.33838015354894,5.89067348056216,1.9213902834827,-1.0047864282036,,,,-0.83838950689701,,,2.49755644185327,1.57979438432131,3.49317947015459,7.21247919627323,1.92142031426166,3.50759910518867,4.57005752590272,9.27777196954355,4.88148373365765,,,
