,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Denmark,Sweden,Spain,Italy,Finland,Belgium,Norway,Israel,Ireland,New Zealand,Austria,Portugal,Eurozone,China,India,Korea,Brasil,Saudi Arabia,South Africa,Mexico,Indonesia,Turkiye,Poland,Chile,Greece,Hungary,Czechia,Colombia,Argentina,Russia
2018-03,1.51,-0.062,0.4637,1.2457,-0.3639,-1.0,-0.3639,1.5,-0.3639,-0.47,-0.4,-0.3639,-0.3639,-0.3639,-0.3639,0.49,0.1,-0.3639,1.67,-0.3639,-0.3639,-0.3639,2.9,6.25,1.49,,,6.7375,5.01,3.992386667,7.25,1.75,2.5,-0.3639,-0.0701,0.75,4.5,,7.25
2018-04,1.69,-0.063,0.4617,1.2461,-0.3657,-0.98,-0.3657,1.5,-0.3657,-0.47,-0.4,-0.3657,-0.3657,-0.3657,-0.3657,0.5,0.1,-0.3657,1.71,-0.3657,-0.3657,-0.3657,2.9,6.25,1.47,,,6.5,5.04,4.026381429,7.25,1.75,2.48,-0.3657,-0.0561,0.75,4.49,,7.25
2018-05,1.7,-0.061,0.4529,1.2434,-0.3625,-0.95,-0.3625,1.5,-0.3625,-0.5,-0.4,-0.3625,-0.3625,-0.3625,-0.3625,0.49,0.1,-0.3625,1.73,-0.3625,-0.3625,-0.3625,2.9,6.25,1.5,,,6.5,5.06,4.0185305,7.25,1.75,2.5,-0.3625,-0.0171,0.75,4.25,,7.25
2018-06,1.82,-0.071,0.4507,1.2464,-0.3618,-0.9,-0.3618,1.5,-0.3618,-0.52,-0.4,-0.3618,-0.3618,-0.3618,-0.3618,0.5,0.1,-0.3618,1.69,-0.3618,-0.3618,-0.3618,2.9,6.45,1.49,,,6.5,5.1,4.448874286,16.25,1.75,2.5,-0.3618,-0.0104,0.78,4.25,,7.25
2018-07,1.91,-0.07,0.4545,1.4948,-0.3636,-0.95,-0.3636,1.5,-0.3636,-0.51,-0.4,-0.3636,-0.3636,-0.3636,-0.3636,0.5,0.1,-0.3636,1.67,-0.3636,-0.3636,-0.3636,2.9,6.5,1.49,,,6.5,5.21,4.913521818,16.25,1.75,2.49,-0.3636,-0.0099,1.0,4.25,,7.25
2018-08,1.91,-0.059,0.6911,1.4961,-0.3591,-0.9,-0.3591,1.5,-0.3591,-0.52,-0.4,-0.3591,-0.3591,-0.3591,-0.3591,0.49,0.1,-0.3591,1.71,-0.3591,-0.3591,-0.3591,2.9,6.75,1.5,,,6.5,5.36,5.185743333,16.25,1.75,2.5,-0.3591,-0.0201,1.23,4.25,,7.25
2018-09,1.95,-0.058,0.7012,1.4979,-0.3627,-0.9,-0.3627,1.5,-0.3627,-0.51,-0.4,-0.3627,-0.3627,-0.3627,-0.3627,0.59,0.1,-0.3627,1.68,-0.3627,-0.3627,-0.3627,2.9,6.75,1.54,,,6.5,5.46,5.391769474,22.5,1.75,2.5,-0.3627,-0.0027,1.28,4.25,,7.5
2018-10,2.19,-0.06,0.7011,1.7476,-0.366,-0.9,-0.366,1.5,-0.366,-0.54,-0.4,-0.366,-0.366,-0.366,-0.366,0.74,0.1,-0.366,1.68,-0.366,-0.366,-0.366,2.9,6.75,1.52,,,6.5,5.41,5.612148696,22.5,1.75,2.6,-0.366,0.0698,1.5,4.26,,7.5
2018-11,2.2,-0.071,0.7017,1.7473,-0.3613,-0.9,-0.3613,1.5,-0.3613,-0.52,-0.4,-0.3613,-0.3613,-0.3613,-0.3613,0.75,0.1,-0.3613,1.72,-0.3613,-0.3613,-0.3613,2.9,6.75,1.51,,,6.56818181818182,5.43,5.74,22.5,1.75,2.75,-0.3613,0.0509,1.74,4.26,,7.5
2018-12,2.27,-0.068,0.7026,1.7516,-0.3605,-0.95,-0.3605,1.5,-0.3605,-0.5,-0.4,-0.3605,-0.3605,-0.3605,-0.3605,0.91,0.25,-0.3605,1.72,-0.3605,-0.3605,-0.3605,2.9,6.75,1.77,,,6.75,5.55,5.8,22.5,1.75,2.75,-0.3605,0.0509,1.75,4.25,,7.75
2019-01,2.4,-0.064,0.7053,1.7462,-0.367,-0.9,-0.367,1.5,-0.367,-0.58,-0.21,-0.367,-0.367,-0.367,-0.367,0.74,0.25,-0.367,1.67,-0.367,-0.367,-0.367,2.9,6.75,1.75,,,6.75,5.55,5.86,22.5,1.75,2.76,-0.367,-0.0009,1.75,4.25,,7.75
2019-02,2.4,-0.055,0.7061,1.7455,-0.367,-0.97,-0.367,1.5,-0.367,-0.55,-0.15,-0.367,-0.367,-0.367,-0.367,0.75,0.25,-0.367,1.73,-0.367,-0.367,-0.367,2.9,6.5625,1.76,,,6.75,5.69,5.86,22.5,1.75,3.0,-0.367,0.0193,1.75,4.26,,7.75
2019-03,2.41,-0.041,0.7053,1.7461,-0.3679,-1.51,-0.3679,1.5,-0.3679,-0.55,-0.15,-0.3679,-0.3679,-0.3679,-0.3679,0.85,0.25,-0.3679,1.73,-0.3679,-0.3679,-0.3679,2.9,6.5,1.76,,,6.75,5.73,5.88,22.5,1.75,3.0,-0.3679,-0.0102,1.75,4.26,,7.75
2019-04,2.42,-0.067,0.7081,1.7459,-0.367,-0.85,-0.367,1.5,-0.367,-0.57,-0.15,-0.367,-0.367,-0.367,-0.367,1.0,0.25,-0.367,1.7,-0.367,-0.367,-0.367,2.9,6.25,1.75,,,6.75,5.76,5.94,22.5,1.75,3.0,-0.367,0.0366,1.75,4.26,,7.75
2019-05,2.39,-0.049,0.7094,1.745,-0.3666,-0.9,-0.3666,1.5,-0.3666,-0.56,-0.15,-0.3666,-0.3666,-0.3666,-0.3666,1.0,0.25,-0.3666,1.51,-0.3666,-0.3666,-0.3666,2.9,6.25,1.75,,,6.75,5.78,5.88,22.5,1.75,3.0,-0.3666,0.0894,1.99,4.26,,7.75
2019-06,2.38,-0.062,0.7085,1.7429,-0.3616,-0.95,-0.3616,1.28,-0.3616,-0.56,-0.15,-0.3616,-0.3616,-0.3616,-0.3616,1.18,0.25,-0.3616,1.45,-0.3616,-0.3616,-0.3616,2.9,6.0,1.76,,,6.75,5.81,5.85,22.5,1.75,2.62,-0.3616,0.2207,2.0,4.26,,7.5
2019-07,2.4,-0.071,0.709,1.7469,-0.3668,-0.7,-0.3668,1.02,-0.3668,-0.56,-0.15,-0.3668,-0.3668,-0.3668,-0.3668,1.25,0.25,-0.3668,1.43,-0.3668,-0.3668,-0.3668,2.9,6.0,1.63,,,6.64,6.46,5.75,18.25,1.75,2.49,-0.3668,0.0831,2.0,4.26,,7.25
2019-08,2.13,-0.045,0.7101,1.7481,-0.3612,-1.05,-0.3612,1.0,-0.3612,-0.55,-0.15,-0.3612,-0.3612,-0.3612,-0.3612,1.25,0.25,-0.3612,1.1,-0.3612,-0.3612,-0.3612,2.9,5.72,1.51,,,6.5,6.58,5.54,18.25,1.75,2.5,-0.3612,0.1398,2.0,4.27,,7.25
2019-09,2.04,-0.059,0.7098,1.7454,-0.4032,-1.0,-0.4032,1.0,-0.4032,-0.55,-0.15,-0.4032,-0.4032,-0.4032,-0.4032,1.35,0.25,-0.4032,0.96,-0.4032,-0.4032,-0.4032,2.9,5.65,1.52,,,6.5,6.46,5.24,15.0,1.75,2.05,-0.4032,0.0567,2.0,4.26,,7.0
2019-10,1.83,-0.021,0.7108,1.7472,-0.4642,-0.91,-0.4642,0.76,-0.4642,-0.63,-0.15,-0.4642,-0.4642,-0.4642,-0.4642,1.5,0.25,-0.4642,0.97,-0.4642,-0.4642,-0.4642,2.9,5.4,1.35,,,6.5,6.25,5.04,12.5,1.75,1.94,-0.4642,0.0378,2.0,4.26,,6.5
2019-11,1.55,-0.043,0.7105,1.7487,-0.4513,-0.83,-0.4513,0.75,-0.4513,-0.64,-0.15,-0.4513,-0.4513,-0.4513,-0.4513,1.5,0.25,-0.4513,0.99,-0.4513,-0.4513,-0.4513,2.9,5.4,1.28,,,6.5,6.11,4.83,12.5,1.75,1.71,-0.4513,0.0266,2.0,4.26,,6.5
2019-12,1.55,-0.038,0.7101,1.7479,-0.4562,-1.0,-0.4562,0.75,-0.4562,-0.62,-0.15,-0.4562,-0.4562,-0.4562,-0.4562,1.53,0.25,-0.4562,0.95,-0.4562,-0.4562,-0.4562,2.9,5.4,1.28,,,6.5,5.95,4.83,10.5,1.75,1.71,-0.4562,0.0251,2.0,4.26,,6.25
2020-01,1.55,-0.032,0.7113,1.7487,-0.4527,-0.85,-0.4527,0.75,-0.4527,-0.63,0.06,-0.4527,-0.4527,-0.4527,-0.4527,1.49,0.25,-0.4527,0.92,-0.4527,-0.4527,-0.4527,2.9,5.4,1.27,,,6.375,5.78,4.81,9.75,1.75,1.75,-0.4527,0.0268,2.0,4.255946616,,6.25
2020-02,1.58,-0.016,0.7104,1.7485,-0.4533,-0.8,-0.4533,0.75,-0.4533,-0.62,0.1,-0.4533,-0.4533,-0.4533,-0.4533,1.49,0.25,-0.4533,0.93,-0.4533,-0.4533,-0.4533,2.9,5.4,1.24,,,6.25,5.71,4.75,9.25,1.75,1.75,-0.4533,0.0593,2.2,4.256555868,,6.0
2020-03,0.65,-0.047,0.3192,0.7406,-0.4488,-1.25,-0.4488,0.43,-0.4488,-0.47,0.1,-0.4488,-0.4488,-0.4488,-0.4488,0.98,0.25,-0.4488,0.56,-0.4488,-0.4488,-0.4488,2.9,5.21,0.98,,,5.86538461538461,5.53,4.49,8.25,1.05,1.41,-0.4488,0.4749,1.9,4.159294498,,6.0
2020-04,0.05,-0.036,0.0659,0.2341,-0.4516,-0.85,-0.4516,0.25,-0.4516,-0.32,0.1,-0.4516,-0.4516,-0.4516,-0.4516,0.24,0.12,-0.4516,0.26,-0.4516,-0.4516,-0.4516,2.9,4.65,0.74,,,4.68478260869565,5.3,4.31,7.25,0.55,0.5,-0.4516,0.6866,1.0,3.675220048,,5.5
2020-05,0.05,-0.047,0.0674,0.2379,-0.4567,-0.85,-0.4567,0.25,-0.4567,-0.36,0.1,-0.4567,-0.4567,-0.4567,-0.4567,0.05,0.12,-0.4567,0.25,-0.4567,-0.4567,-0.4567,2.9,4.49,0.7,,,4.09,4.92,4.33,6.75,0.11,0.49,-0.4567,0.7996,0.41,3.228867106,,5.5
2020-06,0.08,-0.048,0.0646,0.2327,-0.4607,-0.9,-0.4607,0.25,-0.4607,-0.38,0.1,-0.4607,-0.4607,-0.4607,-0.4607,0.0,0.1,-0.4607,0.23,-0.4607,-0.4607,-0.4607,2.9,4.25,0.48,,,3.75,4.55,4.22,6.75,0.11,0.47,-0.4607,0.556,0.25,2.752203752,,4.5
2020-07,0.09,-0.028,0.0599,0.2407,-0.4649,-0.85,-0.4649,0.25,-0.4649,-0.39,0.1,-0.4649,-0.4649,-0.4649,-0.4649,0.0,0.1,-0.4649,0.21,-0.4649,-0.4649,-0.4649,2.9,4.25,0.48,,,3.68518518518519,4.14,3.64,6.75,0.11,0.5,-0.4649,0.5469,0.25,2.489883144,,4.25
2020-08,0.1,-0.035,0.0562,0.2337,-0.4677,-0.83,-0.4677,0.25,-0.4677,-0.42,0.1,-0.4677,-0.4677,-0.4677,-0.4677,-0.01,0.1,-0.4677,0.15,-0.4677,-0.4677,-0.4677,2.9,4.25,0.5,,,3.5,3.94,3.31,6.75,0.11,0.35,-0.4677,0.4535,0.25,2.224290099,,4.25
2020-09,0.09,-0.054,0.0547,0.2181,-0.469,-0.85,-0.469,0.25,-0.469,-0.31,0.1,-0.469,-0.469,-0.469,-0.469,0.0,0.1,-0.469,0.26,-0.469,-0.469,-0.469,2.9,4.25,0.48,,,3.5,3.69,3.29,8.75,0.11,0.3,-0.469,0.3538,0.25,1.964042684,,4.25
2020-10,0.09,-0.02,0.0538,0.2337,-0.4694,-0.83,-0.4694,0.25,-0.4694,-0.41,0.1,-0.4694,-0.4694,-0.4694,-0.4694,0.0,0.1,-0.4694,0.21,-0.4694,-0.4694,-0.4694,2.9,4.25,0.51,,,3.5,3.48,3.29,8.75,0.11,0.3,-0.4694,0.5114,0.25,1.751670166,,4.25
2020-11,0.09,-0.032,0.0537,0.2336,-0.4713,-0.83,-0.4713,0.11,-0.4713,-0.35,,-0.4713,-0.4713,-0.4713,-0.4713,0.0,0.1,-0.4713,0.22,-0.4713,-0.4713,-0.4713,2.9,2.25,0.49,,,3.5,3.37,3.2,13.5,0.11,0.3,-0.4713,0.4889,0.25,1.751958567,,4.25
2020-12,0.09,-0.026,0.0492,0.1741,-0.4725,-0.85,-0.4725,0.1,-0.4725,-0.38,,-0.4725,-0.4725,-0.4725,-0.4725,0.0,0.1,-0.4725,0.23,-0.4725,-0.4725,-0.4725,2.9,4.25,0.51,,,3.5,3.33,3.04,15.5,0.11,0.3,-0.4725,0.4035,0.25,1.756621904,,4.25
2021-01,0.09,-0.017,0.0494,0.1826,-0.4783,-0.85,-0.4783,0.1,-0.4783,-0.39,,-0.4783,-0.4783,-0.4783,-0.4783,0.0,0.1,-0.4783,0.24,-0.4783,-0.4783,-0.4783,2.9,4.25,0.49,,,3.5,3.33,3.04,15.5,0.11,0.3,-0.4783,0.4581,0.25,1.73813419,,4.25
2021-02,0.08,-0.016,0.0486,0.2143,-0.4787,-0.85,-0.4787,0.1,-0.4787,-0.37,,-0.4787,-0.4787,-0.4787,-0.4787,0.0,0.1,-0.4787,0.24,-0.4787,-0.4787,-0.4787,2.9,4.25,0.49,,,3.5,3.25,2.96,15.5,0.11,0.3,-0.4787,0.5548,0.25,1.751890979,,4.25
2021-03,0.07,-0.017,0.0486,0.1529,-0.4793,-0.83,-0.4793,0.1,-0.4793,-0.26,,-0.4793,-0.4793,-0.4793,-0.4793,0.0,0.1,-0.4793,0.23,-0.4793,-0.4793,-0.4793,2.9,4.25,0.49,,,3.5,3.18,2.79,17.5,0.11,0.3,-0.4793,0.5255,0.25,1.71437661,,4.5
2021-04,0.07,-0.012,0.0486,0.1669,-0.4808,-0.85,-0.4808,0.1,-0.4808,-0.31,,-0.4808,-0.4808,-0.4808,-0.4808,0.0,0.1,-0.4808,0.24,-0.4808,-0.4808,-0.4808,2.9,4.25,0.48,,,3.5,3.11,2.79,17.5,0.11,0.3,-0.4808,0.5417,0.25,1.738534471,,5.0
2021-05,0.06,-0.017,0.0495,0.1872,-0.4797,-0.85,-0.4797,0.1,-0.4797,-0.32,,-0.4797,-0.4797,-0.4797,-0.4797,0.0,0.1,-0.4797,0.22,-0.4797,-0.4797,-0.4797,2.9,4.25,0.48,,,3.5,3.08,2.8,17.5,0.11,0.3,-0.4797,0.5185,0.25,1.758591607,,5.0
2021-06,0.08,-0.029,0.0498,0.1873,-0.4796,-0.9,-0.4796,0.1,-0.4796,-0.38,,-0.4796,-0.4796,-0.4796,-0.4796,0.0,0.1,-0.4796,0.23,-0.4796,-0.4796,-0.4796,2.9,4.25,0.51,,,3.5,3.05,2.79,17.5,0.11,0.32,-0.4796,0.3609,0.31,1.755080098,,5.5
2021-07,0.1,-0.036,0.0506,0.193,-0.4812,-0.85,-0.4812,0.1,-0.4812,-0.39,,-0.4812,-0.4812,-0.4812,-0.4812,0.0,0.1,-0.4812,0.23,-0.4812,-0.4812,-0.4812,2.9,4.25,0.53,,,3.5,3.11,2.79,17.5,0.11,0.54,-0.4812,0.4907,0.5,1.759602505,,6.5
2021-08,0.09,-0.034,0.0504,0.2026,-0.4829,-0.8,-0.4829,0.1,-0.4829,-0.4,,-0.4829,-0.4829,-0.4829,-0.4829,0.0,0.1,-0.4829,0.21,-0.4829,-0.4829,-0.4829,2.9,4.25,0.56,,,3.5,3.19,2.79,17.5,0.1,0.75,-0.4829,0.9338,0.7,1.757845515,,6.5
2021-09,0.08,-0.022,0.05,0.1824,-0.485,-0.8,-0.485,0.1,-0.485,-0.35,,-0.485,-0.485,-0.485,-0.485,0.06,0.1,-0.485,0.2,-0.485,-0.485,-0.485,2.9,4.25,0.77,,,3.5,3.27,2.79,16.5,0.1,1.5,-0.485,1.4732,0.75,1.78481913,,6.75
2021-10,0.08,-0.027,0.0502,0.2025,-0.4856,-0.8,-0.4856,0.1,-0.4856,-0.48,,-0.4856,-0.4856,-0.4856,-0.4856,0.25,0.1,-0.4856,0.38,-0.4856,-0.4856,-0.4856,2.9,4.25,0.74,,,3.5,3.36,2.79,14.5,0.23,2.29,-0.4856,1.3402,1.5,2.04,,7.5
2021-11,0.08,-0.039,0.0468,0.2078,-0.488,-0.8,-0.488,0.1,-0.488,-0.46,,-0.488,-0.488,-0.488,-0.488,0.25,0.1,-0.488,0.54,-0.488,-0.488,-0.488,2.9,4.25,0.796,,,3.5952380952381,3.49,2.79,13.5,0.91,2.75,-0.488,1.57,2.51,2.55,,7.5
2021-12,0.08,-0.026,0.1141,0.1274,-0.4922,-0.9,-0.4922,0.1,-0.4922,-0.41,,-0.4922,-0.4922,-0.4922,-0.4922,0.477272727272727,0.1,-0.4922,0.71,-0.4922,-0.4922,-0.4922,2.9,4.25,1.012,,,3.75,3.63,2.79,12.5,1.39,3.33,-0.4922,2.5644,3.02,2.75,,8.5
2022-01,0.08,-0.02,0.1958,0.175935,-0.579465714285714,-0.8,-0.579465714285714,0.1,-0.579465714285714,-0.51,,-0.579465714285714,-0.579465714285714,-0.579465714285714,-0.579465714285714,0.5,0.1,-0.579465714285714,0.67,-0.579465714285714,-0.579465714285714,-0.579465714285714,2.9,4.25,1.188,,,3.77380952380952,3.82,2.79,12.5,1.96,4.27,-0.579465714285714,2.8836,3.75,3.09,,8.5
2022-02,0.08,-0.018,0.4199,0.171747368421053,-0.576333,-0.86,-0.576333,0.1,-0.576333,-0.5,,-0.576333,-0.576333,-0.576333,-0.576333,0.5,0.1,-0.576333,0.73,-0.576333,-0.576333,-0.576333,2.9,4.25,1.219,,,4.0,3.95,2.79,12.5,2.43,5.5,-0.576333,3.5057,4.39,4.09,,20.0
2022-03,0.2,-0.008,0.5623,0.40775652173913,-0.577703043478261,-0.8,-0.577703043478261,0.1,-0.577703043478261,-0.4,,-0.577703043478261,-0.577703043478261,-0.577703043478261,-0.577703043478261,0.65625,0.1,-0.577703043478261,0.94,-0.577703043478261,-0.577703043478261,-0.577703043478261,2.9,4.25,1.244,,,4.05681818181818,4.14,2.79,12.5,3.16,5.5,-0.577703043478261,4.3925,4.5,4.06,,20.0
2022-04,0.33,-0.012,0.6906,0.710333333333333,-0.583707368421053,-0.7,-0.583707368421053,0.1,-0.583707368421053,-0.41,,-0.583707368421053,-0.583707368421053,-0.583707368421053,-0.583707368421053,0.75,0.23,-0.583707368421053,1.24,-0.583707368421053,-0.583707368421053,-0.583707368421053,2.9,4.25,1.299,,,4.25,4.41,2.83,12.5,4.2,6.98,-0.583707368421053,5.1023,5.0,5.1,,17.0
2022-05,0.77,-0.018,0.9158,0.947242857142857,-0.584741363636364,-0.8,-0.584741363636364,0.33,-0.584741363636364,-0.42,,-0.584741363636364,-0.584741363636364,-0.584741363636364,-0.584741363636364,0.75,0.43,-0.584741363636364,1.53,-0.584741363636364,-0.584741363636364,-0.584741363636364,2.9,4.65,1.505,,,4.44047619047619,4.6,2.79,12.5,5.06,8.09,-0.584741363636364,5.6919,5.61,6.07,,11.0
2022-06,1.21,-0.038,1.0767,1.42881363636364,-0.582624090909091,-0.26,-0.582624090909091,0.73,-0.582624090909091,-0.43,,-0.582624090909091,-0.582624090909091,-0.582624090909091,-0.582624090909091,0.869047619047619,0.75,-0.582624090909091,1.96,-0.582624090909091,-0.582624090909091,-0.582624090909091,2.9,5.03,1.745,,,4.75,4.89,2.79,12.5,5.72,8.77,-0.582624090909091,6.1654,6.09,6.06,,9.5
2022-07,1.68,-0.012,1.1908,2.03743684210526,-0.571064285714286,-0.26,-0.571064285714286,1.28,-0.571064285714286,-0.35,,-0.571064285714286,-0.571064285714286,-0.571064285714286,-0.571064285714286,1.25,1.15,-0.571064285714286,2.2,-0.571064285714286,-0.571064285714286,-0.571064285714286,2.9,5.15,1.971,,,4.96428571428571,5.18,2.79,12.5,6.43,9.55,-0.571064285714286,8.6138,7.0,7.5,,8.0
2022-08,2.33,-0.018,1.622,2.48295454545455,-0.0946521739130435,-0.2,-0.0946521739130435,1.81,-0.0946521739130435,0.04,,-0.0946521739130435,-0.0946521739130435,-0.0946521739130435,-0.0946521739130435,1.44565217391304,1.43,-0.0946521739130435,2.78,-0.0946521739130435,-0.0946521739130435,-0.0946521739130435,2.9,5.65,2.263,,,5.5,5.5,2.89,11.5,6.5,9.75,-0.0946521739130435,10.2685,7.0,9.02,,8.0
2022-09,2.56,-0.049,1.8569,3.10176842105263,0.254584090909091,-0.1,0.254584090909091,2.25,0.254584090909091,0.54,,0.254584090909091,0.254584090909091,0.254584090909091,0.254584090909091,1.88727272727273,2.02,0.254584090909091,2.9,0.254584090909091,0.254584090909091,0.254584090909091,2.9,5.75,2.533,,,5.70454545454545,5.81,3.44,10.5,6.68,10.75,0.254584090909091,11.3813,7.0,9.07,,
2022-10,3.08,-0.05,2.1857,3.31408947368421,0.655378571428571,-0.06,0.655378571428571,2.58,0.655378571428571,0.81,,0.655378571428571,0.655378571428571,0.655378571428571,0.655378571428571,2.25238095238095,2.56,0.655378571428571,3.29,0.655378571428571,0.655378571428571,0.655378571428571,2.9,6.15,2.959,,,6.25,6.2,4.0,9.0,6.64,11.17,0.655378571428571,14.9451,7.0,10.1,,
2022-11,3.78,-0.067,2.8599,3.74122380952381,1.26661954545455,-0.05,1.26661954545455,2.84,1.26661954545455,1.38,,1.26661954545455,1.26661954545455,1.26661954545455,1.26661954545455,2.46590909090909,2.86,1.26661954545455,3.55,1.26661954545455,1.26661954545455,1.26661954545455,2.9,6.15,3.096,,,6.38636363636364,6.58,4.5,7.5,6.67,11.25,1.26661954545455,17.5492,7.0,10.99,,
2022-12,4.1,-0.07,3.1779,4.1245,1.50396476190476,0.24,1.50396476190476,3.05,1.50396476190476,1.55,,1.50396476190476,1.50396476190476,1.50396476190476,1.50396476190476,2.61904761904762,3.25,1.50396476190476,4.18,1.50396476190476,1.50396476190476,1.50396476190476,2.9,6.43,3.235,,,7.0,6.96,4.87,7.5,6.58,11.25,1.50396476190476,17.6403,7.0,11.41,,
2023-01,4.33,-0.02,3.4275,4.29001428571429,1.90131181818182,0.45,1.90131181818182,3.1,1.90131181818182,1.85,,1.90131181818182,1.90131181818182,1.90131181818182,1.90131181818182,2.75,3.69,1.90131181818182,4.21,1.90131181818182,1.90131181818182,1.90131181818182,2.9,6.5,3.269,,,7.03571428571429,7.36,5.1,7.5,6.58,11.25,1.90131181818182,17.4821,7.0,12.02,,
2023-02,4.57,-0.019,3.9021,4.49236842105263,2.200642,0.45,2.200642,3.29,2.200642,2.16,,2.200642,2.200642,2.200642,2.200642,2.75,3.86,2.200642,4.2,2.200642,2.200642,2.200642,2.9,6.69,3.425,,,7.25,7.63,5.51,,6.61,11.25,2.200642,17.7421,7.0,12.76,,
2023-03,4.65,-0.017,4.0031,4.49231304347826,2.50836391304348,0.6,2.50836391304348,3.54,2.50836391304348,2.43,,2.50836391304348,2.50836391304348,2.50836391304348,2.50836391304348,2.81521739130435,4.5,2.50836391304348,4.75,2.50836391304348,2.50836391304348,2.50836391304348,2.9,6.75,3.425,,,7.27272727272727,7.88,5.59,,6.56,11.25,2.50836391304348,17.6747,7.0,12.62,,
2023-04,4.83,-0.015,4.1774,4.49171764705882,2.89908111111111,0.9,2.89908111111111,3.6,2.89908111111111,2.71,,2.89908111111111,2.89908111111111,2.89908111111111,2.89908111111111,3.0,4.5,2.89908111111111,5.01,2.89908111111111,2.89908111111111,2.89908111111111,2.9,6.75,3.467,,,7.75,8.11,5.63,,6.59,11.25,2.89908111111111,17.8314,7.0,13.0,,
2023-05,5.06,-0.051,4.3528,4.49264761904762,3.04630909090909,0.95,3.04630909090909,3.83,3.04630909090909,2.9,,3.04630909090909,3.04630909090909,3.04630909090909,3.04630909090909,3.21052631578947,4.56,3.04630909090909,5.34,3.04630909090909,3.04630909090909,3.04630909090909,2.9,6.75,3.57,,,7.84090909090909,8.23,5.56,,6.74,11.25,3.04630909090909,17.3508,7.0,13.28,,
2023-06,5.08,-0.066,4.5872,4.68394545454545,3.20459045454545,1.2,3.20459045454545,4.05,3.20459045454545,3.09,,3.20459045454545,3.20459045454545,3.20459045454545,3.20459045454545,3.39590909090909,4.75,3.20459045454545,5.4,3.20459045454545,3.20459045454545,3.20459045454545,2.9,6.75,3.566,,,8.25,8.3,5.61,,6.71,11.25,3.20459045454545,16.0434,7.0,13.28,,
2023-07,5.12,-0.046,4.9302,4.90389,3.40326333333333,1.2,3.40326333333333,4.1,3.40326333333333,3.23,,3.40326333333333,3.40326333333333,3.40326333333333,3.40326333333333,3.75,4.75,3.40326333333333,5.47,3.40326333333333,3.40326333333333,3.40326333333333,,6.75,3.51,,,8.25,8.32,5.61,,6.79,11.25,3.40326333333333,15.4338,7.0,13.26,,
2023-08,5.33,-0.064,5.1609,4.99421363636364,3.61036652173913,1.2,3.61036652173913,4.1,3.61036652173913,3.47,,3.61036652173913,3.61036652173913,3.61036652173913,3.61036652173913,3.85869565217391,4.75,3.61036652173913,5.41,3.61036652173913,3.61036652173913,3.61036652173913,,,3.538,,,8.25,8.35,5.62,,6.66,10.25,3.61036652173913,14.4524,7.0,13.27,,
