,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Denmark,Sweden,Spain,Hong Kong,Italy,Singapore,Finland,Belgium,Norway,Israel,Ireland,New Zealand,Austria,Portugal,Eurozone,China,India,Korea,Brazil,Saudi Arabia,South Africa,Mexico,Thailand,Indonesia,Malaysia,United Arab Emirates,Qatar,Kuwait,Turkiye,Philippines,Poland,Chile,Greece,Peru,Hungary,Czechia,Egypt,Colombia,Argentina,Russia
1999-01-01,153.432869655488,96.1036533411112,174.902449547038,213.481242781549,100.656333315236,227.684361486859,65.2484138800771,109.873326727906,155.252448378671,54.7596693896892,136.197306398696,67.8681604663449,366.873606506416,58.1454183523189,223.653027773953,30.1663005406234,71.3024403938895,39.2278820015218,53.9693577927167,69.5423473872401,48.2478034337493,15.1997973150502,53.4616253823353,75.3088721561732,,,61.5316060979655,,,171.425926242075,25.6640124824665,45.1384744130032,45.7457513402391,176.766495325238,,,66.4612407228154,43.9616246509429,49.2500655299362,17.3949875356791,90.2521030550515,,24.0936732613521,,16.238202991434,,,19.6977246995835,
2000-01-01,147.379061960136,63.5465690563746,154.676825247855,103.500141588137,105.93088070984,283.77162954461,65.2081577684527,89.6474345629142,153.410299039009,68.1165386625965,124.922500870125,84.2664161769829,363.139593313451,67.0078340184524,159.067384886632,26.3023489073306,77.0634840987753,38.3620055757824,49.0631727277193,81.7128056928102,35.3708949675329,15.1732357579283,51.1619167153418,79.8973932786977,,48.1748101815618,29.723848544153,34.5034609989773,,134.627405499524,17.6864084487666,23.1164538920777,16.247930892193,120.648371356983,,,51.5920515155902,25.4145937848397,31.051423150377,18.1624015472295,77.1895968604588,,18.8423176521729,,15.7644922547102,,,16.1290412248255,
2001-01-01,132.146652819017,51.7640691192871,130.370339041825,83.2607526492622,85.2652518516862,184.01691311301,55.0803629181818,98.8857398123606,116.551947131402,51.6687503414718,97.5739510693428,74.5748320510165,298.736712999057,45.1589641297605,128.838048659109,15.742330608123,70.0509832498738,39.8675983877766,42.8231162043934,68.8615762422796,33.0814275848664,12.7611293360231,38.1054645935004,63.8937329494995,,30.6466966849938,42.7128684715156,33.2576838655358,,108.891404849262,16.6853299640935,29.8788303209298,14.3336226195031,128.234240269557,,,64.8717997132399,23.9837641059191,26.9197132381752,13.6280258455015,78.7358378718759,62.1762660131815,18.8166444816383,,12.0192549510764,,,12.4244152562322,
2002-01-01,101.146635097615,49.4710877143585,103.94298140457,116.831457041084,64.4071544355359,198.08188509019,33.0054678893422,96.0851664954883,84.6802923374213,42.9646695123394,67.1232636130316,65.1224030644699,278.363724970536,37.3658268281594,109.668579363613,10.8810360994918,49.3671271351809,32.7538157669577,33.6890152560297,46.6091352393398,32.6615062900851,15.6618162182322,31.7854299029532,47.1057301348751,,33.4381380651978,39.9694438000523,24.8651835910789,,140.988325304669,13.461966423099,33.8823930906212,15.3668946554687,124.723589231054,,,82.4953340687551,15.0027551338682,21.952333673436,14.2564767923642,70.8824741290226,43.3874457628042,20.887095654701,19.2117847236461,12.4779116797678,,,16.9569392155608,
2003-01-01,124.526145193632,65.3403497735733,117.947031170342,101.640345797861,73.510025121304,200.808136571689,43.132747814909,125.247538629914,84.2393256239939,55.7738101157349,86.702071645899,80.0275651567336,442.788874856864,38.9726870042564,152.082070354736,10.9309940448425,54.5621354353657,41.8161342438199,53.442207571337,51.6608863548026,37.4497771823227,21.550946523174,35.2757302592295,54.6263116716187,30.897112614037,50.8466879607618,46.8833348760935,42.0182496771655,,132.34678972974,16.8006411272768,78.1564999927976,23.281716735324,145.926264838133,,,127.31486982731,21.735528264584,26.6267941801574,16.9951326975856,113.094153889894,52.6973346341978,24.0503699163637,19.5378967584842,15.4937132124081,,,27.4280508755432,
2004-01-01,133.612737929627,72.7077474943828,116.214321336038,114.690672619493,73.5556365841485,205.265865561371,42.4437311528287,126.382784095783,81.8165228716809,60.2088424432982,,87.9910094260644,509.440625336289,43.7057204698359,189.07120696617,10.3019988258362,74.0077279672413,53.315969573495,65.6239496604954,58.6943399653274,42.0875467015496,29.1172891489044,37.0892347497419,57.2479233016292,22.8972302072639,58.5976426848988,54.0013963824546,49.3578142014435,,172.989724233355,21.9116066498364,66.7398840289801,28.5202971402515,145.590826667342,,,122.652717703677,24.0416552668186,30.1066397808551,27.6475415635864,118.010717225024,51.975339689439,27.0691642240112,27.4660290139012,22.4441302309328,,,24.6534557360052,
2005-01-01,130.382734540376,94.6483020695092,120.173160872401,126.346747568222,80.0435615798352,224.411674114104,42.226681387933,115.634839352651,86.501376379037,,,83.201631727559,581.044976760556,42.9483104921806,201.349009366453,,74.7912935279234,61.6425045104322,83.3387270576982,53.8454695742462,35.3839035565894,39.941333804688,33.9528941680511,59.7291785846222,17.5791366215622,76.1523157763088,76.8007127862395,53.2333863800563,,190.160151824761,27.2517660670726,65.4373558513477,28.4844556307699,125.76603015964,,,128.368834748995,31.6003480285003,37.0496445379901,30.7136257319987,111.591704774505,58.5458367390391,31.7374804780876,28.7742573180902,25.4379110663214,,34.6844965843913,23.946359886693,
2006-01-01,141.644163028722,100.26960187836,139.534648208639,128.913321846832,104.641838714103,274.565445936082,54.6835335229854,146.523207674162,106.211191876511,,,104.960042277707,886.118479347693,52.6533458841181,258.557119641529,,97.0381826331265,80.9571997897106,101.929524626601,70.3200344608808,40.1802204216181,57.3243348167816,49.9085515017207,76.8302943131779,41.620840543929,95.2151519569673,79.224354072139,64.1233587693913,,234.066819601,35.7136618236285,63.2045264299862,38.0958837988796,144.801541127682,,,105.421531122626,28.8784853392313,53.1532972015229,43.1913604091568,113.376703883859,73.3681009896472,45.1490504997054,36.2392652803656,28.395580624,87.033236198802,34.7384214129495,22.0333391526542,
2007-01-01,137.639681557832,94.5667790247779,124.360370899668,148.864363431601,102.99745268657,259.733985642434,61.4552517757464,151.951500384826,112.680173885233,,,122.10521234093,1254.4679947098,48.4629468521748,297.983553100841,,81.8719049070703,88.1469545204436,127.711325607161,53.2825992091305,34.6132841492878,60.7546649494232,54.9857207589633,80.3055069570558,126.153613775831,161.239452391692,95.7353571457842,98.0386015430894,,248.646717861805,37.7814896289774,74.970484654558,48.9784294541295,168.065626314997,48.9325845283505,119.813998731699,,41.7616318035011,65.9395248870812,49.3263314933457,123.379113179655,83.0851267056093,67.9121108782488,32.9529355415374,36.2349876732928,106.774079068206,49.43809291479,19.8483841980828,
2008-01-01,78.4725069790145,61.014281060687,63.722868756244,66.5588326938396,50.2475845553422,155.187083153931,29.6529057027698,64.7798197864769,40.8375976627339,,,58.1146826157356,605.972321574239,21.6754875402889,136.854680120142,,32.323460470183,31.3832719367996,48.8398657616757,17.9670954099836,18.1847524085826,17.6572985112249,26.147203213487,36.2494997884069,38.7168839150393,66.0031038088652,44.9517931790441,34.9066054132086,,152.689740834009,21.0862681601309,35.3926773722288,19.3561460935054,81.9886076469566,34.02944156019,66.3924121806651,,15.261789277998,28.6473264080999,17.0193993553643,73.3638385417982,25.3435790321484,31.4198021892782,11.6629350374689,17.2759383641779,52.8061848129537,36.1710097864041,11.0218432201051,
