,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Denmark,Sweden,Spain,Hong Kong,Italy,Singapore,Finland,Belgium,Norway,Israel,Ireland,New Zealand,Austria,Portugal,Eurozone,China,Taiwan,India,Korea,Brazil,Saudi Arabia,South Africa,Mexico,Thailand,Indonesia,Malaysia,United Arab Emirates,Qatar,Kuwait,Turkiye,Philippines,Poland,Chile,Greece,Peru,Hungary,Czechia,Egypt,Colombia,Argentina,Russia
1999-01-01,-2.97598180084223,2.46175310702324,-2.11353382046635,0.124607703811068,3.39499471898115,9.49477188282003,-1.42985911872026,-5.59740342730537,3.50782246578161,1.71225041068949,3.93249277608895,-3.25394601741868,6.43398804532036,0.797177510168201,17.2038768568059,5.94743288976835,,5.45534858090503,-1.57216463198862,,,,-8.85368265057396,,1.9300546324131,,-0.70354820631743,4.3787026478858,-4.46660492612218,0.254139370017326,-0.445657432102413,-2.33238329231088,9.81128056902142,4.13060184583257,15.9240800095756,,,16.6308603334896,-0.360770081668399,-3.35706945634405,-7.34397013599592,0.131405437058336,-5.1155828729177,-2.74952502384786,-8.37316170546344,-2.24901467913644,-1.80221287386216,0.777689613904397,-4.21229506178187,11.6664565462153
2000-01-01,-3.92088614748242,2.6304554483536,-1.84712992495041,2.48322832733606,1.18077857733456,10.4899126454199,-1.7404661031122,-3.72429027623484,1.73836824467618,1.37784217454517,4.44723025271612,-4.33318506474451,4.39495311826481,-0.270933687749188,11.0715053334975,8.35354525573061,,14.626950219355,-1.5116735737256,,-3.30286925858411,,-10.8233299998961,,1.69386991427793,,-0.982343805635065,1.76695361202539,-4.04774157204052,7.55444517963192,-0.125570465684738,-2.64898440098909,7.36845246383927,4.84306452849134,9.04991849068886,,,38.8987320985626,-3.61654630788993,-2.66284885676653,-6.00567464124102,-1.14700034952076,-7.52537978913507,-2.9874113727773,-8.83884703380859,-4.35070087214669,-0.972570273448986,0.846461525662989,-3.15992237703676,17.4742424828314
2001-01-01,-3.72407498836611,1.97087169355986,-1.80557968729276,2.13242480189661,1.5218142190844,6.66593441613666,-0.364863756166508,-2.10538388216154,2.27392637964921,2.94195046736942,6.17419292700051,-4.38900285123863,6.13423210834762,0.155317844415399,14.4329262531886,9.32735607455742,,15.8090502295221,-1.5088672662214,,-0.776439699002389,,-10.4344116184086,,1.29916298685336,,0.290494936396436,0.395356059004163,-4.44478598192498,5.07959825292595,0.253001079897654,-2.34603440071513,4.24027233043999,4.30104853135351,7.85355934414698,,,23.8570093457944,1.86366395955392,-2.21740069327136,-3.11463011868753,-1.53826894255788,-6.89835566386782,-2.31175794610238,-6.1202055106571,-4.82618558892486,-0.401718427655422,-1.0593767406628,-1.40694788500181,10.4545347443772
2002-01-01,-4.17333961025019,2.60256560577514,-2.03639086013187,1.64503032397307,1.175629306184,6.8724559921272,1.91103265835049,-4.04533012402292,2.3281860989863,1.93714143070177,4.66652075313434,-3.7039065701461,7.89242453465896,-0.491647995845654,14.8770565262969,8.61212319520915,4.49803373016796,12.3875111770674,-1.03198495303942,,-2.09521936295547,,-8.31755894208286,,2.40874609736141,,1.3709411110454,0.648246377373027,-1.84525902800178,6.26198449830693,0.781937439973031,-1.52663277848924,3.46550519506602,3.99852690784087,7.12945542035369,,,11.1829163071613,-0.260562993305162,-0.334490423354779,-2.78494396796903,-0.825199468328001,-6.20816077609579,-2.02693936398421,-6.45098818485992,-5.18860410860461,0.730979150171549,-1.31623163833537,8.97078467784247,7.9523289090993
2003-01-01,-4.55898086099347,3.0839379549121,-1.88403606478649,1.16498813828327,0.866601323987478,10.7914279174848,1.43846913459741,-6.26906085398024,5.15317712942085,3.19264763643285,5.85395926825313,-3.86823246446474,10.7870611277598,-0.768790406982167,24.3020869643935,4.97476457882286,3.39723910068487,12.074775031532,0.483476811094301,,-2.40599179153862,,-6.66692325748196,,2.5930305144581,,1.44356106282279,1.60922457506583,0.39287719883254,12.9967338901391,-0.782450009506832,-0.499903256110991,3.13356397636706,3.45304287667862,12.1423505560344,,,19.6850117752607,-2.40117843944292,0.327439075952974,-2.51252519913782,-0.290419263046469,-6.33137485844822,-1.61504289543387,-8.25455096874065,-5.78025583580088,4.66231377245509,-0.96359862609051,6.37990680177011,7.69799200492828
2004-01-01,-5.20485343641858,3.71938350458585,-2.36203193542683,2.26315076447856,0.432452993011335,12.4877045205757,4.53055764563467,-6.72068682864578,6.73082200775295,2.36333856212672,5.94681383212417,-5.48867833924552,9.94811890844345,-0.497026061316597,19.3111251690814,6.35850964529705,3.09695508992497,12.4402776479593,1.68081612700548,,-4.50789193798136,,-7.98339399989491,,3.52576639617769,,0.110018663965381,3.69274116176405,1.33863085370769,20.0686090959604,-2.50726101296645,-0.45062298032432,1.59597338666445,0.60856132991737,12.0877738119346,,,26.0905307506551,-3.47253679096514,1.71049030095856,-5.99630095832025,2.84739040725261,-5.59942022897061,0.0288861085400799,-9.07203733400082,-3.72008813249091,4.97788419534309,-0.661483096041819,1.95058324319273,9.908322542702
2005-01-01,-5.74598170416952,3.52114102912066,-2.03429445027245,1.86965618692434,-0.00649497362518162,11.3634345831973,4.67487148183906,-6.23365908438409,6.06556937545051,4.16210292587251,6.0128032965243,-7.27349568565715,11.8823201660439,-0.899507101205331,23.2604842917785,3.79861060969511,1.99655304871952,16.1196583458525,3.08673963342875,-3.37203846174545,-6.99536794869388,1.97187532050569,-9.60021052870914,,5.79093342808495,,-1.25350731467244,1.30587074686126,1.30988468516067,27.397650295001,-2.77477604440328,-0.640382632510496,-4.03646433614019,0.0970882462357339,13.9199688653484,,,37.2166556465422,-4.14366814942972,1.85290757932988,-3.3141059735697,1.49174322427829,-7.34996387367016,1.50881026119421,-9.87694875083312,-2.04873491487123,2.34685756731662,-1.33773108955825,2.65363142179073,11.0454168411951
2006-01-01,-5.91101922107059,3.79586210941397,-3.16442995319484,1.36365624553912,0.0221640824996735,12.4843731667523,5.79311003542774,-6.0593853079141,7.79269553472333,3.34468921594548,8.14691292492638,-8.84897060185035,12.6877200746448,-1.4527229699455,26.8933869921425,3.68378957327094,1.85028932301471,16.1173014650908,4.39068063706073,-3.3862109692366,-7.06517341361543,3.26926407858591,-10.2302140524554,,8.42416623830982,,-0.988988302947644,0.198895404647633,0.972710373740381,26.2494041755594,-4.00012437440147,-0.330608298374854,1.04380762977679,2.97870868003062,16.1037220396447,,,44.6169768743956,-5.59367127491497,5.454522525746,-4.66620933546281,4.5529264424736,-10.8121877663106,3.24050716695869,-7.27842222201558,-2.5572614033307,2.45322162862231,-1.8486662318406,2.79449564264943,9.3254450282857
2007-01-01,-5.08872774231253,4.62330162774973,-3.78605086652334,0.752359497275174,-0.327690864015585,8.32016970609657,6.88284344098742,-7.50947574689242,5.89865319930189,1.51570591961567,8.12765982945405,-9.44961885199637,13.0222244661186,-1.36143428419417,27.1433265272595,3.73598307882108,1.49569237465597,12.3514012598925,2.98061069922172,-5.12758716999565,-6.79701754359097,3.78972273088018,-9.65792414363096,,9.94788988644193,,-0.663717643278795,0.893090036031799,-0.197096994813755,22.4368749255735,-4.86189160706926,-0.935390819178253,5.92665416106072,2.42726412696792,15.3811225715045,,,36.0539707678802,-5.42269951690352,5.1749733746147,-6.69478099515961,4.30154750471149,-13.9789444009951,1.42931463476859,-7.28307096663554,-4.70366256243025,0.315552631578947,-2.98192666963852,2.1036160391819,5.55457627319938
2008-01-01,-4.71586121002055,2.78294218549251,-3.98779625784346,0.204634001322009,-0.961095349295913,1.32642955584366,5.69385837100298,-4.9372314815571,4.09327586137291,2.9468952920735,7.88148466970632,-8.92939365399775,14.990989803542,-2.75676025621801,15.0834338413735,1.99849953544596,-0.831236474764241,15.6834391144207,1.2198806948968,-5.55568075659423,-7.7094815471555,4.46683623183009,-11.855978755641,,9.15406370401769,,-2.58337747387565,0.167376554283072,-2.09933746619215,25.4565298531126,-5.1861812939348,-1.55772030767234,0.319466148025871,0.0246933252771075,16.8597983887068,,,40.8736187461825,-5.11714392506376,0.0792959458378819,-6.77192839796481,-3.72837458535564,-14.4129814805407,-4.41112077807089,-7.02666669121284,-1.86133326423192,-0.868821887213847,-2.67924104556952,1.49940141614234,6.25797161157479
